,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
0,CellCandidateHeuristic.MAX,11.0,1,0,0,5,0,4000992.0441343323
1,CellCandidateHeuristic.MAX,,1,1,4,5,0,3322510.3541343324
2,CellCandidateHeuristic.MAX,,1,2,8,5,0,3029883.451634332
3,CellCandidateHeuristic.MAX,,1,3,12,5,0,2745101.129134332
4,CellCandidateHeuristic.MAX,,1,4,15,5,0,2609972.1658009985
5,CellCandidateHeuristic.MAX,,1,5,19,5,0,2473626.603300999
6,CellCandidateHeuristic.MAX,,1,6,22,5,0,2356528.8399676653
7,CellCandidateHeuristic.MAX,,1,7,27,5,0,2204242.6879676655
8,CellCandidateHeuristic.MAX,,1,8,31,5,0,2089678.7673009986
9,CellCandidateHeuristic.MAX,,1,9,34,5,0,1989577.4339676655
10,CellCandidateHeuristic.MAX,,1,10,38,5,0,1897527.9338009988
11,CellCandidateHeuristic.MAX,,1,11,42,5,0,1805349.7288859664
12,CellCandidateHeuristic.MAX,,1,12,45,5,0,1738452.1284734001
13,CellCandidateHeuristic.MAX,,1,13,49,5,0,1653188.1284734004
14,CellCandidateHeuristic.MAX,,1,14,53,5,0,1574592.0059734003
15,CellCandidateHeuristic.MAX,,1,15,57,5,0,1510886.2459734003
16,CellCandidateHeuristic.MAX,,1,16,62,5,0,1429816.5913664745
17,CellCandidateHeuristic.MAX,,1,17,67,5,0,1357311.7093664743
18,CellCandidateHeuristic.MAX,,1,18,70,5,0,1308945.4277000148
19,CellCandidateHeuristic.MAX,,1,19,76,5,0,1244547.6677091958
20,CellCandidateHeuristic.MAX,,1,20,80,5,0,1197670.6767917234
21,CellCandidateHeuristic.MAX,,1,21,84,5,0,1149371.804351883
22,CellCandidateHeuristic.MAX,,1,22,87,5,0,1108443.798101883
23,CellCandidateHeuristic.MAX,,1,23,90,5,0,1071213.918101883
24,CellCandidateHeuristic.MAX,,1,24,94,5,0,1037682.7238188303
25,CellCandidateHeuristic.MAX,,1,25,97,5,0,1004979.4202860321
26,CellCandidateHeuristic.MAX,,1,26,100,5,0,973869.3369526988
27,CellCandidateHeuristic.MAX,,1,27,103,5,0,946663.5458255818
28,CellCandidateHeuristic.MAX,,1,28,106,5,0,906251.4058056425
29,CellCandidateHeuristic.MAX,,1,29,111,5,0,873543.5338056432
30,CellCandidateHeuristic.MAX,,1,30,116,5,0,833252.5334383585
31,CellCandidateHeuristic.MAX,,1,31,120,5,0,806797.5109383583
32,CellCandidateHeuristic.MAX,,1,32,124,5,0,774666.9484383581
33,CellCandidateHeuristic.MAX,,1,33,127,5,0,753381.185105052
34,CellCandidateHeuristic.MAX,,1,34,131,5,0,727685.0951050519
35,CellCandidateHeuristic.MAX,,1,35,136,5,0,695755.0580246199
36,CellCandidateHeuristic.MAX,,1,36,140,5,0,672681.5229324829
37,CellCandidateHeuristic.MAX,,1,37,143,5,0,651979.7192962106
38,CellCandidateHeuristic.MAX,,1,38,148,5,0,622718.4692962111
39,CellCandidateHeuristic.MAX,,1,39,152,5,0,587542.974874528
40,CellCandidateHeuristic.MAX,,1,40,158,5,0,558889.3801186673
41,CellCandidateHeuristic.MAX,,1,41,164,5,0,525696.1401841505
42,CellCandidateHeuristic.MAX,,1,42,168,5,0,505175.57768419886
43,CellCandidateHeuristic.MAX,,1,43,176,5,0,469782.30650076614
44,CellCandidateHeuristic.MAX,,1,44,184,5,0,434247.70884748956
45,CellCandidateHeuristic.MAX,,1,45,188,5,0,419469.49115055514
46,CellCandidateHeuristic.MAX,,1,46,191,5,0,406157.2189585052
47,CellCandidateHeuristic.MAX,,1,47,196,5,0,386656.6826520373
48,CellCandidateHeuristic.MAX,,1,48,201,5,0,371218.2321265298
49,CellCandidateHeuristic.MAX,,1,49,204,5,0,356403.56507281604
50,CellCandidateHeuristic.MAX,,1,50,208,5,0,342373.1625728202
51,CellCandidateHeuristic.MAX,,1,51,213,5,0,326161.3287214224
52,CellCandidateHeuristic.MAX,,1,52,217,5,0,312426.26695674413
53,CellCandidateHeuristic.MAX,,1,53,222,5,0,297302.995525663
54,CellCandidateHeuristic.MAX,,1,54,226,5,0,287462.35552566807
55,CellCandidateHeuristic.MAX,,1,55,230,5,0,275311.45699944184
56,CellCandidateHeuristic.MAX,,1,56,235,5,0,261486.79618451773
57,CellCandidateHeuristic.MAX,,1,57,242,5,0,245424.52618755167
58,CellCandidateHeuristic.MAX,,1,58,250,5,0,226138.6228102224
59,CellCandidateHeuristic.MAX,,1,59,256,5,0,210153.4665711915
60,CellCandidateHeuristic.MAX,,1,60,263,5,0,196160.71987430705
61,CellCandidateHeuristic.MAX,,1,61,267,5,0,186957.56772467995
62,CellCandidateHeuristic.MAX,,1,62,271,5,0,178830.66124556528
63,CellCandidateHeuristic.MAX,,1,63,276,5,0,171079.07935276878
64,CellCandidateHeuristic.MAX,,1,64,282,5,0,161318.35082459808
65,CellCandidateHeuristic.MAX,,1,65,288,5,0,152228.4888418639
66,CellCandidateHeuristic.MAX,,1,66,292,5,0,146056.712975532
67,CellCandidateHeuristic.MAX,,1,67,299,5,0,136611.63564475696
68,CellCandidateHeuristic.MAX,,1,68,304,5,0,128610.98305323494
69,CellCandidateHeuristic.MAX,,1,69,309,5,0,121365.12898565494
70,CellCandidateHeuristic.MAX,,1,70,314,5,0,114521.02860288123
71,CellCandidateHeuristic.MAX,,1,71,319,5,0,107841.17581732442
72,CellCandidateHeuristic.MAX,,1,72,325,5,0,101677.19063130922
73,CellCandidateHeuristic.MAX,,1,73,331,5,0,95970.72918673663
74,CellCandidateHeuristic.MAX,,1,74,336,5,0,91586.46757548726
75,CellCandidateHeuristic.MAX,,1,75,341,5,0,86922.65952978272
76,CellCandidateHeuristic.MAX,,1,76,345,5,0,82477.83944345248
77,CellCandidateHeuristic.MAX,,1,77,349,5,0,79316.79721343293
78,CellCandidateHeuristic.MAX,,1,78,353,5,0,76722.76321102468
79,CellCandidateHeuristic.MAX,,1,79,357,5,0,74284.22562738726
80,CellCandidateHeuristic.MAX,,1,80,362,5,0,70368.0822787844
81,CellCandidateHeuristic.MAX,,1,81,368,5,0,66818.9514844961
82,CellCandidateHeuristic.MAX,,1,82,371,5,0,64721.20709741688
