,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
0,CellCandidateHeuristic.MAX,11.0,1,0,0,20,0,4000992.0441343323
1,CellCandidateHeuristic.MAX,,1,1,4,20,0,3322510.3541343324
2,CellCandidateHeuristic.MAX,,1,2,8,20,0,3029883.451634332
3,CellCandidateHeuristic.MAX,,1,3,12,20,0,2745101.129134332
4,CellCandidateHeuristic.MAX,,1,4,16,20,0,2608755.566634332
5,CellCandidateHeuristic.MAX,,1,5,21,20,0,2456469.414634332
6,CellCandidateHeuristic.MAX,,1,6,25,20,0,2292525.404634332
7,CellCandidateHeuristic.MAX,,1,7,28,20,0,2175427.6413009986
8,CellCandidateHeuristic.MAX,,1,8,31,20,0,2075326.3079676654
9,CellCandidateHeuristic.MAX,,1,9,35,20,0,1998270.3073009988
10,CellCandidateHeuristic.MAX,,1,10,39,20,0,1906220.8071343321
11,CellCandidateHeuristic.MAX,,1,11,43,20,0,1814042.6022192994
12,CellCandidateHeuristic.MAX,,1,12,50,20,0,1729936.3743512628
13,CellCandidateHeuristic.MAX,,1,13,55,20,0,1611406.6777772799
14,CellCandidateHeuristic.MAX,,1,14,58,20,0,1566142.1606252056
15,CellCandidateHeuristic.MAX,,1,15,62,20,0,1522126.1206252053
16,CellCandidateHeuristic.MAX,,1,16,66,20,0,1467419.8958312348
17,CellCandidateHeuristic.MAX,,1,17,71,20,0,1377436.3693886963
18,CellCandidateHeuristic.MAX,,1,18,74,20,0,1321948.3693890134
19,CellCandidateHeuristic.MAX,,1,19,80,20,0,1281599.7022939858
20,CellCandidateHeuristic.MAX,,1,20,85,20,0,1193131.161875776
21,CellCandidateHeuristic.MAX,,1,21,89,20,0,1148673.4393757763
22,CellCandidateHeuristic.MAX,,1,22,92,20,0,1100307.1577091091
23,CellCandidateHeuristic.MAX,,1,23,98,20,0,1065796.9353657127
24,CellCandidateHeuristic.MAX,,1,24,102,20,0,1034100.3862373027
25,CellCandidateHeuristic.MAX,,1,25,108,20,0,978322.6813324722
26,CellCandidateHeuristic.MAX,,1,26,111,20,0,936974.4637089497
27,CellCandidateHeuristic.MAX,,1,27,118,20,0,907063.25336197
28,CellCandidateHeuristic.MAX,,1,28,122,20,0,877322.0332481388
29,CellCandidateHeuristic.MAX,,1,29,126,20,0,851913.6732481412
30,CellCandidateHeuristic.MAX,,1,30,130,20,0,812540.8010611368
31,CellCandidateHeuristic.MAX,,1,31,134,20,0,785150.5510611361
32,CellCandidateHeuristic.MAX,,1,32,142,20,0,729404.3275785225
33,CellCandidateHeuristic.MAX,,1,33,150,20,0,674662.9120046959
34,CellCandidateHeuristic.MAX,,1,34,156,20,0,627901.6078877354
35,CellCandidateHeuristic.MAX,,1,35,163,20,0,579429.2864592214
