,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
0,CellCandidateHeuristic.TRIANGLES,11.0,1,0,0,1,0,4000992.0441343323
1,CellCandidateHeuristic.TRIANGLES,,1,1,3,1,0,3715166.7108009984
2,CellCandidateHeuristic.TRIANGLES,,1,2,6,1,0,3440345.3774676654
3,CellCandidateHeuristic.TRIANGLES,,1,3,9,1,0,3172441.2941343323
4,CellCandidateHeuristic.TRIANGLES,,1,4,12,1,0,2947768.443717665
5,CellCandidateHeuristic.TRIANGLES,,1,5,15,1,0,2758982.4622295704
6,CellCandidateHeuristic.TRIANGLES,,1,6,18,1,0,2623742.355562904
7,CellCandidateHeuristic.TRIANGLES,,1,7,21,1,0,2507315.3555629035
8,CellCandidateHeuristic.TRIANGLES,,1,8,24,1,0,2407214.02222957
9,CellCandidateHeuristic.TRIANGLES,,1,9,27,1,0,2291730.13208305
10,CellCandidateHeuristic.TRIANGLES,,1,10,30,1,0,2212898.128282112
11,CellCandidateHeuristic.TRIANGLES,,1,11,33,1,0,2140123.597408142
12,CellCandidateHeuristic.TRIANGLES,,1,12,36,1,0,2065904.0130559423
13,CellCandidateHeuristic.TRIANGLES,,1,13,39,1,0,2006430.0930559426
14,CellCandidateHeuristic.TRIANGLES,,1,14,42,1,0,1947040.6230559424
15,CellCandidateHeuristic.TRIANGLES,,1,15,45,1,0,1891552.6230559428
16,CellCandidateHeuristic.TRIANGLES,,1,16,48,1,0,1838724.7530559427
17,CellCandidateHeuristic.TRIANGLES,,1,17,51,1,0,1789726.2330559425
18,CellCandidateHeuristic.TRIANGLES,,1,18,54,1,0,1725514.8180597273
19,CellCandidateHeuristic.TRIANGLES,,1,19,57,1,0,1673453.28305976
20,CellCandidateHeuristic.TRIANGLES,,1,20,60,1,0,1621001.9275956494
21,CellCandidateHeuristic.TRIANGLES,,1,21,63,1,0,1569497.7925956498
22,CellCandidateHeuristic.TRIANGLES,,1,22,66,1,0,1517607.1898803562
23,CellCandidateHeuristic.TRIANGLES,,1,23,69,1,0,1464136.2986861973
24,CellCandidateHeuristic.TRIANGLES,,1,24,72,1,0,1420816.215352864
25,CellCandidateHeuristic.TRIANGLES,,1,25,75,1,0,1372449.9336861973
26,CellCandidateHeuristic.TRIANGLES,,1,26,78,1,0,1327807.4934625318
27,CellCandidateHeuristic.TRIANGLES,,1,27,81,1,0,1286490.0917959225
28,CellCandidateHeuristic.TRIANGLES,,1,28,84,1,0,1252654.7717959257
29,CellCandidateHeuristic.TRIANGLES,,1,29,87,1,0,1212674.442787387
30,CellCandidateHeuristic.TRIANGLES,,1,30,90,1,0,1170947.3634345876
31,CellCandidateHeuristic.TRIANGLES,,1,31,93,1,0,1135257.7696845876
32,CellCandidateHeuristic.TRIANGLES,,1,32,96,1,0,1099857.5197902005
33,CellCandidateHeuristic.TRIANGLES,,1,33,99,1,0,1073462.1997902428
34,CellCandidateHeuristic.TRIANGLES,,1,34,102,1,0,1044647.2597901871
35,CellCandidateHeuristic.TRIANGLES,,1,35,105,1,0,1021168.2064568948
36,CellCandidateHeuristic.TRIANGLES,,1,36,108,1,0,997883.3764569275
37,CellCandidateHeuristic.TRIANGLES,,1,37,111,1,0,975660.9631136594
