,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
0,CellCandidateHeuristic.TRIANGLES,11.0,1,0,0,5,0,4000992.0441343323
1,CellCandidateHeuristic.TRIANGLES,,1,1,3,5,0,3715166.7108009984
2,CellCandidateHeuristic.TRIANGLES,,1,2,6,5,0,3440345.3774676654
3,CellCandidateHeuristic.TRIANGLES,,1,3,9,5,0,3172441.2941343323
4,CellCandidateHeuristic.TRIANGLES,,1,4,12,5,0,2947768.443717665
5,CellCandidateHeuristic.TRIANGLES,,1,5,15,5,0,2758982.4622295704
6,CellCandidateHeuristic.TRIANGLES,,1,6,18,5,0,2623742.355562904
7,CellCandidateHeuristic.TRIANGLES,,1,7,21,5,0,2507315.3555629035
8,CellCandidateHeuristic.TRIANGLES,,1,8,24,5,0,2391831.4654163835
9,CellCandidateHeuristic.TRIANGLES,,1,9,27,5,0,2291730.13208305
10,CellCandidateHeuristic.TRIANGLES,,1,10,30,5,0,2212898.128282112
11,CellCandidateHeuristic.TRIANGLES,,1,11,33,5,0,2140123.597408142
12,CellCandidateHeuristic.TRIANGLES,,1,12,36,5,0,2065904.0130559423
13,CellCandidateHeuristic.TRIANGLES,,1,13,39,5,0,2006430.0930559426
14,CellCandidateHeuristic.TRIANGLES,,1,14,42,5,0,1947040.6230559424
15,CellCandidateHeuristic.TRIANGLES,,1,15,45,5,0,1889215.4094107137
16,CellCandidateHeuristic.TRIANGLES,,1,16,48,5,0,1833727.4094107137
17,CellCandidateHeuristic.TRIANGLES,,1,17,51,5,0,1779947.2756613323
18,CellCandidateHeuristic.TRIANGLES,,1,18,54,5,0,1727885.7406611256
19,CellCandidateHeuristic.TRIANGLES,,1,19,57,5,0,1678887.220661126
20,CellCandidateHeuristic.TRIANGLES,,1,20,60,5,0,1626899.18429555
21,CellCandidateHeuristic.TRIANGLES,,1,21,63,5,0,1578532.9026288828
22,CellCandidateHeuristic.TRIANGLES,,1,22,66,5,0,1516046.5014731153
23,CellCandidateHeuristic.TRIANGLES,,1,23,69,5,0,1471404.0612362628
24,CellCandidateHeuristic.TRIANGLES,,1,24,72,5,0,1427867.40790293
25,CellCandidateHeuristic.TRIANGLES,,1,25,75,5,0,1385774.6575072801
26,CellCandidateHeuristic.TRIANGLES,,1,26,78,5,0,1345151.054174517
27,CellCandidateHeuristic.TRIANGLES,,1,27,81,5,0,1306504.3041748912
28,CellCandidateHeuristic.TRIANGLES,,1,28,84,5,0,1264777.224803314
29,CellCandidateHeuristic.TRIANGLES,,1,29,87,5,0,1229568.8914699806
30,CellCandidateHeuristic.TRIANGLES,,1,30,90,5,0,1198148.1270473166
31,CellCandidateHeuristic.TRIANGLES,,1,31,93,5,0,1167706.5137141165
32,CellCandidateHeuristic.TRIANGLES,,1,32,96,5,0,1137786.4603557363
33,CellCandidateHeuristic.TRIANGLES,,1,33,99,5,0,1108279.1090904442
34,CellCandidateHeuristic.TRIANGLES,,1,34,102,5,0,1079479.786843649
35,CellCandidateHeuristic.TRIANGLES,,1,35,105,5,0,1051824.302288318
36,CellCandidateHeuristic.TRIANGLES,,1,36,108,5,0,1023492.9478744593
37,CellCandidateHeuristic.TRIANGLES,,1,37,111,5,0,996786.2662078054
38,CellCandidateHeuristic.TRIANGLES,,1,38,114,5,0,969379.228636781
39,CellCandidateHeuristic.TRIANGLES,,1,39,117,5,0,942983.9086367816
40,CellCandidateHeuristic.TRIANGLES,,1,40,120,5,0,919637.3952304061
41,CellCandidateHeuristic.TRIANGLES,,1,41,123,5,0,890342.5417435584
42,CellCandidateHeuristic.TRIANGLES,,1,42,126,5,0,870334.2084102251
43,CellCandidateHeuristic.TRIANGLES,,1,43,129,5,0,846554.889910066
44,CellCandidateHeuristic.TRIANGLES,,1,44,132,5,0,822927.7370521382
45,CellCandidateHeuristic.TRIANGLES,,1,45,135,5,0,800962.0907512743
46,CellCandidateHeuristic.TRIANGLES,,1,46,138,5,0,780411.0370012745
47,CellCandidateHeuristic.TRIANGLES,,1,47,141,5,0,758875.0250968004
48,CellCandidateHeuristic.TRIANGLES,,1,48,144,5,0,740199.3950968004
49,CellCandidateHeuristic.TRIANGLES,,1,49,147,5,0,722279.3236096888
50,CellCandidateHeuristic.TRIANGLES,,1,50,150,5,0,704293.9615388991
51,CellCandidateHeuristic.TRIANGLES,,1,51,153,5,0,686491.5582055656
52,CellCandidateHeuristic.TRIANGLES,,1,52,156,5,0,668766.1048722321
53,CellCandidateHeuristic.TRIANGLES,,1,53,159,5,0,647190.5221186448
54,CellCandidateHeuristic.TRIANGLES,,1,54,162,5,0,626945.5352887347
55,CellCandidateHeuristic.TRIANGLES,,1,55,165,5,0,609405.115346526
56,CellCandidateHeuristic.TRIANGLES,,1,56,168,5,0,592243.766093507
57,CellCandidateHeuristic.TRIANGLES,,1,57,171,5,0,576115.5512553495
58,CellCandidateHeuristic.TRIANGLES,,1,58,174,5,0,560675.2679625782
59,CellCandidateHeuristic.TRIANGLES,,1,59,177,5,0,547554.414629245
60,CellCandidateHeuristic.TRIANGLES,,1,60,180,5,0,533536.2618677747
61,CellCandidateHeuristic.TRIANGLES,,1,61,183,5,0,519973.68586605316
62,CellCandidateHeuristic.TRIANGLES,,1,62,186,5,0,504583.76705308177
63,CellCandidateHeuristic.TRIANGLES,,1,63,189,5,0,491489.35371975595
64,CellCandidateHeuristic.TRIANGLES,,1,64,192,5,0,478510.9319486409
65,CellCandidateHeuristic.TRIANGLES,,1,65,195,5,0,465569.5319452361
66,CellCandidateHeuristic.TRIANGLES,,1,66,198,5,0,452905.7115285692
67,CellCandidateHeuristic.TRIANGLES,,1,67,201,5,0,440502.2415285694
68,CellCandidateHeuristic.TRIANGLES,,1,68,204,5,0,428162.5065285701
69,CellCandidateHeuristic.TRIANGLES,,1,69,207,5,0,416352.09986190323
70,CellCandidateHeuristic.TRIANGLES,,1,70,210,5,0,405527.3461119057
71,CellCandidateHeuristic.TRIANGLES,,1,71,213,5,0,394858.38515954034
72,CellCandidateHeuristic.TRIANGLES,,1,72,216,5,0,384454.5349095326
73,CellCandidateHeuristic.TRIANGLES,,1,73,219,5,0,374552.191159538
74,CellCandidateHeuristic.TRIANGLES,,1,74,222,5,0,365009.3111595383
75,CellCandidateHeuristic.TRIANGLES,,1,75,225,5,0,355556.45782620524
76,CellCandidateHeuristic.TRIANGLES,,1,76,228,5,0,345514.3247248956
77,CellCandidateHeuristic.TRIANGLES,,1,77,231,5,0,336349.2830582276
78,CellCandidateHeuristic.TRIANGLES,,1,78,234,5,0,324891.0580582313
79,CellCandidateHeuristic.TRIANGLES,,1,79,237,5,0,316453.4547249002
80,CellCandidateHeuristic.TRIANGLES,,1,80,240,5,0,307444.64154117904
81,CellCandidateHeuristic.TRIANGLES,,1,81,243,5,0,299574.75987453666
82,CellCandidateHeuristic.TRIANGLES,,1,82,246,5,0,291792.1465412053
83,CellCandidateHeuristic.TRIANGLES,,1,83,249,5,0,283278.18193611415
