,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
0,CellCandidateHeuristic.SIMILARITY,11.0,1,0,0,1,0,4000992.0441343323
1,CellCandidateHeuristic.SIMILARITY,,1,1,4,1,0,3322510.3541343324
2,CellCandidateHeuristic.SIMILARITY,,1,2,8,1,0,3029883.451634332
3,CellCandidateHeuristic.SIMILARITY,,1,3,12,1,0,2745101.129134332
4,CellCandidateHeuristic.SIMILARITY,,1,4,15,1,0,2609972.1658009985
5,CellCandidateHeuristic.SIMILARITY,,1,5,19,1,0,2473626.603300999
6,CellCandidateHeuristic.SIMILARITY,,1,6,22,1,0,2356528.8399676653
7,CellCandidateHeuristic.SIMILARITY,,1,7,25,1,0,2256427.5066343322
8,CellCandidateHeuristic.SIMILARITY,,1,8,30,1,0,2104141.354634332
9,CellCandidateHeuristic.SIMILARITY,,1,9,33,1,0,2021316.7864525137
10,CellCandidateHeuristic.SIMILARITY,,1,10,38,1,0,1891246.1968472507
11,CellCandidateHeuristic.SIMILARITY,,1,11,43,1,0,1746098.0528363686
12,CellCandidateHeuristic.SIMILARITY,,1,12,46,1,0,1685577.6495030352
13,CellCandidateHeuristic.SIMILARITY,,1,13,49,1,0,1618680.0490919398
14,CellCandidateHeuristic.SIMILARITY,,1,14,52,1,0,1558090.4870055548
15,CellCandidateHeuristic.SIMILARITY,,1,15,55,1,0,1514770.4036722211
16,CellCandidateHeuristic.SIMILARITY,,1,16,58,1,0,1469112.4003388877
17,CellCandidateHeuristic.SIMILARITY,,1,17,61,1,0,1428488.7970055544
18,CellCandidateHeuristic.SIMILARITY,,1,18,64,1,0,1389842.0470055547
19,CellCandidateHeuristic.SIMILARITY,,1,19,68,1,0,1337309.4070055545
20,CellCandidateHeuristic.SIMILARITY,,1,20,72,1,0,1274460.5446947622
21,CellCandidateHeuristic.SIMILARITY,,1,21,75,1,0,1237230.664694762
22,CellCandidateHeuristic.SIMILARITY,,1,22,78,1,0,1195538.9942781227
23,CellCandidateHeuristic.SIMILARITY,,1,23,82,1,0,1142592.984278123
24,CellCandidateHeuristic.SIMILARITY,,1,24,87,1,0,1077482.2888494425
25,CellCandidateHeuristic.SIMILARITY,,1,25,90,1,0,1047101.2384329045
26,CellCandidateHeuristic.SIMILARITY,,1,26,93,1,0,1015991.1550995718
27,CellCandidateHeuristic.SIMILARITY,,1,27,97,1,0,980891.1325995723
28,CellCandidateHeuristic.SIMILARITY,,1,28,100,1,0,950971.0792662395
29,CellCandidateHeuristic.SIMILARITY,,1,29,104,1,0,914725.411099575
30,CellCandidateHeuristic.SIMILARITY,,1,30,107,1,0,887583.3106834998
31,CellCandidateHeuristic.SIMILARITY,,1,31,110,1,0,864909.7340317172
32,CellCandidateHeuristic.SIMILARITY,,1,32,113,1,0,843623.9706983839
33,CellCandidateHeuristic.SIMILARITY,,1,33,116,1,0,822439.1673650505
34,CellCandidateHeuristic.SIMILARITY,,1,34,121,1,0,785053.6667059257
35,CellCandidateHeuristic.SIMILARITY,,1,35,128,1,0,733126.7509954853
36,CellCandidateHeuristic.SIMILARITY,,1,36,132,1,0,701388.9461470959
37,CellCandidateHeuristic.SIMILARITY,,1,37,139,1,0,654974.6604328104
38,CellCandidateHeuristic.SIMILARITY,,1,38,144,1,0,617451.5474553825
39,CellCandidateHeuristic.SIMILARITY,,1,39,147,1,0,600741.144122073
40,CellCandidateHeuristic.SIMILARITY,,1,40,151,1,0,579918.6541220744
41,CellCandidateHeuristic.SIMILARITY,,1,41,154,1,0,562394.3935639545
42,CellCandidateHeuristic.SIMILARITY,,1,42,157,1,0,542905.3135639546
43,CellCandidateHeuristic.SIMILARITY,,1,43,162,1,0,512767.5347129815
44,CellCandidateHeuristic.SIMILARITY,,1,44,167,1,0,481537.3903915818
45,CellCandidateHeuristic.SIMILARITY,,1,45,171,1,0,459219.50989216595
46,CellCandidateHeuristic.SIMILARITY,,1,46,175,1,0,441887.787392166
47,CellCandidateHeuristic.SIMILARITY,,1,47,181,1,0,410980.5349746533
48,CellCandidateHeuristic.SIMILARITY,,1,48,184,1,0,397149.8156357199
49,CellCandidateHeuristic.SIMILARITY,,1,49,188,1,0,383402.2531357209
50,CellCandidateHeuristic.SIMILARITY,,1,50,194,1,0,362036.6577013994
51,CellCandidateHeuristic.SIMILARITY,,1,51,198,1,0,349199.7677014
52,CellCandidateHeuristic.SIMILARITY,,1,52,202,1,0,332430.458307495
53,CellCandidateHeuristic.SIMILARITY,,1,53,205,1,0,322026.60805749823
54,CellCandidateHeuristic.SIMILARITY,,1,54,210,1,0,303431.2877904791
55,CellCandidateHeuristic.SIMILARITY,,1,55,213,1,0,293785.1230505422
56,CellCandidateHeuristic.SIMILARITY,,1,56,216,1,0,284677.5297135998
57,CellCandidateHeuristic.SIMILARITY,,1,57,219,1,0,276955.91638026794
58,CellCandidateHeuristic.SIMILARITY,,1,58,222,1,0,269752.9163802692
59,CellCandidateHeuristic.SIMILARITY,,1,59,225,1,0,262637.84638027044
60,CellCandidateHeuristic.SIMILARITY,,1,60,228,1,0,254499.36428825263
61,CellCandidateHeuristic.SIMILARITY,,1,61,233,1,0,242805.91628825816
62,CellCandidateHeuristic.SIMILARITY,,1,62,237,1,0,232021.80913884038
63,CellCandidateHeuristic.SIMILARITY,,1,63,243,1,0,217101.98613322363
64,CellCandidateHeuristic.SIMILARITY,,1,64,249,1,0,203698.09907441481
65,CellCandidateHeuristic.SIMILARITY,,1,65,254,1,0,192007.37854809468
66,CellCandidateHeuristic.SIMILARITY,,1,66,259,1,0,180818.7850821112
67,CellCandidateHeuristic.SIMILARITY,,1,67,262,1,0,174590.43488818823
68,CellCandidateHeuristic.SIMILARITY,,1,68,266,1,0,166859.40352274347
69,CellCandidateHeuristic.SIMILARITY,,1,69,270,1,0,160282.19352275046
70,CellCandidateHeuristic.SIMILARITY,,1,70,275,1,0,151600.10804822517
71,CellCandidateHeuristic.SIMILARITY,,1,71,278,1,0,146212.10138156603
72,CellCandidateHeuristic.SIMILARITY,,1,72,283,1,0,138589.44122422498
73,CellCandidateHeuristic.SIMILARITY,,1,73,288,1,0,130511.93602345148
74,CellCandidateHeuristic.SIMILARITY,,1,74,294,1,0,122594.65575164257
75,CellCandidateHeuristic.SIMILARITY,,1,75,297,1,0,118943.98908503263
76,CellCandidateHeuristic.SIMILARITY,,1,76,302,1,0,113708.17066779236
77,CellCandidateHeuristic.SIMILARITY,,1,77,305,1,0,110226.96349883502
78,CellCandidateHeuristic.SIMILARITY,,1,78,308,1,0,107290.82129539903
79,CellCandidateHeuristic.SIMILARITY,,1,79,313,1,0,102536.61182862738
