,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
153,CellCandidateHeuristic.SIMILARITY,,1,153,745,5,0,728.6548447171015
154,CellCandidateHeuristic.SIMILARITY,,1,154,749,5,0,693.6452864289894
155,CellCandidateHeuristic.SIMILARITY,,1,155,753,5,0,663.4674561046386
156,CellCandidateHeuristic.SIMILARITY,,1,156,759,5,0,616.5325915314177
157,CellCandidateHeuristic.SIMILARITY,,1,157,768,5,0,549.0880104764142
158,CellCandidateHeuristic.SIMILARITY,,1,158,775,5,0,491.34121117394966
159,CellCandidateHeuristic.SIMILARITY,,1,159,786,5,0,415.9396139021371
160,CellCandidateHeuristic.SIMILARITY,,1,160,795,5,0,374.8992998224245
161,CellCandidateHeuristic.SIMILARITY,,1,161,799,5,0,353.4965912795854
162,CellCandidateHeuristic.SIMILARITY,,1,162,805,5,0,327.65597815305523
163,CellCandidateHeuristic.SIMILARITY,,1,163,810,5,0,308.70387501587714
164,CellCandidateHeuristic.SIMILARITY,,1,164,817,5,0,277.46574578440516
165,CellCandidateHeuristic.SIMILARITY,,1,165,822,5,0,259.01193979474726
166,CellCandidateHeuristic.SIMILARITY,,1,166,829,5,0,232.77006142492198
167,CellCandidateHeuristic.SIMILARITY,,1,167,832,5,0,221.2607473975504
168,CellCandidateHeuristic.SIMILARITY,,1,168,838,5,0,202.83935488163763
169,CellCandidateHeuristic.SIMILARITY,,1,169,843,5,0,189.96039912460915
170,CellCandidateHeuristic.SIMILARITY,,1,170,848,5,0,175.1629343672626
171,CellCandidateHeuristic.SIMILARITY,,1,171,855,5,0,158.88562527859608
172,CellCandidateHeuristic.SIMILARITY,,1,172,864,5,0,142.3537695441769
173,CellCandidateHeuristic.SIMILARITY,,1,173,869,5,0,133.1211961151643
174,CellCandidateHeuristic.SIMILARITY,,1,174,876,5,0,121.05397170681786
175,CellCandidateHeuristic.SIMILARITY,,1,175,879,5,0,115.51407842058401
176,CellCandidateHeuristic.SIMILARITY,,1,176,884,5,0,109.26361069289561
177,CellCandidateHeuristic.SIMILARITY,,1,177,889,5,0,103.23793009454903
178,CellCandidateHeuristic.SIMILARITY,,1,178,895,5,0,95.86807295651701
179,CellCandidateHeuristic.SIMILARITY,,1,179,900,5,0,86.32472264209906
180,CellCandidateHeuristic.SIMILARITY,,1,180,907,5,0,77.66150957987992
181,CellCandidateHeuristic.SIMILARITY,,1,181,913,5,0,70.67166564094501
182,CellCandidateHeuristic.SIMILARITY,,1,182,920,5,0,65.0922162483713
183,CellCandidateHeuristic.SIMILARITY,,1,183,925,5,0,60.52417650946825
