,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
0,CellCandidateHeuristic.SIMILARITY,11.0,1,0,0,20,0,4000992.0441343323
1,CellCandidateHeuristic.SIMILARITY,,1,1,4,20,0,3322510.3541343324
2,CellCandidateHeuristic.SIMILARITY,,1,2,8,20,0,3029883.451634332
3,CellCandidateHeuristic.SIMILARITY,,1,3,12,20,0,2745101.129134332
4,CellCandidateHeuristic.SIMILARITY,,1,4,17,20,0,2598279.881134332
5,CellCandidateHeuristic.SIMILARITY,,1,5,21,20,0,2452432.271134332
6,CellCandidateHeuristic.SIMILARITY,,1,6,25,20,0,2291871.781134332
7,CellCandidateHeuristic.SIMILARITY,,1,7,28,20,0,2174774.017800999
8,CellCandidateHeuristic.SIMILARITY,,1,8,31,20,0,2074672.6844676654
9,CellCandidateHeuristic.SIMILARITY,,1,9,38,20,0,1935131.0513304106
10,CellCandidateHeuristic.SIMILARITY,,1,10,43,20,0,1805060.4617253086
11,CellCandidateHeuristic.SIMILARITY,,1,11,48,20,0,1683137.3174275272
12,CellCandidateHeuristic.SIMILARITY,,1,12,51,20,0,1613900.4728734666
13,CellCandidateHeuristic.SIMILARITY,,1,13,56,20,0,1549386.1142554656
14,CellCandidateHeuristic.SIMILARITY,,1,14,61,20,0,1468741.1142556223
15,CellCandidateHeuristic.SIMILARITY,,1,15,64,20,0,1408220.7109228359
16,CellCandidateHeuristic.SIMILARITY,,1,16,67,20,0,1361769.7475898103
17,CellCandidateHeuristic.SIMILARITY,,1,17,72,20,0,1306812.197217348
18,CellCandidateHeuristic.SIMILARITY,,1,18,76,20,0,1256016.8005511996
19,CellCandidateHeuristic.SIMILARITY,,1,19,79,20,0,1214325.1447068122
20,CellCandidateHeuristic.SIMILARITY,,1,20,83,20,0,1169867.4222068335
21,CellCandidateHeuristic.SIMILARITY,,1,21,87,20,0,1106161.6622068514
22,CellCandidateHeuristic.SIMILARITY,,1,22,93,20,0,1064268.2765610518
23,CellCandidateHeuristic.SIMILARITY,,1,23,97,20,0,1017394.0586573835
24,CellCandidateHeuristic.SIMILARITY,,1,24,103,20,0,974438.9186132104
25,CellCandidateHeuristic.SIMILARITY,,1,25,108,20,0,943249.7166133269
26,CellCandidateHeuristic.SIMILARITY,,1,26,114,20,0,907458.740998274
27,CellCandidateHeuristic.SIMILARITY,,1,27,120,20,0,842012.9665624618
28,CellCandidateHeuristic.SIMILARITY,,1,28,130,20,0,774326.9617975946
29,CellCandidateHeuristic.SIMILARITY,,1,29,134,20,0,744482.4448893194
30,CellCandidateHeuristic.SIMILARITY,,1,30,140,20,0,687625.3106154223
31,CellCandidateHeuristic.SIMILARITY,,1,31,147,20,0,638384.3949011393
32,CellCandidateHeuristic.SIMILARITY,,1,32,151,20,0,602814.4349011482
33,CellCandidateHeuristic.SIMILARITY,,1,33,156,20,0,567281.9849011712
34,CellCandidateHeuristic.SIMILARITY,,1,34,161,20,0,534816.2645677252
35,CellCandidateHeuristic.SIMILARITY,,1,35,167,20,0,501809.1476123638
36,CellCandidateHeuristic.SIMILARITY,,1,36,173,20,0,469762.10594569426
37,CellCandidateHeuristic.SIMILARITY,,1,37,178,20,0,441891.5279457468
38,CellCandidateHeuristic.SIMILARITY,,1,38,183,20,0,420655.26942792704
39,CellCandidateHeuristic.SIMILARITY,,1,39,188,20,0,401410.5717653016
40,CellCandidateHeuristic.SIMILARITY,,1,40,194,20,0,381081.0564498858
41,CellCandidateHeuristic.SIMILARITY,,1,41,199,20,0,362066.1135927459
42,CellCandidateHeuristic.SIMILARITY,,1,42,205,20,0,343828.0069260829
43,CellCandidateHeuristic.SIMILARITY,,1,43,209,20,0,327373.9909265421
44,CellCandidateHeuristic.SIMILARITY,,1,44,213,20,0,313343.58842654224
45,CellCandidateHeuristic.SIMILARITY,,1,45,217,20,0,299677.97842654237
46,CellCandidateHeuristic.SIMILARITY,,1,46,224,20,0,286030.5750022891
47,CellCandidateHeuristic.SIMILARITY,,1,47,227,20,0,275508.2540558147
48,CellCandidateHeuristic.SIMILARITY,,1,48,232,20,0,264890.6947747264
49,CellCandidateHeuristic.SIMILARITY,,1,49,237,20,0,254539.44477472833
50,CellCandidateHeuristic.SIMILARITY,,1,50,242,20,0,243734.67944239848
51,CellCandidateHeuristic.SIMILARITY,,1,51,248,20,0,231292.75299539528
52,CellCandidateHeuristic.SIMILARITY,,1,52,253,20,0,219675.7154940863
53,CellCandidateHeuristic.SIMILARITY,,1,53,257,20,0,211119.4654940865
54,CellCandidateHeuristic.SIMILARITY,,1,54,261,20,0,201781.66517934971
55,CellCandidateHeuristic.SIMILARITY,,1,55,265,20,0,194052.77493347687
56,CellCandidateHeuristic.SIMILARITY,,1,56,272,20,0,183008.23185226836
57,CellCandidateHeuristic.SIMILARITY,,1,57,279,20,0,169814.27434133214
58,CellCandidateHeuristic.SIMILARITY,,1,58,285,20,0,157258.2175480979
59,CellCandidateHeuristic.SIMILARITY,,1,59,293,20,0,144179.95003633268
60,CellCandidateHeuristic.SIMILARITY,,1,60,299,20,0,136219.01651910745
61,CellCandidateHeuristic.SIMILARITY,,1,61,305,20,0,127954.34110041101
62,CellCandidateHeuristic.SIMILARITY,,1,62,313,20,0,118474.4524766307
63,CellCandidateHeuristic.SIMILARITY,,1,63,323,20,0,104774.46037324722
64,CellCandidateHeuristic.SIMILARITY,,1,64,328,20,0,99453.20025040094
65,CellCandidateHeuristic.SIMILARITY,,1,65,334,20,0,93717.44367218213
66,CellCandidateHeuristic.SIMILARITY,,1,66,339,20,0,89290.17187864802
67,CellCandidateHeuristic.SIMILARITY,,1,67,345,20,0,85202.88426756917
68,CellCandidateHeuristic.SIMILARITY,,1,68,350,20,0,81625.89256220823
69,CellCandidateHeuristic.SIMILARITY,,1,69,355,20,0,77345.27803957234
70,CellCandidateHeuristic.SIMILARITY,,1,70,360,20,0,73256.77828555228
71,CellCandidateHeuristic.SIMILARITY,,1,71,364,20,0,69704.77986237805
72,CellCandidateHeuristic.SIMILARITY,,1,72,370,20,0,66226.89921491808
73,CellCandidateHeuristic.SIMILARITY,,1,73,378,20,0,62007.880891167755
74,CellCandidateHeuristic.SIMILARITY,,1,74,384,20,0,59011.95697811898
75,CellCandidateHeuristic.SIMILARITY,,1,75,390,20,0,56216.52370418363
76,CellCandidateHeuristic.SIMILARITY,,1,76,396,20,0,52714.42624158662
77,CellCandidateHeuristic.SIMILARITY,,1,77,403,20,0,49145.54413485515
78,CellCandidateHeuristic.SIMILARITY,,1,78,410,20,0,45046.59329940791
79,CellCandidateHeuristic.SIMILARITY,,1,79,415,20,0,42835.81314118395
80,CellCandidateHeuristic.SIMILARITY,,1,80,419,20,0,40818.69362844499
81,CellCandidateHeuristic.SIMILARITY,,1,81,428,20,0,37521.27713204303
82,CellCandidateHeuristic.SIMILARITY,,1,82,435,20,0,35339.35679173774
83,CellCandidateHeuristic.SIMILARITY,,1,83,442,20,0,32872.79107635131
84,CellCandidateHeuristic.SIMILARITY,,1,84,447,20,0,30972.866294235137
85,CellCandidateHeuristic.SIMILARITY,,1,85,451,20,0,29034.25074411364
86,CellCandidateHeuristic.SIMILARITY,,1,86,458,20,0,27206.729046716668
87,CellCandidateHeuristic.SIMILARITY,,1,87,463,20,0,25634.865039010434
88,CellCandidateHeuristic.SIMILARITY,,1,88,468,20,0,24120.35490219967
89,CellCandidateHeuristic.SIMILARITY,,1,89,476,20,0,22160.118805268903
90,CellCandidateHeuristic.SIMILARITY,,1,90,483,20,0,20931.426895808596
91,CellCandidateHeuristic.SIMILARITY,,1,91,488,20,0,19947.4657065946
92,CellCandidateHeuristic.SIMILARITY,,1,92,493,20,0,18856.629690436366
93,CellCandidateHeuristic.SIMILARITY,,1,93,500,20,0,17818.89106584595
94,CellCandidateHeuristic.SIMILARITY,,1,94,509,20,0,16710.469096651337
95,CellCandidateHeuristic.SIMILARITY,,1,95,513,20,0,15472.996678904754
96,CellCandidateHeuristic.SIMILARITY,,1,96,519,20,0,14506.1941625867
97,CellCandidateHeuristic.SIMILARITY,,1,97,524,20,0,13787.284533063816
98,CellCandidateHeuristic.SIMILARITY,,1,98,531,20,0,12655.700245082397
99,CellCandidateHeuristic.SIMILARITY,,1,99,536,20,0,11794.40373503561
100,CellCandidateHeuristic.SIMILARITY,,1,100,541,20,0,11057.475189065537
101,CellCandidateHeuristic.SIMILARITY,,1,101,548,20,0,10060.625341484323
102,CellCandidateHeuristic.SIMILARITY,,1,102,556,20,0,9007.687723774892
103,CellCandidateHeuristic.SIMILARITY,,1,103,562,20,0,8296.454031166235
104,CellCandidateHeuristic.SIMILARITY,,1,104,567,20,0,7847.81099856903
105,CellCandidateHeuristic.SIMILARITY,,1,105,573,20,0,7407.976191733704
106,CellCandidateHeuristic.SIMILARITY,,1,106,583,20,0,6851.873078700231
107,CellCandidateHeuristic.SIMILARITY,,1,107,590,20,0,6378.322079985848
108,CellCandidateHeuristic.SIMILARITY,,1,108,597,20,0,5929.620321319911
109,CellCandidateHeuristic.SIMILARITY,,1,109,604,20,0,5514.462039093345
110,CellCandidateHeuristic.SIMILARITY,,1,110,610,20,0,5156.142372968149
111,CellCandidateHeuristic.SIMILARITY,,1,111,613,20,0,4852.924257037235
112,CellCandidateHeuristic.SIMILARITY,,1,112,620,20,0,4492.238917763548
113,CellCandidateHeuristic.SIMILARITY,,1,113,629,20,0,4111.479768859211
114,CellCandidateHeuristic.SIMILARITY,,1,114,636,20,0,3760.517243468988
115,CellCandidateHeuristic.SIMILARITY,,1,115,642,20,0,3525.8559414408833
116,CellCandidateHeuristic.SIMILARITY,,1,116,647,20,0,3280.6185288385577
117,CellCandidateHeuristic.SIMILARITY,,1,117,651,20,0,3045.447423285648
118,CellCandidateHeuristic.SIMILARITY,,1,118,660,20,0,2748.51668848348
119,CellCandidateHeuristic.SIMILARITY,,1,119,668,20,0,2564.7403789364566
120,CellCandidateHeuristic.SIMILARITY,,1,120,674,20,0,2357.971640856641
121,CellCandidateHeuristic.SIMILARITY,,1,121,679,20,0,2191.2158080219015
122,CellCandidateHeuristic.SIMILARITY,,1,122,684,20,0,2070.7276575802452
123,CellCandidateHeuristic.SIMILARITY,,1,123,690,20,0,1894.6444963605604
124,CellCandidateHeuristic.SIMILARITY,,1,124,696,20,0,1746.5850000827224
125,CellCandidateHeuristic.SIMILARITY,,1,125,701,20,0,1644.965426415476
126,CellCandidateHeuristic.SIMILARITY,,1,126,705,20,0,1544.655766239291
127,CellCandidateHeuristic.SIMILARITY,,1,127,712,20,0,1440.271489845043
128,CellCandidateHeuristic.SIMILARITY,,1,128,718,20,0,1348.7595437391078
129,CellCandidateHeuristic.SIMILARITY,,1,129,725,20,0,1232.5820919959274
130,CellCandidateHeuristic.SIMILARITY,,1,130,730,20,0,1147.8163036915494
131,CellCandidateHeuristic.SIMILARITY,,1,131,735,20,0,1066.2115002019266
132,CellCandidateHeuristic.SIMILARITY,,1,132,741,20,0,1008.0492212865684
133,CellCandidateHeuristic.SIMILARITY,,1,133,747,20,0,950.6266436552223
134,CellCandidateHeuristic.SIMILARITY,,1,134,758,20,0,849.9666093154993
135,CellCandidateHeuristic.SIMILARITY,,1,135,762,20,0,796.3013020563707
136,CellCandidateHeuristic.SIMILARITY,,1,136,769,20,0,739.5683046935233
137,CellCandidateHeuristic.SIMILARITY,,1,137,776,20,0,678.9638508420394
138,CellCandidateHeuristic.SIMILARITY,,1,138,783,20,0,620.1588021455354
139,CellCandidateHeuristic.SIMILARITY,,1,139,787,20,0,567.5968458547156
140,CellCandidateHeuristic.SIMILARITY,,1,140,794,20,0,507.62259458981055
141,CellCandidateHeuristic.SIMILARITY,,1,141,803,20,0,457.8769365100599
142,CellCandidateHeuristic.SIMILARITY,,1,142,807,20,0,423.8579399535447
143,CellCandidateHeuristic.SIMILARITY,,1,143,813,20,0,391.0974590109775
144,CellCandidateHeuristic.SIMILARITY,,1,144,817,20,0,357.4733028513803
145,CellCandidateHeuristic.SIMILARITY,,1,145,824,20,0,333.3921854939665
146,CellCandidateHeuristic.SIMILARITY,,1,146,831,20,0,298.2380033138727
147,CellCandidateHeuristic.SIMILARITY,,1,147,840,20,0,270.1500977314288
148,CellCandidateHeuristic.SIMILARITY,,1,148,847,20,0,244.4053181611946
149,CellCandidateHeuristic.SIMILARITY,,1,149,855,20,0,215.30136041670096
150,CellCandidateHeuristic.SIMILARITY,,1,150,858,20,0,200.0910693143652
151,CellCandidateHeuristic.SIMILARITY,,1,151,868,20,0,173.3028888836846
152,CellCandidateHeuristic.SIMILARITY,,1,152,876,20,0,161.72143629934834
153,CellCandidateHeuristic.SIMILARITY,,1,153,883,20,0,147.52091576838103
154,CellCandidateHeuristic.SIMILARITY,,1,154,890,20,0,134.0368222022019
155,CellCandidateHeuristic.SIMILARITY,,1,155,897,20,0,122.20005047575978
156,CellCandidateHeuristic.SIMILARITY,,1,156,907,20,0,106.60380223890753
157,CellCandidateHeuristic.SIMILARITY,,1,157,916,20,0,96.31941783304545
158,CellCandidateHeuristic.SIMILARITY,,1,158,924,20,0,83.25927189425283
159,CellCandidateHeuristic.SIMILARITY,,1,159,929,20,0,77.12689888177206
160,CellCandidateHeuristic.SIMILARITY,,1,160,935,20,0,71.28506191694983
161,CellCandidateHeuristic.SIMILARITY,,1,161,945,20,0,62.96724602910304
162,CellCandidateHeuristic.SIMILARITY,,1,162,952,20,0,56.533785806099225
163,CellCandidateHeuristic.SIMILARITY,,1,163,962,20,0,51.25941758571922
164,CellCandidateHeuristic.SIMILARITY,,1,164,968,20,0,47.888665729471
165,CellCandidateHeuristic.SIMILARITY,,1,165,973,20,0,44.37126340430494
166,CellCandidateHeuristic.SIMILARITY,,1,166,978,20,0,40.69091100282371
167,CellCandidateHeuristic.SIMILARITY,,1,167,984,20,0,37.69063982876098
168,CellCandidateHeuristic.SIMILARITY,,1,168,989,20,0,35.58505961293462
169,CellCandidateHeuristic.SIMILARITY,,1,169,995,20,0,32.97976398904045
