,Unnamed: 0,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,0,3,27,32.42858725761773,30.78,26.526391029068268,5171,26.2864263374964,5189,26.526391029068268,0,er,0.3,0.3052631578947368
1,1,4,112,126.215475142149,117.7335,125.174755938657,6608,124.0403528030151,6582,125.174755938657,0,er,0.3,0.3052631578947368
2,2,5,446,493.17036181858646,452.0966399999999,553.0408656209463,7046,541.9802202978743,6989,553.0408656209463,0,er,0.3,0.3052631578947368
3,3,6,1622,1881.834275360396,1695.3623999999998,2183.7022308650594,6304,2107.434004211976,6175,2183.7022308650594,0,er,0.3,0.3052631578947368
4,4,7,5677,6893.456082372818,6103.304639999999,8132.481110148695,5174,7831.114823044444,5108,8132.481110148695,0,er,0.3,0.3052631578947368
5,5,8,18424,23936.61921234456,20827.527083999998,27050.344201479667,3636,26387.32762271933,3652,27050.344201479667,0,er,0.3,0.3052631578947368
6,6,9,56349,77940.99168089738,66648.08666879998,83140.24582405815,2363,84646.60381849238,2417,83140.24582405815,0,er,0.3,0.3052631578947368
7,7,10,158503,235545.8811745857,197944.8174063359,242469.96489103665,1436,274623.7905229544,1601,242469.96489103665,0,er,0.3,0.3052631578947368
8,8,11,401849,653667.9956041134,539849.5020172797,585159.1076812774,719,625058.014252943,763,585159.1076812774,0,er,0.3,0.3052631578947368
9,9,12,906949,1646211.2415608854,1336127.5174927674,1433879.0874049172,361,1314175.1015824024,339,1433879.0874049172,0,er,0.3,0.3052631578947368
10,10,13,1782024,3710973.357494337,2960036.3464455158,2497548.251596832,135,2076354.8539545904,122,2497548.251596832,0,er,0.3,0.3052631578947368
11,11,14,2974067,7363352.39881771,5772070.875568755,3259044.145335999,39,3739372.966844432,46,3259044.145335999,0,er,0.3,0.3052631578947368
12,12,15,4086029,12587457.153347326,9697079.070955507,3348123.7052771403,8,2877781.989919723,9,3348123.7052771403,0,er,0.3,0.3052631578947368
13,13,16,4421445,18011657.439822655,13636517.443531182,0.0,0,8397693.917105315,6,18011657.439822655,0,er,0.3,0.3052631578947368
14,14,17,3521957,20699465.144464925,15401243.230341095,0.0,0,8308092.109729809,1,20699465.144464925,0,er,0.3,0.3052631578947368
15,15,18,1816102,17903221.607405625,13091056.745789934,0.0,0,27022442.35150361,1,17903221.607405625,0,er,0.3,0.3052631578947368
16,16,19,435385,10355104.353535444,7441232.255501647,0.0,0,0.0,0,10355104.353535444,0,er,0.3,0.3052631578947368
17,17,20,0,3002980.262525278,2120751.192817969,0.0,0,0.0,0,3002980.262525278,0,er,0.3,0.3052631578947368
0,0,3,15,16.177728531855955,30.78,14.857791481968524,3993,17.436059295615365,4116,14.857791481968524,1,er,0.3,0.2421052631578947
1,1,4,50,49.9380935996501,117.7335,57.97347736625392,5310,62.89777897485919,5254,57.97347736625392,1,er,0.3,0.2421052631578947
2,2,5,139,154.75552374459988,452.0966399999999,179.14885896221094,4784,190.60882570777284,4692,179.14885896221094,1,er,0.3,0.2421052631578947
3,3,6,384,468.33908501655225,1695.3623999999998,546.2018361501664,3941,566.55588938411,3942,546.2018361501664,1,er,0.3,0.2421052631578947
4,4,7,1010,1360.64828910072,6103.304639999999,1566.1088945858032,3375,1579.769159990294,3346,1566.1088945858032,1,er,0.3,0.2421052631578947
5,5,8,2384,3747.153775115537,20827.527083999998,3789.868909669145,2327,4033.3175214553694,2346,3789.868909669145,1,er,0.3,0.2421052631578947
6,6,9,5265,9676.860275386089,66648.08666879998,9032.31909646268,1575,9295.534363371464,1566,9032.31909646268,1,er,0.3,0.2421052631578947
7,7,10,10520,23193.90615479381,197944.8174063359,18048.69372422105,921,18882.45580963234,950,18048.69372422105,1,er,0.3,0.2421052631578947
8,8,11,18656,51048.78866605337,539849.5020172797,31116.69710625703,457,32338.504125654043,467,31116.69710625703,1,er,0.3,0.2421052631578947
9,9,12,29298,101963.23841456448,1336127.5174927674,42723.82745641117,190,44018.65808586223,206,42723.82745641117,1,er,0.3,0.2421052631578947
10,10,13,40558,182295.4092464441,2960036.3464455158,58362.87542709606,81,65629.52043378216,80,58362.87542709606,1,er,0.3,0.2421052631578947
11,11,14,47252,286875.40718256193,5772070.875568755,89692.41048812077,35,60702.07202886991,28,89692.41048812077,1,er,0.3,0.2421052631578947
12,12,15,44354,388942.65731698927,9697079.070955507,89559.74618037132,10,28671.858126992807,4,89559.74618037132,1,er,0.3,0.2421052631578947
13,13,16,32441,441398.73938934633,13636517.443531182,69454.43548569019,1,69968.3169096867,3,69454.43548569019,1,er,0.3,0.2421052631578947
14,14,17,17062,402315.1358397015,15401243.230341095,0.0,0,0.0,0,402315.1358397015,1,er,0.3,0.2421052631578947
15,15,18,5267,275974.06686547946,13091056.745789934,0.0,0,0.0,0,275974.06686547946,1,er,0.3,0.2421052631578947
16,16,19,537,126596.41405241936,7441232.255501647,0.0,0,0.0,0,126596.41405241936,1,er,0.3,0.2421052631578947
17,17,20,0,29117.17523205645,2120751.192817969,0.0,0,0.0,0,29117.17523205645,1,er,0.3,0.2421052631578947
0,0,3,37,35.90027700831025,30.78,36.52279882769464,6634,35.16972654719069,6627,36.52279882769464,2,er,0.3,0.3157894736842105
1,1,4,147,144.5458521650386,117.7335,161.5375714748831,7584,154.40025856596503,7430,161.5375714748831,2,er,0.3,0.3157894736842105
2,2,5,545,584.2695498039454,452.0966399999999,625.3856436424284,6711,630.5857212144588,6971,625.3856436424284,2,er,0.3,0.3157894736842105
3,3,6,2117,2306.327170278732,1695.3623999999998,2648.4205957931526,6240,2661.302868504208,6331,2648.4205957931526,2,er,0.3,0.3157894736842105
4,4,7,7472,8739.766118950984,6103.304639999999,10299.118809889616,5079,9834.442369048138,5011,10299.118809889616,2,er,0.3,0.3157894736842105
5,5,8,24707,31394.15987465288,20827.527083999998,34834.78202702349,3616,35220.183999039014,3663,34834.78202702349,2,er,0.3,0.3157894736842105
6,6,9,75505,105748.7490514623,66648.08666879998,105229.00340051114,2302,108110.63464044344,2340,105229.00340051114,2,er,0.3,0.3157894736842105
7,7,10,210748,330603.9838766769,197944.8174063359,325338.92453535675,1459,302084.21827159304,1344,325338.92453535675,2,er,0.3,0.3157894736842105
8,8,11,531202,949102.3460574456,539849.5020172797,881909.0637380012,806,819156.7946528762,738,881909.0637380012,2,er,0.3,0.3157894736842105
9,9,12,1192787,2472661.375254924,1336127.5174927674,1819718.754383579,342,1798819.315441357,344,1819718.754383579,2,er,0.3,0.3157894736842105
10,10,13,2349826,5766206.283995288,2960036.3464455158,4375620.8271551,155,3306509.5491627334,136,4375620.8271551,2,er,0.3,0.3157894736842105
11,11,14,3975374,11835897.109253485,5772070.875568755,7677017.413631818,59,6072403.410797038,51,7677017.413631818,2,er,0.3,0.3157894736842105
12,12,15,5611280,20930849.62478511,9697079.070955507,6107057.58059189,10,5954317.418127176,11,6107057.58059189,2,er,0.3,0.3157894736842105
13,13,16,6309630,30983165.56300427,13636517.443531182,7864657.933185279,2,9105593.82882352,3,7864657.933185279,2,er,0.3,0.3157894736842105
14,14,17,5244503,36834475.46809176,15401243.230341095,18698303.46843033,1,0.0,0,18698303.46843033,2,er,0.3,0.3157894736842105
15,15,18,2796776,32957162.260924205,13091056.745789934,0.0,0,0.0,0,32957162.260924205,2,er,0.3,0.3157894736842105
16,16,19,692663,19719520.909583457,7441232.255501647,0.0,0,0.0,0,19719520.909583457,2,er,0.3,0.3157894736842105
17,17,20,0,5915856.272875037,2120751.192817969,0.0,0,0.0,0,5915856.272875037,2,er,0.3,0.3157894736842105
0,0,3,32,35.90027700831025,30.78,31.74723054277997,5812,30.951304602576585,5868,31.74723054277997,3,er,0.3,0.3157894736842105
1,1,4,132,144.5458521650386,117.7335,147.47144521941212,7035,141.41197272828896,6961,147.47144521941212,3,er,0.3,0.3157894736842105
2,2,5,561,584.2695498039454,452.0966399999999,679.6765358189707,7478,657.2027439055804,7459,679.6765358189707,3,er,0.3,0.3157894736842105
3,3,6,2070,2306.327170278732,1695.3623999999998,2671.806390121895,6430,2567.427829165499,6338,2671.806390121895,3,er,0.3,0.3157894736842105
4,4,7,7374,8739.766118950984,6103.304639999999,10112.447075180457,5113,9503.015572299057,4954,10112.447075180457,3,er,0.3,0.3157894736842105
5,5,8,24868,31394.15987465288,20827.527083999998,36118.16981225197,3786,34254.486950904124,3655,36118.16981225197,3,er,0.3,0.3157894736842105
6,6,9,77472,105748.7490514623,66648.08666879998,115809.18350841048,2467,121363.8011189772,2650,115809.18350841048,3,er,0.3,0.3157894736842105
7,7,10,221175,330603.9838766769,197944.8174063359,355738.3154956791,1532,363634.4762884695,1592,355738.3154956791,3,er,0.3,0.3157894736842105
8,8,11,571684,949102.3460574456,539849.5020172797,812691.0632591682,753,961639.160635658,847,812691.0632591682,3,er,0.3,0.3157894736842105
9,9,12,1317474,2472661.375254924,1336127.5174927674,2034666.1909535783,366,2241718.838161421,415,2034666.1909535783,3,er,0.3,0.3157894736842105
10,10,13,2659266,5766206.283995288,2960036.3464455158,4313942.71141399,156,4203491.031184154,181,4313942.71141399,3,er,0.3,0.3157894736842105
11,11,14,4603833,11835897.109253485,5772070.875568755,6635050.325512603,52,6987529.455308706,61,6635050.325512603,3,er,0.3,0.3157894736842105
12,12,15,6645698,20930849.62478511,9697079.070955507,9289375.448610602,15,9525562.922255514,16,9289375.448610602,3,er,0.3,0.3157894736842105
13,13,16,7712318,30983165.56300427,13636517.443531182,16337957.64035055,4,8170711.997148197,3,16337957.64035055,3,er,0.3,0.3157894736842105
14,14,17,6798720,36834475.46809176,15401243.230341095,18543772.03480693,1,0.0,0,18543772.03480693,3,er,0.3,0.3157894736842105
15,15,18,4066141,32957162.260924205,13091056.745789934,0.0,0,0.0,0,32957162.260924205,3,er,0.3,0.3157894736842105
16,16,19,1219876,19719520.909583457,7441232.255501647,0.0,0,0.0,0,19719520.909583457,3,er,0.3,0.3157894736842105
17,17,20,0,5915856.272875037,2120751.192817969,0.0,0,0.0,0,5915856.272875037,3,er,0.3,0.3157894736842105
0,0,3,25,26.171301939058168,30.78,24.04871790794973,4924,24.35761759110061,4852,24.04871790794973,4,er,0.3,0.2842105263157894
1,1,4,100,94.83653360548185,117.7335,108.31439616562464,6690,111.3010987342676,6707,108.31439616562464,4,er,0.3,0.2842105263157894
2,2,5,345,345.0053264637319,452.0966399999999,415.10586207692427,6331,418.44980979706713,6316,415.10586207692427,4,er,0.3,0.2842105263157894
3,3,6,1133,1225.6768177000995,1695.3623999999998,1449.5108400797458,5468,1483.2256641086578,5510,1449.5108400797458,4,er,0.3,0.2842105263157894
4,4,7,3562,4180.203041419288,6103.304639999999,4740.258144900227,4329,5010.083254102709,4473,4740.258144900227,4,er,0.3,0.2842105263157894
5,5,8,10183,13514.156411535778,20827.527083999998,14910.286462840604,3160,14272.332349490543,3012,14910.286462840604,4,er,0.3,0.2842105263157894
6,6,9,26778,40969.23206865583,66648.08666879998,39183.22901441138,1958,38839.843243206975,1982,39183.22901441138,4,er,0.3,0.2842105263157894
7,7,10,64190,115274.4813889653,197944.8174063359,94194.28904592426,1157,95331.08464543574,1145,94194.28904592426,4,er,0.3,0.2842105263157894
8,8,11,137912,297838.3729667046,539849.5020172797,199053.2483039695,580,212394.971068678,607,199053.2483039695,4,er,0.3,0.2842105263157894
9,9,12,262665,698352.6060877205,1336127.5174927674,366650.7197282003,261,380470.2479912444,268,366650.7197282003,4,er,0.3,0.2842105263157894
10,10,13,435150,1465692.2712383573,2960036.3464455158,468194.1816378507,88,520349.0551102427,91,468194.1816378507,4,er,0.3,0.2842105263157894
11,11,14,616244,2707673.6168666496,5772070.875568755,942009.1273097598,44,490741.2630478342,26,942009.1273097598,4,er,0.3,0.2842105263157894
12,12,15,724290,4309476.324949867,9697079.070955507,525452.5927648265,6,529426.541044917,9,525452.5927648265,4,er,0.3,0.2842105263157894
13,13,16,672430,5741243.130278607,13636517.443531182,949853.4848679808,4,537740.1611237583,2,949853.4848679808,4,er,0.3,0.2842105263157894
14,14,17,456159,6142952.401932775,15401243.230341095,0.0,0,0.0,0,6142952.401932775,4,er,0.3,0.2842105263157894
15,15,18,195662,4946693.249977445,13091056.745789934,0.0,0,0.0,0,4946693.249977445,4,er,0.3,0.2842105263157894
16,16,19,37399,2663814.869239932,7441232.255501647,0.0,0,0.0,0,2663814.869239932,4,er,0.3,0.2842105263157894
17,17,20,0,719230.0146947816,2120751.192817969,0.0,0,0.0,0,719230.0146947816,4,er,0.3,0.2842105263157894
0,0,3,44,41.55905817174514,30.78,43.57093168757218,7485,41.83246677251447,7613,43.57093168757218,5,er,0.3,0.331578947368421
1,1,4,154,175.69638671818043,117.7335,163.40576102582804,7006,159.1771098334558,7127,163.40576102582804,5,er,0.3,0.331578947368421
2,2,5,649,745.6924539449511,452.0966399999999,766.6183439483457,7304,754.663178452177,7342,766.6183439483457,5,er,0.3,0.331578947368421
3,3,6,2590,3090.698986745521,1695.3623999999998,3253.088932275482,6781,3277.790836905569,6828,3253.088932275482,5,er,0.3,0.331578947368421
4,4,7,9623,12297.728599892702,6103.304639999999,12600.965580138582,5392,12842.869868174866,5506,12600.965580138582,5,er,0.3,0.331578947368421
5,5,8,33319,46383.472409990034,20827.527083999998,45717.63678069545,4010,45159.8804921178,3957,45717.63678069545,5,er,0.3,0.331578947368421
