,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,35,38.76109580655034,27.5,35.667431581892465,6583,33.58452013886182,6686,35.667431581892465,10,er,0.5,0.5606060606060606
1,4,120,146.6755102679689,92.8125,129.89772317218547,6098,124.28724000815502,6215,129.89772317218547,10,er,0.5,0.5606060606060606
2,5,416,526.253951991743,297.0,496.8259788861552,5387,456.08302257498553,5217,496.8259788861552,10,er,0.5,0.5606060606060606
3,6,1313,1720.9567369426943,866.25,1640.71626191387,3886,1548.1886334851056,3811,1640.71626191387,10,er,0.5,0.5606060606060606
4,7,3685,4961.719423393222,2227.5,4757.162829006704,2360,4576.523956778364,2349,4757.162829006704,10,er,0.5,0.5606060606060606
5,8,8721,12169.368661542088,4872.65625,11045.772868162496,1114,10882.208585573126,1128,11045.772868162496,10,er,0.5,0.5606060606060606
6,9,16531,24256.78871256874,8662.5,20830.944963454804,433,20735.02208887612,431,20830.944963454804,10,er,0.5,0.5606060606060606
7,10,23360,36715.95746038813,11694.375,27877.349372150635,117,32021.120313719774,135,27877.349372150635,10,er,0.5,0.5606060606060606
8,11,21819,37423.97867863253,10631.25,25196.05028447908,21,31155.583027806777,26,25196.05028447908,10,er,0.5,0.5606060606060606
9,12,10175,19231.766820963934,4872.65625,5502.558289492262,1,11364.902146342272,2,5502.558289492262,10,er,0.5,0.5606060606060606
