,Unnamed: 0,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
15,15,18,823656,32957162.260924205,0.0,0.0,0,0.0,0,32957162.260924205,5,config,0.0,0.3157894736842105
16,16,19,172404,19719520.909583457,0.0,0.0,0,0.0,0,19719520.909583457,5,config,0.0,0.3157894736842105
17,17,20,10511,5915856.272875037,0.0,0.0,0,0.0,0,5915856.272875037,5,config,0.0,0.3157894736842105
0,0,3,36,34.13501385041552,0.0,35.019392468375514,6657,,6669,35.019392468375514,6,config,0.0,0.3105263157894737
1,1,4,125,135.1477061525004,0.0,132.6879866770339,6651,,6770,132.6879866770339,6,config,0.0,0.3105263157894737
2,2,5,488,537.1765667703595,0.0,566.7859651928934,7037,,6994,566.7859651928934,6,config,0.0,0.3105263157894737
3,3,6,1738,2085.0932525954745,0.0,2145.411725241414,6065,,5952,2145.411725241414,6,config,0.0,0.3105263157894737
4,4,7,5907,7769.715909671559,0.0,7744.48113759901,4838,,4795,7744.48113759901,6,config,0.0,0.3105263157894737
5,5,8,18975,27444.47678883329,0.0,26254.773542081664,3571,,3625,26254.773542081664,6,config,0.0,0.3105263157894737
6,6,9,56346,90903.81083739868,0.0,79845.79014266466,2376,,2416,79845.79014266466,6,config,0.0,0.3105263157894737
7,7,10,152447,279457.4521585504,0.0,234560.10209364467,1442,,1415,234560.10209364467,6,config,0.0,0.3105263157894737
8,8,11,372376,788899.027624616,0.0,548370.5621486164,761,,763,548370.5621486164,6,config,0.0,0.3105263157894737
9,9,12,809358,2021034.745769905,0.0,1193177.912149763,357,,358,1193177.912149763,6,config,0.0,0.3105263157894737
10,10,13,1534829,4634469.959530666,0.0,2290522.988124348,159,,154,2290522.988124348,6,config,0.0,0.3105263157894737
11,11,14,2480454,9354311.734105317,0.0,3851955.359982179,59,,62,3851955.359982179,6,config,0.0,0.3105263157894737
12,12,15,3316894,16266655.773412611,0.0,5244243.954199172,19,,17,5244243.954199172,6,config,0.0,0.3105263157894737
13,13,16,3522443,23677615.722812768,0.0,6021709.629181268,8,,6,6021709.629181268,6,config,0.0,0.3105263157894737
14,14,17,2799117,27680085.74902199,0.0,0.0,0,,3,27680085.74902199,6,config,0.0,0.3105263157894737
15,15,18,1519167,24353619.303744785,0.0,0.0,0,,1,24353619.303744785,6,config,0.0,0.3105263157894737
16,16,19,481314,14328833.07511189,0.0,0.0,0,0.0,0,14328833.07511189,6,config,0.0,0.3105263157894737
17,17,20,62543,4227005.757158009,0.0,0.0,0,0.0,0,4227005.757158009,6,config,0.0,0.3105263157894737
0,0,3,45,39.61130193905817,0.0,42.05993059121359,7429,,7486,42.05993059121359,7,config,0.0,0.3263157894736842
1,1,4,168,164.80386412013416,0.0,172.67141531575243,7581,,7441,172.67141531575243,7,config,0.0,0.3263157894736842
2,2,5,677,688.3597187670446,0.0,744.8668416295319,7550,,7644,744.8668416295319,7,config,0.0,0.3263157894736842
3,3,6,2523,2807.783063391893,0.0,3011.7584319816965,6622,,6589,3011.7584319816965,7,config,0.0,0.3263157894736842
4,4,7,8890,10994.68736401878,0.0,11259.589715829212,5193,,5283,11259.589715829212,7,config,0.0,0.3263157894736842
5,5,8,28911,40810.54349196972,0.0,37595.16607211363,3754,,3673,37595.16607211363,7,config,0.0,0.3263157894736842
6,6,9,85859,142049.3303299437,0.0,110210.69566797232,2306,,2401,110210.69566797232,7,config,0.0,0.3263157894736842
7,7,10,230993,458894.09977115504,0.0,297016.20664793183,1365,,1371,297016.20664793183,7,config,0.0,0.3263157894736842
8,8,11,557339,1361312.6404694552,0.0,694411.3817881643,667,,658,694411.3817881643,7,config,0.0,0.3263157894736842
9,9,12,1193792,3664796.924211191,0.0,1524045.4917318404,315,,288,1524045.4917318404,7,config,0.0,0.3263157894736842
10,10,13,2243292,8831121.980933202,0.0,2872617.219646496,145,,109,2872617.219646496,7,config,0.0,0.3263157894736842
11,11,14,3641230,18731274.517453056,0.0,5555277.969975853,53,,38,5555277.969975853,7,config,0.0,0.3263157894736842
12,12,15,5004344,34228939.53926159,0.0,7066802.501986517,17,,16,7066802.501986517,7,config,0.0,0.3263157894736842
13,13,16,5647376,52356766.071567886,0.0,6944395.627830957,3,,3,6944395.627830957,7,config,0.0,0.3263157894736842
14,14,17,4956922,64319395.59504069,0.0,0.0,0,0.0,0,64319395.59504069,7,config,0.0,0.3263157894736842
15,15,18,3072870,59467230.66418674,0.0,0.0,0,0.0,0,59467230.66418674,7,config,0.0,0.3263157894736842
16,16,19,1124246,36767550.92589053,0.0,0.0,0,0.0,0,36767550.92589053,7,config,0.0,0.3263157894736842
17,17,20,153411,11397940.787026064,0.0,0.0,0,0.0,0,11397940.787026064,7,config,0.0,0.3263157894736842
0,0,3,30,30.78,0.0,28.877627710737865,5801,,5768,28.877627710737865,8,config,0.0,0.3
1,1,4,123,117.7335,0.0,131.6854054838127,7636,,7554,131.6854054838127,8,config,0.0,0.3
2,2,5,411,452.0966399999999,0.0,485.8640166485664,6583,,6492,485.8640166485664,8,config,0.0,0.3
3,3,6,1347,1695.3623999999998,0.0,1668.0709123100337,5490,,5421,1668.0709123100337,8,config,0.0,0.3
4,4,7,4448,6103.304639999999,0.0,5995.483345086265,4552,,4597,5995.483345086265,8,config,0.0,0.3
5,5,8,13460,20827.527083999998,0.0,19027.2988069532,3242,,3385,19027.2988069532,8,config,0.0,0.3
6,6,9,37903,66648.08666879998,0.0,58175.64551691895,2283,,2300,58175.64551691895,8,config,0.0,0.3
7,7,10,97489,197944.8174063359,0.0,145221.58015035398,1242,,1348,145221.58015035398,8,config,0.0,0.3
8,8,11,225062,539849.5020172797,0.0,333907.85881467455,689,,642,333907.85881467455,8,config,0.0,0.3
9,9,12,460425,1336127.5174927674,0.0,617359.3906742067,298,,288,617359.3906742067,8,config,0.0,0.3
10,10,13,818265,2960036.3464455158,0.0,1074140.6266060327,124,,142,1074140.6266060327,8,config,0.0,0.3
11,11,14,1238631,5772070.875568755,0.0,1360983.4014221595,38,,52,1360983.4014221595,8,config,0.0,0.3
12,12,15,1556385,9697079.070955507,0.0,2382604.43636237,18,,10,2382604.43636237,8,config,0.0,0.3
13,13,16,1576024,13636517.443531182,0.0,1586066.992910413,4,,1,1586066.992910413,8,config,0.0,0.3
14,14,17,1241166,15401243.230341095,0.0,0.0,0,0.0,0,15401243.230341095,8,config,0.0,0.3
15,15,18,715524,13091056.745789934,0.0,0.0,0,0.0,0,13091056.745789934,8,config,0.0,0.3
16,16,19,272354,7441232.255501647,0.0,0.0,0,0.0,0,7441232.255501647,8,config,0.0,0.3
17,17,20,51040,2120751.192817969,0.0,0.0,0,0.0,0,2120751.192817969,8,config,0.0,0.3
0,0,3,35,29.18825484764542,0.0,33.24491618400003,6467,,6327,33.24491618400003,9,config,0.0,0.2947368421052631
1,1,4,126,109.6863892695728,0.0,128.68953883103703,6621,,6680,128.68953883103703,9,config,0.0,0.2947368421052631
2,2,5,465,413.8063359391041,0.0,524.4892243541397,6982,,6980,524.4892243541397,9,config,0.0,0.2947368421052631
3,3,6,1524,1524.5496587230143,0.0,1782.6395661077988,5760,,5792,1782.6395661077988,9,config,0.0,0.2947368421052631
4,4,7,4636,5392.091424536136,0.0,5732.8783520268025,4307,,4375,5732.8783520268025,9,config,0.0,0.2947368421052631
5,5,8,12902,18077.69598647115,0.0,16474.612829819143,2992,,2974,16474.612829819143,9,config,0.0,0.2947368421052631
6,6,9,32632,56833.73896097596,0.0,44645.90672786236,1890,,1878,44645.90672786236,9,config,0.0,0.2947368421052631
7,7,10,74466,165834.86778928983,0.0,103910.6697793872,1081,,1064,103910.6697793872,9,config,0.0,0.2947368421052631
8,8,11,152593,444342.22948326456,0.0,225868.76688814975,546,,559,225868.76688814975,9,config,0.0,0.2947368421052631
9,9,12,277733,1080453.2106382535,0.0,305743.7500414315,223,,229,305743.7500414315,9,config,0.0,0.2947368421052631
10,10,13,441665,2351626.097324393,0.0,497715.96854756254,93,,106,497715.96854756254,9,config,0.0,0.2947368421052631
11,11,14,599750,4505220.523295153,0.0,423846.870049622,26,,24,423846.870049622,9,config,0.0,0.2947368421052631
12,12,15,675235,7435985.032133473,0.0,696076.2412449456,11,,7,696076.2412449456,9,config,0.0,0.2947368421052631
13,13,16,603925,10273400.373342298,0.0,113896.4867683358,1,,4,113896.4867683358,9,config,0.0,0.2947368421052631
14,14,17,405075,11399339.609306129,0.0,0.0,0,,1,11399339.609306129,9,config,0.0,0.2947368421052631
15,15,18,187507,9519448.515841609,0.0,0.0,0,0.0,0,9519448.515841609,9,config,0.0,0.2947368421052631
16,16,19,51265,5316124.157323179,0.0,0.0,0,0.0,0,5316124.157323179,9,config,0.0,0.2947368421052631
17,17,20,5789,1488514.76405049,0.0,0.0,0,0.0,0,1488514.76405049,9,config,0.0,0.2947368421052631
0,0,3,55,45.64404432132964,0.0,51.6072241477213,8272,,8226,51.6072241477213,10,config,0.0,0.3421052631578947
1,1,4,223,199.09211437527335,0.0,221.59425964261007,8394,,8577,221.59425964261007,10,config,0.0,0.3421052631578947
2,2,5,884,871.8138903169868,0.0,950.9161661543096,7735,,7905,950.9161661543096,10,config,0.0,0.3421052631578947
3,3,6,3412,3728.151504645009,0.0,3905.9347534055673,6648,,6687,3905.9347534055673,10,config,0.0,0.3421052631578947
4,4,7,12464,15305.043019068984,0.0,15530.923141297297,5506,,5407,15530.923141297297,10,config,0.0,0.3421052631578947
5,5,8,42027,59558.769380127,0.0,56622.59207264314,3913,,3866,56622.59207264314,10,config,0.0,0.3421052631578947
6,6,9,129664,217337.2637029196,0.0,177365.77275212534,2527,,2521,177365.77275212534,10,config,0.0,0.3421052631578947
7,7,10,364095,736086.9957517303,0.0,506029.0210758102,1511,,1473,506029.0210758102,10,config,0.0,0.3421052631578947
8,8,11,923496,2289265.7762613622,0.0,1410445.0616220008,857,,798,1410445.0616220008,10,config,0.0,0.3421052631578947
9,9,12,2094594,6461151.434316609,0.0,2986721.088462936,390,,339,2986721.088462936,10,config,0.0,0.3421052631578947
