,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,45,16.083731304870028,0.0,37.53007677360753,11057,,11006,37.53007677360753,48,karate,0.0,0.13903743315508021
1,4,154,51.992596651304446,0.0,160.85580609713446,12317,,12435,160.85580609713446,48,karate,0.0,0.13903743315508021
2,5,374,173.49401235515495,0.0,467.1698840090438,7955,,7819,467.1698840090438,48,karate,0.0,0.13903743315508021
3,6,969,582.9522518528825,0.0,1628.5478503687523,4987,,5030,1628.5478503687523,48,karate,0.0,0.13903743315508021
4,7,2746,1945.2524339903673,0.0,5479.1033593298625,3547,,3412,5479.1033593298625,48,karate,0.0,0.13903743315508021
5,8,7507,6389.6861367838665,0.0,17540.997677059593,2421,,2367,17540.997677059593,48,karate,0.0,0.13903743315508021
6,9,17625,20532.03958866735,0.0,41867.57956399973,1366,,1453,41867.57956399973,48,karate,0.0,0.13903743315508021
7,10,35127,64231.24684155294,0.0,82729.28906140245,751,,771,82729.28906140245,48,karate,0.0,0.13903743315508021
8,11,59890,194848.31321890635,0.0,140637.0142957659,349,,422,140637.0142957659,48,karate,0.0,0.13903743315508021
9,12,89849,571172.9965926765,0.0,191887.44969143785,153,,186,191887.44969143785,48,karate,0.0,0.13903743315508021
10,13,120823,1612723.755085204,0.0,309277.8518746843,66,,69,309277.8518746843,48,karate,0.0,0.13903743315508021
11,14,138689,4372464.940257746,0.0,326358.41709141934,24,,24,326358.41709141934,48,karate,0.0,0.13903743315508021
12,15,125021,11348144.301275006,0.0,109555.34588415676,5,,5,109555.34588415676,48,karate,0.0,0.13903743315508021
13,16,82339,28104862.724748593,0.0,238651.0684332004,2,,1,238651.0684332004,48,karate,0.0,0.13903743315508021
14,17,37264,66199815.06225778,0.0,0.0,0,0.0,0,66199815.06225778,48,karate,0.0,0.13903743315508021
15,18,10751,147779385.13897952,0.0,0.0,0,0.0,0,147779385.13897952,48,karate,0.0,0.13903743315508021
16,19,1733,311447237.80486304,0.0,0.0,0,0.0,0,311447237.80486304,48,karate,0.0,0.13903743315508021
17,20,120,617065249.2336992,0.0,0.0,0,0.0,0,617065249.2336992,48,karate,0.0,0.13903743315508021
18,21,0,1143935577.902045,0.0,0.0,0,0.0,0,1143935577.902045,48,karate,0.0,0.13903743315508021
19,22,0,1973664251.8105772,0.0,0.0,0,0.0,0,1973664251.8105772,48,karate,0.0,0.13903743315508021
20,23,0,3149786427.441944,0.0,0.0,0,0.0,0,3149786427.441944,48,karate,0.0,0.13903743315508021
21,24,0,4616598734.338928,0.0,0.0,0,0.0,0,4616598734.338928,48,karate,0.0,0.13903743315508021
22,25,0,6162048364.122976,0.0,0.0,0,0.0,0,6162048364.122976,48,karate,0.0,0.13903743315508021
23,26,0,7414229315.121227,0.0,0.0,0,0.0,0,7414229315.121227,48,karate,0.0,0.13903743315508021
24,27,0,7941404661.551912,0.0,0.0,0,0.0,0,7941404661.551912,48,karate,0.0,0.13903743315508021
25,28,0,7453029508.568772,0.0,0.0,0,0.0,0,7453029508.568772,48,karate,0.0,0.13903743315508021
26,29,0,6003103981.823419,0.0,0.0,0,0.0,0,6003103981.823419,48,karate,0.0,0.13903743315508021
27,30,0,4034171481.546219,0.0,0.0,0,0.0,0,4034171481.546219,48,karate,0.0,0.13903743315508021
28,31,0,2171229087.877213,0.0,0.0,0,0.0,0,2171229087.877213,48,karate,0.0,0.13903743315508021
29,32,0,877344908.838085,0.0,0.0,0,0.0,0,877344908.838085,48,karate,0.0,0.13903743315508021
30,33,0,236574611.61992767,0.0,0.0,0,0.0,0,236574611.61992767,48,karate,0.0,0.13903743315508021
31,34,0,31925293.60960962,0.0,0.0,0,0.0,0,31925293.60960962,48,karate,0.0,0.13903743315508021
