,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,45,16.083731304870028,0.0,38.309162760833146,11311,,10990,38.309162760833146,44,karate,0.0,0.13903743315508021
1,4,154,51.992596651304446,0.0,162.74140939970493,12320,,12362,162.74140939970493,44,karate,0.0,0.13903743315508021
2,5,374,173.49401235515495,0.0,466.06578221438,7827,,8101,466.06578221438,44,karate,0.0,0.13903743315508021
3,6,969,582.9522518528825,0.0,1676.2411697401799,4941,,5188,1676.2411697401799,44,karate,0.0,0.13903743315508021
4,7,2746,1945.2524339903673,0.0,5758.0824580916815,3479,,3356,5758.0824580916815,44,karate,0.0,0.13903743315508021
5,8,7507,6389.6861367838665,0.0,16561.69059838376,2294,,2267,16561.69059838376,44,karate,0.0,0.13903743315508021
6,9,17625,20532.03958866735,0.0,41486.77568509939,1365,,1367,41486.77568509939,44,karate,0.0,0.13903743315508021
7,10,35127,64231.24684155294,0.0,86278.22287066969,800,,744,86278.22287066969,44,karate,0.0,0.13903743315508021
8,11,59890,194848.31321890635,0.0,138776.65344947038,381,,376,138776.65344947038,44,karate,0.0,0.13903743315508021
9,12,89849,571172.9965926765,0.0,197785.722439277,158,,184,197785.722439277,44,karate,0.0,0.13903743315508021
10,13,120823,1612723.755085204,0.0,260634.9656360501,75,,52,260634.9656360501,44,karate,0.0,0.13903743315508021
11,14,138689,4372464.940257746,0.0,255864.79465727112,30,,11,255864.79465727112,44,karate,0.0,0.13903743315508021
12,15,125021,11348144.301275006,0.0,203962.30231114928,10,,2,203962.30231114928,44,karate,0.0,0.13903743315508021
13,16,82339,28104862.724748593,0.0,854752.9555944243,8,0.0,0,854752.9555944243,44,karate,0.0,0.13903743315508021
14,17,37264,66199815.06225778,0.0,547785.5171142746,1,0.0,0,547785.5171142746,44,karate,0.0,0.13903743315508021
15,18,10751,147779385.13897952,0.0,0.0,0,0.0,0,147779385.13897952,44,karate,0.0,0.13903743315508021
16,19,1733,311447237.80486304,0.0,0.0,0,0.0,0,311447237.80486304,44,karate,0.0,0.13903743315508021
17,20,120,617065249.2336992,0.0,0.0,0,0.0,0,617065249.2336992,44,karate,0.0,0.13903743315508021
18,21,0,1143935577.902045,0.0,0.0,0,0.0,0,1143935577.902045,44,karate,0.0,0.13903743315508021
19,22,0,1973664251.8105772,0.0,0.0,0,0.0,0,1973664251.8105772,44,karate,0.0,0.13903743315508021
20,23,0,3149786427.441944,0.0,0.0,0,0.0,0,3149786427.441944,44,karate,0.0,0.13903743315508021
21,24,0,4616598734.338928,0.0,0.0,0,0.0,0,4616598734.338928,44,karate,0.0,0.13903743315508021
22,25,0,6162048364.122976,0.0,0.0,0,0.0,0,6162048364.122976,44,karate,0.0,0.13903743315508021
23,26,0,7414229315.121227,0.0,0.0,0,0.0,0,7414229315.121227,44,karate,0.0,0.13903743315508021
24,27,0,7941404661.551912,0.0,0.0,0,0.0,0,7941404661.551912,44,karate,0.0,0.13903743315508021
25,28,0,7453029508.568772,0.0,0.0,0,0.0,0,7453029508.568772,44,karate,0.0,0.13903743315508021
26,29,0,6003103981.823419,0.0,0.0,0,0.0,0,6003103981.823419,44,karate,0.0,0.13903743315508021
27,30,0,4034171481.546219,0.0,0.0,0,0.0,0,4034171481.546219,44,karate,0.0,0.13903743315508021
28,31,0,2171229087.877213,0.0,0.0,0,0.0,0,2171229087.877213,44,karate,0.0,0.13903743315508021
29,32,0,877344908.838085,0.0,0.0,0,0.0,0,877344908.838085,44,karate,0.0,0.13903743315508021
30,33,0,236574611.61992767,0.0,0.0,0,0.0,0,236574611.61992767,44,karate,0.0,0.13903743315508021
31,34,0,31925293.60960962,0.0,0.0,0,0.0,0,31925293.60960962,44,karate,0.0,0.13903743315508021
