,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,44,42,0,13,False,0
1,triangulation,20,0.5,48,44,41,0,12,False,1
2,triangulation,20,0.5,50,44,41,1,11,False,2
3,triangulation,20,0.5,49,44,40,0,10,False,3
4,triangulation,20,0.5,50,44,43,0,12,False,4
5,triangulation,20,0.5,46,44,41,0,14,False,5
6,triangulation,20,0.5,51,44,43,0,11,False,6
7,triangulation,20,0.5,46,44,43,0,16,False,7
8,triangulation,20,0.5,49,44,42,0,12,False,8
9,triangulation,20,0.5,51,44,42,2,12,False,9
10,triangulation,20,0.5,48,44,42,0,13,False,10
11,triangulation,20,0.5,51,44,41,0,9,False,11
12,triangulation,20,0.5,50,44,43,0,12,False,12
13,triangulation,20,0.5,49,44,42,0,12,False,13
14,triangulation,20,0.5,47,44,41,2,15,False,14
15,triangulation,20,0.5,50,44,41,0,10,False,15
16,triangulation,20,0.5,47,44,41,3,16,False,16
17,triangulation,20,0.5,50,44,43,1,13,False,17
18,triangulation,20,0.5,50,44,43,0,12,False,18
19,triangulation,20,0.5,50,44,43,0,12,False,19
20,triangulation,20,0.5,51,44,42,2,12,False,20
21,triangulation,20,0.5,47,44,43,1,16,False,21
22,triangulation,20,0.5,50,44,42,2,13,False,22
23,triangulation,20,0.5,47,44,43,1,16,False,23
24,triangulation,20,0.5,50,44,43,0,12,False,24
25,triangulation,20,0.5,49,44,42,0,12,False,25
26,triangulation,20,0.5,49,44,39,1,10,False,26
27,triangulation,20,0.5,48,44,43,0,14,False,27
28,triangulation,20,0.5,50,44,41,0,10,False,28
29,triangulation,20,0.5,50,44,44,1,14,False,29
30,triangulation,20,0.5,50,44,43,1,13,False,30
31,triangulation,20,0.5,48,44,42,1,14,False,31
32,triangulation,20,0.5,50,44,43,0,12,False,32
33,triangulation,20,0.5,51,44,42,0,10,False,33
34,triangulation,20,0.5,47,44,43,0,15,False,34
35,triangulation,20,0.5,50,44,44,1,14,False,35
36,triangulation,20,0.5,48,44,37,1,9,False,36
37,triangulation,20,0.5,48,44,41,1,13,False,37
38,triangulation,20,0.5,50,44,39,1,9,False,38
39,triangulation,20,0.5,52,44,43,1,11,False,39
40,triangulation,20,0.5,48,44,42,1,14,False,40
41,triangulation,20,0.5,49,44,41,1,12,False,41
42,triangulation,20,0.5,51,44,42,0,10,False,42
43,triangulation,20,0.5,49,44,41,1,12,False,43
44,triangulation,20,0.5,48,44,43,0,14,False,44
45,triangulation,20,0.5,51,44,41,1,10,False,45
46,triangulation,20,0.5,51,44,39,3,10,False,46
47,triangulation,20,0.5,48,44,43,2,16,False,47
48,triangulation,20,0.5,49,44,44,0,14,False,48
49,triangulation,20,0.5,50,44,44,0,13,False,49
