,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,110,96,0,67,False,0
1,triangulation,20,0.5,48,110,96,0,67,False,1
2,triangulation,20,0.5,50,110,100,0,69,False,2
3,triangulation,20,0.5,49,110,95,0,65,False,3
4,triangulation,20,0.5,50,110,105,0,74,False,4
5,triangulation,20,0.5,46,110,97,0,70,False,5
6,triangulation,20,0.5,51,110,105,0,73,False,6
7,triangulation,20,0.5,46,110,89,0,62,False,7
8,triangulation,20,0.5,49,110,92,0,62,False,8
9,triangulation,20,0.5,51,110,93,0,61,False,9
10,triangulation,20,0.5,48,110,100,0,71,False,10
11,triangulation,20,0.5,51,110,101,0,69,False,11
12,triangulation,20,0.5,50,110,98,0,67,False,12
13,triangulation,20,0.5,49,110,98,0,68,False,13
14,triangulation,20,0.5,47,110,99,0,71,False,14
15,triangulation,20,0.5,50,110,98,0,67,False,15
16,triangulation,20,0.5,47,110,97,0,69,False,16
17,triangulation,20,0.5,50,110,98,0,67,False,17
18,triangulation,20,0.5,50,110,99,0,68,False,18
19,triangulation,20,0.5,50,110,91,0,60,False,19
20,triangulation,20,0.5,51,110,98,0,66,False,20
21,triangulation,20,0.5,47,110,100,0,72,False,21
22,triangulation,20,0.5,50,110,96,0,65,False,22
23,triangulation,20,0.5,47,110,96,0,68,False,23
24,triangulation,20,0.5,50,110,102,0,71,False,24
25,triangulation,20,0.5,49,110,96,0,66,False,25
26,triangulation,20,0.5,49,110,94,0,64,False,26
27,triangulation,20,0.5,48,110,99,0,70,False,27
28,triangulation,20,0.5,50,110,94,0,63,False,28
29,triangulation,20,0.5,50,110,104,0,73,False,29
30,triangulation,20,0.5,50,110,102,0,71,False,30
31,triangulation,20,0.5,48,110,100,0,71,False,31
32,triangulation,20,0.5,50,110,99,0,68,False,32
33,triangulation,20,0.5,51,110,100,0,68,False,33
34,triangulation,20,0.5,47,110,97,0,69,False,34
35,triangulation,20,0.5,50,110,96,0,65,False,35
36,triangulation,20,0.5,48,110,92,0,63,False,36
37,triangulation,20,0.5,48,110,95,0,66,False,37
38,triangulation,20,0.5,50,110,93,0,62,False,38
39,triangulation,20,0.5,52,110,99,0,66,False,39
40,triangulation,20,0.5,48,110,91,0,62,False,40
41,triangulation,20,0.5,49,110,98,0,68,False,41
42,triangulation,20,0.5,51,110,100,0,68,False,42
43,triangulation,20,0.5,49,110,96,0,66,False,43
44,triangulation,20,0.5,48,110,92,0,63,False,44
45,triangulation,20,0.5,51,110,97,0,65,False,45
46,triangulation,20,0.5,51,110,90,0,58,False,46
47,triangulation,20,0.5,48,110,96,0,67,False,47
48,triangulation,20,0.5,49,110,101,0,71,False,48
49,triangulation,20,0.5,50,110,105,0,74,False,49
