,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,34,32,1,4,False,0
1,triangulation,20,0.5,48,34,33,1,5,False,1
2,triangulation,20,0.5,50,34,31,3,3,False,2
3,triangulation,20,0.5,49,34,32,4,6,False,3
4,triangulation,20,0.5,50,34,34,1,4,False,4
5,triangulation,20,0.5,46,34,32,2,7,False,5
6,triangulation,20,0.5,51,34,33,2,3,False,6
7,triangulation,20,0.5,46,34,33,0,6,False,7
8,triangulation,20,0.5,49,34,34,1,5,False,8
9,triangulation,20,0.5,51,34,34,3,5,False,9
10,triangulation,20,0.5,48,34,32,1,4,False,10
11,triangulation,20,0.5,51,34,31,4,3,False,11
12,triangulation,20,0.5,50,34,33,0,2,False,12
13,triangulation,20,0.5,49,34,32,2,4,False,13
14,triangulation,20,0.5,47,34,32,2,6,False,14
15,triangulation,20,0.5,50,34,32,2,3,False,15
16,triangulation,20,0.5,47,34,33,4,9,False,16
17,triangulation,20,0.5,50,34,33,4,6,False,17
18,triangulation,20,0.5,50,34,34,0,3,False,18
19,triangulation,20,0.5,50,34,34,1,4,False,19
20,triangulation,20,0.5,51,34,34,4,6,False,20
21,triangulation,20,0.5,47,34,34,2,8,False,21
22,triangulation,20,0.5,50,34,33,5,7,False,22
23,triangulation,20,0.5,47,34,34,1,7,False,23
24,triangulation,20,0.5,50,34,34,2,5,False,24
25,triangulation,20,0.5,49,34,32,0,2,False,25
26,triangulation,20,0.5,49,34,31,3,4,False,26
27,triangulation,20,0.5,48,34,33,1,5,False,27
28,triangulation,20,0.5,50,34,33,2,4,False,28
29,triangulation,20,0.5,50,34,34,2,5,False,29
30,triangulation,20,0.5,50,34,34,3,6,False,30
31,triangulation,20,0.5,48,34,32,1,4,False,31
32,triangulation,20,0.5,50,34,34,1,4,False,32
33,triangulation,20,0.5,51,34,33,4,5,False,33
34,triangulation,20,0.5,47,34,34,3,9,False,34
35,triangulation,20,0.5,50,34,34,1,4,False,35
36,triangulation,20,0.5,48,34,29,3,3,False,36
37,triangulation,20,0.5,48,34,32,1,4,False,37
38,triangulation,20,0.5,50,34,31,2,2,False,38
39,triangulation,20,0.5,52,34,34,5,6,False,39
40,triangulation,20,0.5,48,34,33,1,5,False,40
41,triangulation,20,0.5,49,34,32,2,4,False,41
42,triangulation,20,0.5,51,34,33,2,3,False,42
43,triangulation,20,0.5,49,34,33,3,6,False,43
44,triangulation,20,0.5,48,34,33,2,6,False,44
45,triangulation,20,0.5,51,34,32,4,4,False,45
46,triangulation,20,0.5,51,34,32,7,7,False,46
47,triangulation,20,0.5,48,34,33,3,7,False,47
48,triangulation,20,0.5,49,34,34,1,5,False,48
49,triangulation,20,0.5,50,34,34,2,5,False,49
