,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,5,5,24,0,False,0
1,triangulation,20,0.5,48,5,5,24,0,True,1
2,triangulation,20,0.5,50,5,5,26,0,True,2
3,triangulation,20,0.5,49,5,5,25,0,False,3
4,triangulation,20,0.5,50,5,5,26,0,True,4
5,triangulation,20,0.5,46,5,5,23,1,False,5
6,triangulation,20,0.5,51,5,5,27,0,True,6
7,triangulation,20,0.5,46,5,5,22,0,True,7
8,triangulation,20,0.5,49,5,5,25,0,False,8
9,triangulation,20,0.5,51,5,5,27,0,False,9
10,triangulation,20,0.5,48,5,5,24,0,True,10
11,triangulation,20,0.5,51,5,5,27,0,False,11
12,triangulation,20,0.5,50,5,5,26,0,True,12
13,triangulation,20,0.5,49,5,5,25,0,False,13
14,triangulation,20,0.5,47,5,5,23,0,True,14
15,triangulation,20,0.5,50,5,5,26,0,False,15
16,triangulation,20,0.5,47,5,5,23,0,False,16
17,triangulation,20,0.5,50,5,5,26,0,False,17
18,triangulation,20,0.5,50,5,5,26,0,False,18
19,triangulation,20,0.5,50,5,5,26,0,True,19
20,triangulation,20,0.5,51,5,5,27,0,False,20
21,triangulation,20,0.5,47,5,5,23,0,False,21
22,triangulation,20,0.5,50,5,5,26,0,False,22
23,triangulation,20,0.5,47,5,5,23,0,True,23
24,triangulation,20,0.5,50,5,5,26,0,False,24
25,triangulation,20,0.5,49,5,5,25,0,False,25
26,triangulation,20,0.5,49,5,5,25,0,True,26
27,triangulation,20,0.5,48,5,5,24,0,True,27
28,triangulation,20,0.5,50,5,5,26,0,True,28
29,triangulation,20,0.5,50,5,5,26,0,True,29
30,triangulation,20,0.5,50,5,5,26,0,False,30
31,triangulation,20,0.5,48,5,5,24,0,False,31
32,triangulation,20,0.5,50,5,5,26,0,False,32
33,triangulation,20,0.5,51,5,5,27,0,False,33
34,triangulation,20,0.5,47,5,5,23,0,False,34
35,triangulation,20,0.5,50,5,5,26,0,True,35
36,triangulation,20,0.5,48,5,4,25,0,False,36
37,triangulation,20,0.5,48,5,5,24,0,False,37
38,triangulation,20,0.5,50,5,5,26,0,True,38
39,triangulation,20,0.5,52,5,5,28,0,True,39
40,triangulation,20,0.5,48,5,5,24,0,False,40
41,triangulation,20,0.5,49,5,5,25,0,False,41
42,triangulation,20,0.5,51,5,5,27,0,True,42
43,triangulation,20,0.5,49,5,5,25,0,True,43
44,triangulation,20,0.5,48,5,5,24,0,True,44
45,triangulation,20,0.5,51,5,5,27,0,True,45
46,triangulation,20,0.5,51,5,5,27,0,False,46
47,triangulation,20,0.5,48,5,5,24,0,False,47
48,triangulation,20,0.5,49,5,5,25,0,False,48
49,triangulation,20,0.5,50,5,5,26,0,True,49
