,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,39,37,0,8,False,0
1,triangulation,20,0.5,48,39,38,0,9,False,1
2,triangulation,20,0.5,50,39,36,2,7,False,2
3,triangulation,20,0.5,49,39,35,2,7,False,3
4,triangulation,20,0.5,50,39,38,0,7,False,4
5,triangulation,20,0.5,46,39,37,0,10,False,5
6,triangulation,20,0.5,51,39,38,0,6,False,6
7,triangulation,20,0.5,46,39,38,0,11,False,7
8,triangulation,20,0.5,49,39,38,0,8,False,8
9,triangulation,20,0.5,51,39,39,2,9,False,9
10,triangulation,20,0.5,48,39,37,1,9,False,10
11,triangulation,20,0.5,51,39,36,3,7,False,11
12,triangulation,20,0.5,50,39,38,0,7,False,12
13,triangulation,20,0.5,49,39,37,1,8,False,13
14,triangulation,20,0.5,47,39,37,2,11,False,14
15,triangulation,20,0.5,50,39,36,0,5,False,15
16,triangulation,20,0.5,47,39,36,3,11,False,16
17,triangulation,20,0.5,50,39,38,1,8,False,17
18,triangulation,20,0.5,50,39,39,0,8,False,18
19,triangulation,20,0.5,50,39,38,0,7,False,19
20,triangulation,20,0.5,51,39,37,3,8,False,20
21,triangulation,20,0.5,47,39,39,1,12,False,21
22,triangulation,20,0.5,50,39,38,2,9,False,22
23,triangulation,20,0.5,47,39,39,1,12,False,23
24,triangulation,20,0.5,50,39,38,1,8,False,24
25,triangulation,20,0.5,49,39,37,0,7,False,25
26,triangulation,20,0.5,49,39,36,1,7,False,26
27,triangulation,20,0.5,48,39,38,1,10,False,27
28,triangulation,20,0.5,50,39,38,1,8,False,28
29,triangulation,20,0.5,50,39,39,1,9,False,29
30,triangulation,20,0.5,50,39,39,1,9,False,30
31,triangulation,20,0.5,48,39,37,1,9,False,31
32,triangulation,20,0.5,50,39,38,1,8,False,32
33,triangulation,20,0.5,51,39,37,2,7,False,33
34,triangulation,20,0.5,47,39,38,0,10,False,34
35,triangulation,20,0.5,50,39,39,1,9,False,35
36,triangulation,20,0.5,48,39,33,2,6,False,36
37,triangulation,20,0.5,48,39,37,1,9,False,37
38,triangulation,20,0.5,50,39,34,2,5,False,38
39,triangulation,20,0.5,52,39,39,3,9,False,39
40,triangulation,20,0.5,48,39,37,1,9,False,40
41,triangulation,20,0.5,49,39,37,1,8,False,41
42,triangulation,20,0.5,51,39,38,1,7,False,42
43,triangulation,20,0.5,49,39,37,2,9,False,43
44,triangulation,20,0.5,48,39,38,2,11,False,44
45,triangulation,20,0.5,51,39,36,3,7,False,45
46,triangulation,20,0.5,51,39,35,5,8,False,46
47,triangulation,20,0.5,48,39,38,2,11,False,47
48,triangulation,20,0.5,49,39,39,0,9,False,48
49,triangulation,20,0.5,50,39,39,0,8,False,49
