,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,3,3,26,0,True,0
1,triangulation,20,0.5,48,3,3,26,0,True,1
2,triangulation,20,0.5,50,3,3,28,0,True,2
3,triangulation,20,0.5,49,3,3,27,0,True,3
4,triangulation,20,0.5,50,3,3,28,0,True,4
5,triangulation,20,0.5,46,3,3,24,0,True,5
6,triangulation,20,0.5,51,3,3,29,0,True,6
7,triangulation,20,0.5,46,3,3,24,0,True,7
8,triangulation,20,0.5,49,3,3,27,0,False,8
9,triangulation,20,0.5,51,3,3,29,0,True,9
10,triangulation,20,0.5,48,3,3,26,0,True,10
11,triangulation,20,0.5,51,3,3,29,0,True,11
12,triangulation,20,0.5,50,3,3,28,0,True,12
13,triangulation,20,0.5,49,3,3,27,0,True,13
14,triangulation,20,0.5,47,3,3,25,0,True,14
15,triangulation,20,0.5,50,3,3,28,0,True,15
16,triangulation,20,0.5,47,3,3,25,0,True,16
17,triangulation,20,0.5,50,3,3,28,0,True,17
18,triangulation,20,0.5,50,3,3,28,0,True,18
19,triangulation,20,0.5,50,3,3,28,0,True,19
20,triangulation,20,0.5,51,3,3,29,0,True,20
21,triangulation,20,0.5,47,3,3,25,0,True,21
22,triangulation,20,0.5,50,3,3,28,0,True,22
23,triangulation,20,0.5,47,3,3,25,0,True,23
24,triangulation,20,0.5,50,3,3,28,0,True,24
25,triangulation,20,0.5,49,3,3,27,0,True,25
26,triangulation,20,0.5,49,3,3,27,0,True,26
27,triangulation,20,0.5,48,3,3,26,0,True,27
28,triangulation,20,0.5,50,3,3,28,0,True,28
29,triangulation,20,0.5,50,3,3,28,0,True,29
30,triangulation,20,0.5,50,3,3,28,0,True,30
31,triangulation,20,0.5,48,3,3,26,0,True,31
32,triangulation,20,0.5,50,3,3,28,0,True,32
33,triangulation,20,0.5,51,3,3,29,0,True,33
34,triangulation,20,0.5,47,3,3,25,0,True,34
35,triangulation,20,0.5,50,3,3,28,0,True,35
36,triangulation,20,0.5,48,3,2,27,0,True,36
37,triangulation,20,0.5,48,3,3,26,0,True,37
38,triangulation,20,0.5,50,3,3,28,0,True,38
39,triangulation,20,0.5,52,3,3,30,0,True,39
40,triangulation,20,0.5,48,3,3,26,0,True,40
41,triangulation,20,0.5,49,3,3,27,0,True,41
42,triangulation,20,0.5,51,3,3,29,0,True,42
43,triangulation,20,0.5,49,3,3,27,0,True,43
44,triangulation,20,0.5,48,3,3,26,0,True,44
45,triangulation,20,0.5,51,3,3,29,0,True,45
46,triangulation,20,0.5,51,3,3,29,0,True,46
47,triangulation,20,0.5,48,3,3,26,0,True,47
48,triangulation,20,0.5,49,3,3,27,0,True,48
49,triangulation,20,0.5,50,3,3,28,0,True,49
