,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,53,66,20,0,False,0
1,cellular_er,20,0.5,100,53,53,28,0,False,1
2,cellular_er,20,0.5,82,53,57,6,0,False,2
3,cellular_er,20,0.5,93,53,60,14,0,False,3
4,cellular_er,20,0.5,98,53,37,42,0,False,4
5,cellular_er,20,0.5,81,53,52,10,0,False,5
6,cellular_er,20,0.5,105,53,68,18,0,False,6
7,cellular_er,20,0.5,100,53,40,41,0,False,7
8,cellular_er,20,0.5,84,53,52,13,0,False,8
9,cellular_er,20,0.5,101,53,35,47,0,False,9
10,cellular_er,20,0.5,97,53,47,31,0,False,10
11,cellular_er,20,0.5,90,53,48,23,0,False,11
12,cellular_er,20,0.5,97,53,51,27,0,False,12
13,cellular_er,20,0.5,92,53,68,5,0,False,13
14,cellular_er,20,0.5,85,53,66,0,0,False,14
15,cellular_er,20,0.5,100,53,58,23,0,False,15
16,cellular_er,20,0.5,95,53,37,39,0,False,16
17,cellular_er,20,0.5,92,53,53,20,0,False,17
18,cellular_er,20,0.5,108,53,57,32,0,False,18
19,cellular_er,20,0.5,110,53,47,44,0,False,19
20,cellular_er,20,0.5,84,53,39,26,0,False,20
21,cellular_er,20,0.5,118,53,43,56,0,False,21
22,cellular_er,20,0.5,97,53,60,18,0,False,22
23,cellular_er,20,0.5,94,53,58,17,0,False,23
24,cellular_er,20,0.5,93,53,57,17,0,False,24
25,cellular_er,20,0.5,86,53,62,5,0,False,25
26,cellular_er,20,0.5,105,53,60,26,0,False,26
27,cellular_er,20,0.5,87,53,60,8,0,False,27
28,cellular_er,20,0.5,111,53,54,38,0,False,28
29,cellular_er,20,0.5,92,53,53,20,0,False,29
30,cellular_er,20,0.5,97,53,46,32,0,False,30
31,cellular_er,20,0.5,96,53,44,33,0,False,31
32,cellular_er,20,0.5,72,53,45,9,1,False,32
33,cellular_er,20,0.5,93,53,70,4,0,False,33
34,cellular_er,20,0.5,106,53,51,36,0,False,34
35,cellular_er,20,0.5,103,53,68,16,0,False,35
36,cellular_er,20,0.5,90,53,61,10,0,False,36
37,cellular_er,20,0.5,96,53,57,20,0,False,37
38,cellular_er,20,0.5,106,53,59,28,0,False,38
39,cellular_er,20,0.5,94,53,48,27,0,False,39
40,cellular_er,20,0.5,91,53,50,22,0,False,40
41,cellular_er,20,0.5,111,53,54,38,0,False,41
42,cellular_er,20,0.5,92,53,63,10,0,False,42
43,cellular_er,20,0.5,95,53,47,29,0,False,43
44,cellular_er,20,0.5,95,53,56,20,0,False,44
45,cellular_er,20,0.5,99,53,43,37,0,False,45
46,cellular_er,20,0.5,100,53,62,19,0,False,46
47,cellular_er,20,0.5,95,53,39,37,0,False,47
48,cellular_er,20,0.5,98,53,52,27,0,False,48
49,cellular_er,20,0.5,92,53,51,22,0,False,49
