,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,94,116,0,30,False,0
1,cellular_er,20,0.5,100,94,115,0,34,False,1
2,cellular_er,20,0.5,82,94,91,0,28,False,2
3,cellular_er,20,0.5,93,94,95,0,21,False,3
4,cellular_er,20,0.5,98,94,74,5,0,False,4
5,cellular_er,20,0.5,81,94,110,0,48,False,5
6,cellular_er,20,0.5,105,94,111,0,25,False,6
7,cellular_er,20,0.5,100,94,71,10,0,False,7
8,cellular_er,20,0.5,84,94,84,0,19,False,8
9,cellular_er,20,0.5,101,94,74,8,0,False,9
10,cellular_er,20,0.5,97,94,84,0,6,False,10
11,cellular_er,20,0.5,90,94,92,0,21,False,11
12,cellular_er,20,0.5,97,94,99,0,21,False,12
13,cellular_er,20,0.5,92,94,116,0,43,False,13
14,cellular_er,20,0.5,85,94,104,0,38,False,14
15,cellular_er,20,0.5,100,94,99,0,18,False,15
16,cellular_er,20,0.5,95,94,76,0,0,False,16
17,cellular_er,20,0.5,92,94,101,0,28,False,17
18,cellular_er,20,0.5,108,94,95,1,7,False,18
19,cellular_er,20,0.5,110,94,90,1,0,False,19
20,cellular_er,20,0.5,84,94,78,0,13,False,20
21,cellular_er,20,0.5,118,94,84,15,0,False,21
22,cellular_er,20,0.5,97,94,104,0,26,False,22
23,cellular_er,20,0.5,94,94,107,0,32,False,23
24,cellular_er,20,0.5,93,94,107,0,33,False,24
25,cellular_er,20,0.5,86,94,108,0,41,False,25
26,cellular_er,20,0.5,105,94,97,0,11,False,26
27,cellular_er,20,0.5,87,94,102,0,34,False,27
28,cellular_er,20,0.5,111,94,99,1,8,False,28
29,cellular_er,20,0.5,92,94,82,0,9,False,29
30,cellular_er,20,0.5,97,94,87,0,9,False,30
31,cellular_er,20,0.5,96,94,98,0,21,False,31
32,cellular_er,20,0.5,72,94,80,0,27,False,32
33,cellular_er,20,0.5,93,94,115,0,41,False,33
34,cellular_er,20,0.5,106,94,110,0,23,False,34
35,cellular_er,20,0.5,103,94,111,0,27,False,35
36,cellular_er,20,0.5,90,94,110,0,39,False,36
37,cellular_er,20,0.5,96,94,110,0,33,False,37
38,cellular_er,20,0.5,106,94,98,1,12,False,38
39,cellular_er,20,0.5,94,94,96,0,21,False,39
40,cellular_er,20,0.5,91,94,93,0,21,False,40
41,cellular_er,20,0.5,111,94,114,0,22,False,41
42,cellular_er,20,0.5,92,94,107,0,34,False,42
43,cellular_er,20,0.5,95,94,80,0,4,False,43
44,cellular_er,20,0.5,95,94,101,0,25,False,44
45,cellular_er,20,0.5,99,94,79,2,1,False,45
46,cellular_er,20,0.5,100,94,104,0,23,False,46
47,cellular_er,20,0.5,95,94,71,5,0,False,47
48,cellular_er,20,0.5,98,94,94,0,15,False,48
49,cellular_er,20,0.5,92,94,81,0,8,False,49
