,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,109,134,0,48,False,0
1,cellular_er,20,0.5,100,109,141,0,60,False,1
2,cellular_er,20,0.5,82,109,113,0,50,False,2
3,cellular_er,20,0.5,93,109,103,0,29,False,3
4,cellular_er,20,0.5,98,109,89,0,10,False,4
5,cellular_er,20,0.5,81,109,128,0,66,False,5
6,cellular_er,20,0.5,105,109,132,0,46,False,6
7,cellular_er,20,0.5,100,109,87,1,7,False,7
8,cellular_er,20,0.5,84,109,97,0,32,False,8
9,cellular_er,20,0.5,101,109,84,1,3,False,9
10,cellular_er,20,0.5,97,109,102,0,24,False,10
11,cellular_er,20,0.5,90,109,107,0,36,False,11
12,cellular_er,20,0.5,97,109,118,0,40,False,12
13,cellular_er,20,0.5,92,109,128,0,55,False,13
14,cellular_er,20,0.5,85,109,129,0,63,False,14
15,cellular_er,20,0.5,100,109,112,0,31,False,15
16,cellular_er,20,0.5,95,109,96,0,20,False,16
17,cellular_er,20,0.5,92,109,117,0,44,False,17
18,cellular_er,20,0.5,108,109,105,1,17,False,18
19,cellular_er,20,0.5,110,109,107,0,16,False,19
20,cellular_er,20,0.5,84,109,92,0,27,False,20
21,cellular_er,20,0.5,118,109,99,0,0,False,21
22,cellular_er,20,0.5,97,109,116,0,38,False,22
23,cellular_er,20,0.5,94,109,120,0,45,False,23
24,cellular_er,20,0.5,93,109,123,0,49,False,24
25,cellular_er,20,0.5,86,109,119,0,52,False,25
26,cellular_er,20,0.5,105,109,110,0,24,False,26
27,cellular_er,20,0.5,87,109,119,0,51,False,27
28,cellular_er,20,0.5,111,109,117,0,25,False,28
29,cellular_er,20,0.5,92,109,106,0,33,False,29
30,cellular_er,20,0.5,97,109,108,0,30,False,30
31,cellular_er,20,0.5,96,109,114,0,37,False,31
32,cellular_er,20,0.5,72,109,101,0,48,False,32
33,cellular_er,20,0.5,93,109,126,0,52,False,33
34,cellular_er,20,0.5,106,109,122,0,35,False,34
35,cellular_er,20,0.5,103,109,128,0,44,False,35
36,cellular_er,20,0.5,90,109,129,0,58,False,36
37,cellular_er,20,0.5,96,109,127,0,50,False,37
38,cellular_er,20,0.5,106,109,111,0,24,False,38
39,cellular_er,20,0.5,94,109,110,0,35,False,39
40,cellular_er,20,0.5,91,109,113,0,41,False,40
41,cellular_er,20,0.5,111,109,130,0,38,False,41
42,cellular_er,20,0.5,92,109,126,0,53,False,42
43,cellular_er,20,0.5,95,109,99,0,23,False,43
44,cellular_er,20,0.5,95,109,125,0,49,False,44
45,cellular_er,20,0.5,99,109,97,1,18,False,45
46,cellular_er,20,0.5,100,109,123,0,42,False,46
47,cellular_er,20,0.5,95,109,79,0,3,False,47
48,cellular_er,20,0.5,98,109,109,0,30,False,48
49,cellular_er,20,0.5,92,109,94,0,21,False,49
