,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,89,112,0,26,False,0
1,cellular_er,20,0.5,100,89,106,0,25,False,1
2,cellular_er,20,0.5,82,89,85,0,22,False,2
3,cellular_er,20,0.5,93,89,90,0,16,False,3
4,cellular_er,20,0.5,98,89,70,9,0,False,4
5,cellular_er,20,0.5,81,89,105,0,43,False,5
6,cellular_er,20,0.5,105,89,105,0,19,False,6
7,cellular_er,20,0.5,100,89,65,16,0,False,7
8,cellular_er,20,0.5,84,89,79,0,14,False,8
9,cellular_er,20,0.5,101,89,68,14,0,False,9
10,cellular_er,20,0.5,97,89,80,0,2,False,10
11,cellular_er,20,0.5,90,89,88,0,17,False,11
12,cellular_er,20,0.5,97,89,95,0,17,False,12
13,cellular_er,20,0.5,92,89,109,0,36,False,13
14,cellular_er,20,0.5,85,89,98,0,32,False,14
15,cellular_er,20,0.5,100,89,92,0,11,False,15
16,cellular_er,20,0.5,95,89,69,7,0,False,16
17,cellular_er,20,0.5,92,89,94,0,21,False,17
18,cellular_er,20,0.5,108,89,86,3,0,False,18
19,cellular_er,20,0.5,110,89,82,9,0,False,19
20,cellular_er,20,0.5,84,89,70,0,5,False,20
21,cellular_er,20,0.5,118,89,79,20,0,False,21
22,cellular_er,20,0.5,97,89,95,0,17,False,22
23,cellular_er,20,0.5,94,89,95,0,20,False,23
24,cellular_er,20,0.5,93,89,104,0,30,False,24
25,cellular_er,20,0.5,86,89,102,0,35,False,25
26,cellular_er,20,0.5,105,89,92,1,7,False,26
27,cellular_er,20,0.5,87,89,96,0,28,False,27
28,cellular_er,20,0.5,111,89,95,1,4,False,28
29,cellular_er,20,0.5,92,89,76,0,3,False,29
30,cellular_er,20,0.5,97,89,83,0,5,False,30
31,cellular_er,20,0.5,96,89,88,0,11,False,31
32,cellular_er,20,0.5,72,89,78,0,25,False,32
33,cellular_er,20,0.5,93,89,111,0,37,False,33
34,cellular_er,20,0.5,106,89,105,0,18,False,34
35,cellular_er,20,0.5,103,89,107,0,23,False,35
36,cellular_er,20,0.5,90,89,106,0,35,False,36
37,cellular_er,20,0.5,96,89,102,0,25,False,37
38,cellular_er,20,0.5,106,89,92,1,6,False,38
39,cellular_er,20,0.5,94,89,93,0,18,False,39
40,cellular_er,20,0.5,91,89,87,0,15,False,40
41,cellular_er,20,0.5,111,89,106,0,14,False,41
42,cellular_er,20,0.5,92,89,97,1,25,False,42
43,cellular_er,20,0.5,95,89,72,4,0,False,43
44,cellular_er,20,0.5,95,89,96,0,20,False,44
45,cellular_er,20,0.5,99,89,71,9,0,False,45
46,cellular_er,20,0.5,100,89,96,0,15,False,46
47,cellular_er,20,0.5,95,89,67,9,0,False,47
48,cellular_er,20,0.5,98,89,89,0,10,False,48
49,cellular_er,20,0.5,92,89,80,0,7,False,49
