,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,105,128,0,42,False,0
1,cellular_er,20,0.5,100,105,133,0,52,False,1
2,cellular_er,20,0.5,82,105,110,0,47,False,2
3,cellular_er,20,0.5,93,105,102,0,28,False,3
4,cellular_er,20,0.5,98,105,88,0,9,False,4
5,cellular_er,20,0.5,81,105,122,0,60,False,5
6,cellular_er,20,0.5,105,105,122,0,36,False,6
7,cellular_er,20,0.5,100,105,79,2,0,False,7
8,cellular_er,20,0.5,84,105,95,0,30,False,8
9,cellular_er,20,0.5,101,105,82,1,1,False,9
10,cellular_er,20,0.5,97,105,101,0,23,False,10
11,cellular_er,20,0.5,90,105,102,0,31,False,11
12,cellular_er,20,0.5,97,105,116,0,38,False,12
13,cellular_er,20,0.5,92,105,125,0,52,False,13
14,cellular_er,20,0.5,85,105,121,0,55,False,14
15,cellular_er,20,0.5,100,105,108,0,27,False,15
16,cellular_er,20,0.5,95,105,89,0,13,False,16
17,cellular_er,20,0.5,92,105,115,0,42,False,17
18,cellular_er,20,0.5,108,105,104,1,16,False,18
19,cellular_er,20,0.5,110,105,103,0,12,False,19
20,cellular_er,20,0.5,84,105,86,0,21,False,20
21,cellular_er,20,0.5,118,105,94,5,0,False,21
22,cellular_er,20,0.5,97,105,114,0,36,False,22
23,cellular_er,20,0.5,94,105,119,0,44,False,23
24,cellular_er,20,0.5,93,105,120,0,46,False,24
25,cellular_er,20,0.5,86,105,114,0,47,False,25
26,cellular_er,20,0.5,105,105,107,0,21,False,26
27,cellular_er,20,0.5,87,105,117,0,49,False,27
28,cellular_er,20,0.5,111,105,114,0,22,False,28
29,cellular_er,20,0.5,92,105,103,0,30,False,29
30,cellular_er,20,0.5,97,105,104,0,26,False,30
31,cellular_er,20,0.5,96,105,109,0,32,False,31
32,cellular_er,20,0.5,72,105,96,0,43,False,32
33,cellular_er,20,0.5,93,105,122,0,48,False,33
34,cellular_er,20,0.5,106,105,120,0,33,False,34
35,cellular_er,20,0.5,103,105,121,0,37,False,35
36,cellular_er,20,0.5,90,105,126,0,55,False,36
37,cellular_er,20,0.5,96,105,125,0,48,False,37
38,cellular_er,20,0.5,106,105,108,0,21,False,38
39,cellular_er,20,0.5,94,105,104,0,29,False,39
40,cellular_er,20,0.5,91,105,111,0,39,False,40
41,cellular_er,20,0.5,111,105,125,0,33,False,41
42,cellular_er,20,0.5,92,105,118,0,45,False,42
43,cellular_er,20,0.5,95,105,93,0,17,False,43
44,cellular_er,20,0.5,95,105,120,0,44,False,44
45,cellular_er,20,0.5,99,105,88,1,9,False,45
46,cellular_er,20,0.5,100,105,117,0,36,False,46
47,cellular_er,20,0.5,95,105,79,0,3,False,47
48,cellular_er,20,0.5,98,105,106,0,27,False,48
49,cellular_er,20,0.5,92,105,94,0,21,False,49
