,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,71,88,0,2,False,0
1,cellular_er,20,0.5,100,71,81,0,0,False,1
2,cellular_er,20,0.5,82,71,69,0,6,False,2
3,cellular_er,20,0.5,93,71,75,1,2,False,3
4,cellular_er,20,0.5,98,71,53,26,0,False,4
5,cellular_er,20,0.5,81,71,74,1,13,False,5
6,cellular_er,20,0.5,105,71,85,1,0,False,6
7,cellular_er,20,0.5,100,71,53,28,0,False,7
8,cellular_er,20,0.5,84,71,67,0,2,False,8
9,cellular_er,20,0.5,101,71,52,30,0,False,9
10,cellular_er,20,0.5,97,71,67,11,0,False,10
11,cellular_er,20,0.5,90,71,63,8,0,False,11
12,cellular_er,20,0.5,97,71,77,1,0,False,12
13,cellular_er,20,0.5,92,71,88,0,15,False,13
14,cellular_er,20,0.5,85,71,82,0,16,False,14
15,cellular_er,20,0.5,100,71,75,6,0,False,15
16,cellular_er,20,0.5,95,71,53,23,0,False,16
17,cellular_er,20,0.5,92,71,77,0,4,False,17
18,cellular_er,20,0.5,108,71,70,19,0,False,18
19,cellular_er,20,0.5,110,71,66,25,0,False,19
20,cellular_er,20,0.5,84,71,58,7,0,False,20
21,cellular_er,20,0.5,118,71,64,35,0,False,21
22,cellular_er,20,0.5,97,71,74,4,0,False,22
23,cellular_er,20,0.5,94,71,78,0,3,False,23
24,cellular_er,20,0.5,93,71,78,0,4,False,24
25,cellular_er,20,0.5,86,71,79,0,12,False,25
26,cellular_er,20,0.5,105,71,70,16,0,False,26
27,cellular_er,20,0.5,87,71,81,0,13,False,27
28,cellular_er,20,0.5,111,71,75,17,0,False,28
29,cellular_er,20,0.5,92,71,63,10,0,False,29
30,cellular_er,20,0.5,97,71,65,13,0,False,30
31,cellular_er,20,0.5,96,71,65,12,0,False,31
32,cellular_er,20,0.5,72,71,58,0,5,False,32
33,cellular_er,20,0.5,93,71,91,0,17,False,33
34,cellular_er,20,0.5,106,71,81,6,0,False,34
35,cellular_er,20,0.5,103,71,92,0,8,False,35
36,cellular_er,20,0.5,90,71,89,0,18,False,36
37,cellular_er,20,0.5,96,71,78,0,1,False,37
38,cellular_er,20,0.5,106,71,72,15,0,False,38
39,cellular_er,20,0.5,94,71,67,8,0,False,39
40,cellular_er,20,0.5,91,71,69,3,0,False,40
41,cellular_er,20,0.5,111,71,77,15,0,False,41
42,cellular_er,20,0.5,92,71,81,1,9,False,42
43,cellular_er,20,0.5,95,71,58,18,0,False,43
44,cellular_er,20,0.5,95,71,76,0,0,False,44
45,cellular_er,20,0.5,99,71,56,24,0,False,45
46,cellular_er,20,0.5,100,71,77,4,0,False,46
47,cellular_er,20,0.5,95,71,48,28,0,False,47
48,cellular_er,20,0.5,98,71,70,9,0,False,48
49,cellular_er,20,0.5,92,71,64,9,0,False,49
