,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,72,90,0,4,False,0
1,cellular_er,20,0.5,100,72,82,0,1,False,1
2,cellular_er,20,0.5,82,72,70,0,7,False,2
3,cellular_er,20,0.5,93,72,77,1,4,False,3
4,cellular_er,20,0.5,98,72,54,25,0,False,4
5,cellular_er,20,0.5,81,72,75,1,14,False,5
6,cellular_er,20,0.5,105,72,85,1,0,False,6
7,cellular_er,20,0.5,100,72,53,28,0,False,7
8,cellular_er,20,0.5,84,72,67,0,2,False,8
9,cellular_er,20,0.5,101,72,53,29,0,False,9
10,cellular_er,20,0.5,97,72,67,11,0,False,10
11,cellular_er,20,0.5,90,72,66,5,0,False,11
12,cellular_er,20,0.5,97,72,78,0,0,False,12
13,cellular_er,20,0.5,92,72,88,0,15,False,13
14,cellular_er,20,0.5,85,72,82,0,16,False,14
15,cellular_er,20,0.5,100,72,77,4,0,False,15
16,cellular_er,20,0.5,95,72,53,23,0,False,16
17,cellular_er,20,0.5,92,72,78,0,5,False,17
18,cellular_er,20,0.5,108,72,72,17,0,False,18
19,cellular_er,20,0.5,110,72,66,25,0,False,19
20,cellular_er,20,0.5,84,72,59,6,0,False,20
21,cellular_er,20,0.5,118,72,64,35,0,False,21
22,cellular_er,20,0.5,97,72,76,2,0,False,22
23,cellular_er,20,0.5,94,72,80,0,5,False,23
24,cellular_er,20,0.5,93,72,82,0,8,False,24
25,cellular_er,20,0.5,86,72,79,0,12,False,25
26,cellular_er,20,0.5,105,72,72,14,0,False,26
27,cellular_er,20,0.5,87,72,83,0,15,False,27
28,cellular_er,20,0.5,111,72,77,15,0,False,28
29,cellular_er,20,0.5,92,72,64,9,0,False,29
30,cellular_er,20,0.5,97,72,66,12,0,False,30
31,cellular_er,20,0.5,96,72,66,11,0,False,31
32,cellular_er,20,0.5,72,72,59,0,6,False,32
33,cellular_er,20,0.5,93,72,91,0,17,False,33
34,cellular_er,20,0.5,106,72,83,4,0,False,34
35,cellular_er,20,0.5,103,72,93,0,9,False,35
36,cellular_er,20,0.5,90,72,91,0,20,False,36
37,cellular_er,20,0.5,96,72,81,0,4,False,37
38,cellular_er,20,0.5,106,72,72,15,0,False,38
39,cellular_er,20,0.5,94,72,69,6,0,False,39
40,cellular_er,20,0.5,91,72,70,2,0,False,40
41,cellular_er,20,0.5,111,72,78,14,0,False,41
42,cellular_er,20,0.5,92,72,81,1,9,False,42
43,cellular_er,20,0.5,95,72,59,17,0,False,43
44,cellular_er,20,0.5,95,72,76,0,0,False,44
45,cellular_er,20,0.5,99,72,59,21,0,False,45
46,cellular_er,20,0.5,100,72,79,2,0,False,46
47,cellular_er,20,0.5,95,72,48,28,0,False,47
48,cellular_er,20,0.5,98,72,70,9,0,False,48
49,cellular_er,20,0.5,92,72,66,7,0,False,49
