,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,46,60,26,0,False,0
1,cellular_er,20,0.5,100,46,45,36,0,False,1
2,cellular_er,20,0.5,82,46,47,16,0,False,2
3,cellular_er,20,0.5,93,46,56,18,0,False,3
4,cellular_er,20,0.5,98,46,33,46,0,False,4
5,cellular_er,20,0.5,81,46,43,19,0,False,5
6,cellular_er,20,0.5,105,46,58,28,0,False,6
7,cellular_er,20,0.5,100,46,32,49,0,False,7
8,cellular_er,20,0.5,84,46,44,21,0,False,8
9,cellular_er,20,0.5,101,46,33,49,0,False,9
10,cellular_er,20,0.5,97,46,39,39,0,False,10
11,cellular_er,20,0.5,90,46,43,28,0,False,11
12,cellular_er,20,0.5,97,46,41,37,0,False,12
13,cellular_er,20,0.5,92,46,61,12,0,False,13
14,cellular_er,20,0.5,85,46,58,8,0,False,14
15,cellular_er,20,0.5,100,46,50,31,0,False,15
16,cellular_er,20,0.5,95,46,29,47,0,False,16
17,cellular_er,20,0.5,92,46,44,29,0,False,17
18,cellular_er,20,0.5,108,46,54,35,0,False,18
19,cellular_er,20,0.5,110,46,42,49,0,False,19
20,cellular_er,20,0.5,84,46,34,31,0,False,20
21,cellular_er,20,0.5,118,46,41,58,0,False,21
22,cellular_er,20,0.5,97,46,48,30,0,False,22
23,cellular_er,20,0.5,94,46,48,27,0,False,23
24,cellular_er,20,0.5,93,46,45,29,0,False,24
25,cellular_er,20,0.5,86,46,51,16,0,False,25
26,cellular_er,20,0.5,105,46,51,35,0,False,26
27,cellular_er,20,0.5,87,46,52,16,0,False,27
28,cellular_er,20,0.5,111,46,50,42,0,False,28
29,cellular_er,20,0.5,92,46,47,26,0,False,29
30,cellular_er,20,0.5,97,46,42,36,0,False,30
31,cellular_er,20,0.5,96,46,38,39,0,False,31
32,cellular_er,20,0.5,72,46,41,12,0,False,32
33,cellular_er,20,0.5,93,46,56,18,0,False,33
34,cellular_er,20,0.5,106,46,48,39,0,False,34
35,cellular_er,20,0.5,103,46,59,25,0,False,35
36,cellular_er,20,0.5,90,46,56,15,0,False,36
37,cellular_er,20,0.5,96,46,49,28,0,False,37
38,cellular_er,20,0.5,106,46,52,35,0,False,38
39,cellular_er,20,0.5,94,46,41,34,0,False,39
40,cellular_er,20,0.5,91,46,42,30,0,False,40
41,cellular_er,20,0.5,111,46,43,49,0,False,41
42,cellular_er,20,0.5,92,46,51,22,0,False,42
43,cellular_er,20,0.5,95,46,38,38,0,False,43
44,cellular_er,20,0.5,95,46,48,28,0,False,44
45,cellular_er,20,0.5,99,46,40,40,0,False,45
46,cellular_er,20,0.5,100,46,54,27,0,False,46
47,cellular_er,20,0.5,95,46,33,43,0,False,47
48,cellular_er,20,0.5,98,46,46,33,0,False,48
49,cellular_er,20,0.5,92,46,42,31,0,False,49
