,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,108,133,0,47,False,0
1,cellular_er,20,0.5,100,108,139,0,58,False,1
2,cellular_er,20,0.5,82,108,112,0,49,False,2
3,cellular_er,20,0.5,93,108,102,0,28,False,3
4,cellular_er,20,0.5,98,108,89,0,10,False,4
5,cellular_er,20,0.5,81,108,126,0,64,False,5
6,cellular_er,20,0.5,105,108,130,0,44,False,6
7,cellular_er,20,0.5,100,108,82,1,2,False,7
8,cellular_er,20,0.5,84,108,96,0,31,False,8
9,cellular_er,20,0.5,101,108,84,1,3,False,9
10,cellular_er,20,0.5,97,108,102,0,24,False,10
11,cellular_er,20,0.5,90,108,106,0,35,False,11
12,cellular_er,20,0.5,97,108,118,0,40,False,12
13,cellular_er,20,0.5,92,108,128,0,55,False,13
14,cellular_er,20,0.5,85,108,128,0,62,False,14
15,cellular_er,20,0.5,100,108,111,0,30,False,15
16,cellular_er,20,0.5,95,108,95,0,19,False,16
17,cellular_er,20,0.5,92,108,116,0,43,False,17
18,cellular_er,20,0.5,108,108,105,1,17,False,18
19,cellular_er,20,0.5,110,108,105,0,14,False,19
20,cellular_er,20,0.5,84,108,89,0,24,False,20
21,cellular_er,20,0.5,118,108,99,0,0,False,21
22,cellular_er,20,0.5,97,108,116,0,38,False,22
23,cellular_er,20,0.5,94,108,120,0,45,False,23
24,cellular_er,20,0.5,93,108,122,0,48,False,24
25,cellular_er,20,0.5,86,108,119,0,52,False,25
26,cellular_er,20,0.5,105,108,107,0,21,False,26
27,cellular_er,20,0.5,87,108,119,0,51,False,27
28,cellular_er,20,0.5,111,108,115,0,23,False,28
29,cellular_er,20,0.5,92,108,104,0,31,False,29
30,cellular_er,20,0.5,97,108,105,0,27,False,30
31,cellular_er,20,0.5,96,108,113,0,36,False,31
32,cellular_er,20,0.5,72,108,98,0,45,False,32
33,cellular_er,20,0.5,93,108,125,0,51,False,33
34,cellular_er,20,0.5,106,108,121,0,34,False,34
35,cellular_er,20,0.5,103,108,126,0,42,False,35
36,cellular_er,20,0.5,90,108,127,0,56,False,36
37,cellular_er,20,0.5,96,108,127,0,50,False,37
38,cellular_er,20,0.5,106,108,110,0,23,False,38
39,cellular_er,20,0.5,94,108,108,0,33,False,39
40,cellular_er,20,0.5,91,108,113,0,41,False,40
41,cellular_er,20,0.5,111,108,129,0,37,False,41
42,cellular_er,20,0.5,92,108,124,0,51,False,42
43,cellular_er,20,0.5,95,108,98,0,22,False,43
44,cellular_er,20,0.5,95,108,122,0,46,False,44
45,cellular_er,20,0.5,99,108,97,1,18,False,45
46,cellular_er,20,0.5,100,108,121,0,40,False,46
47,cellular_er,20,0.5,95,108,79,0,3,False,47
48,cellular_er,20,0.5,98,108,109,0,30,False,48
49,cellular_er,20,0.5,92,108,94,0,21,False,49
