,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,82,101,0,15,False,0
1,cellular_er,20,0.5,100,82,99,0,18,False,1
2,cellular_er,20,0.5,82,82,77,0,14,False,2
3,cellular_er,20,0.5,93,82,85,0,11,False,3
4,cellular_er,20,0.5,98,82,60,19,0,False,4
5,cellular_er,20,0.5,81,82,92,1,31,False,5
6,cellular_er,20,0.5,105,82,99,0,13,False,6
7,cellular_er,20,0.5,100,82,62,19,0,False,7
8,cellular_er,20,0.5,84,82,75,0,10,False,8
9,cellular_er,20,0.5,101,82,59,23,0,False,9
10,cellular_er,20,0.5,97,82,73,5,0,False,10
11,cellular_er,20,0.5,90,82,77,0,6,False,11
12,cellular_er,20,0.5,97,82,89,0,11,False,12
13,cellular_er,20,0.5,92,82,99,0,26,False,13
14,cellular_er,20,0.5,85,82,90,0,24,False,14
15,cellular_er,20,0.5,100,82,85,0,4,False,15
16,cellular_er,20,0.5,95,82,62,14,0,False,16
17,cellular_er,20,0.5,92,82,86,0,13,False,17
18,cellular_er,20,0.5,108,82,79,10,0,False,18
19,cellular_er,20,0.5,110,82,75,16,0,False,19
20,cellular_er,20,0.5,84,82,67,0,2,False,20
21,cellular_er,20,0.5,118,82,70,29,0,False,21
22,cellular_er,20,0.5,97,82,89,0,11,False,22
23,cellular_er,20,0.5,94,82,88,0,13,False,23
24,cellular_er,20,0.5,93,82,97,0,23,False,24
25,cellular_er,20,0.5,86,82,97,0,30,False,25
26,cellular_er,20,0.5,105,82,87,1,2,False,26
27,cellular_er,20,0.5,87,82,93,0,25,False,27
28,cellular_er,20,0.5,111,82,87,5,0,False,28
29,cellular_er,20,0.5,92,82,71,2,0,False,29
30,cellular_er,20,0.5,97,82,72,6,0,False,30
31,cellular_er,20,0.5,96,82,79,0,2,False,31
32,cellular_er,20,0.5,72,82,70,0,17,False,32
33,cellular_er,20,0.5,93,82,104,0,30,False,33
34,cellular_er,20,0.5,106,82,99,0,12,False,34
35,cellular_er,20,0.5,103,82,101,0,17,False,35
36,cellular_er,20,0.5,90,82,100,0,29,False,36
37,cellular_er,20,0.5,96,82,95,0,18,False,37
38,cellular_er,20,0.5,106,82,81,6,0,False,38
39,cellular_er,20,0.5,94,82,82,0,7,False,39
40,cellular_er,20,0.5,91,82,79,0,7,False,40
41,cellular_er,20,0.5,111,82,95,0,3,False,41
42,cellular_er,20,0.5,92,82,89,1,17,False,42
43,cellular_er,20,0.5,95,82,63,13,0,False,43
44,cellular_er,20,0.5,95,82,88,0,12,False,44
45,cellular_er,20,0.5,99,82,67,13,0,False,45
46,cellular_er,20,0.5,100,82,92,0,11,False,46
47,cellular_er,20,0.5,95,82,60,16,0,False,47
48,cellular_er,20,0.5,98,82,80,0,1,False,48
49,cellular_er,20,0.5,92,82,73,0,0,False,49
