,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,3,3,83,0,True,0
1,cellular_er,20,0.5,100,3,4,77,0,True,1
2,cellular_er,20,0.5,82,3,3,60,0,True,2
3,cellular_er,20,0.5,93,3,2,72,0,True,3
4,cellular_er,20,0.5,98,3,1,78,0,True,4
5,cellular_er,20,0.5,81,3,1,61,0,True,5
6,cellular_er,20,0.5,105,3,4,82,0,True,6
7,cellular_er,20,0.5,100,3,4,77,0,True,7
8,cellular_er,20,0.5,84,3,6,59,0,False,8
9,cellular_er,20,0.5,101,3,2,80,0,True,9
10,cellular_er,20,0.5,97,3,1,77,0,True,10
11,cellular_er,20,0.5,90,3,4,67,0,True,11
12,cellular_er,20,0.5,97,3,1,77,0,True,12
13,cellular_er,20,0.5,92,3,3,70,0,True,13
14,cellular_er,20,0.5,85,3,4,62,0,True,14
15,cellular_er,20,0.5,100,3,3,78,0,True,15
16,cellular_er,20,0.5,95,3,3,73,0,True,16
17,cellular_er,20,0.5,92,3,2,71,0,True,17
18,cellular_er,20,0.5,108,3,4,85,0,True,18
19,cellular_er,20,0.5,110,3,4,87,0,True,19
20,cellular_er,20,0.5,84,3,4,61,0,True,20
21,cellular_er,20,0.5,118,3,2,97,0,True,21
22,cellular_er,20,0.5,97,3,3,75,0,True,22
23,cellular_er,20,0.5,94,3,5,70,0,True,23
24,cellular_er,20,0.5,93,3,3,71,0,True,24
25,cellular_er,20,0.5,86,3,4,63,0,False,25
26,cellular_er,20,0.5,105,3,5,81,0,True,26
27,cellular_er,20,0.5,87,3,4,64,0,True,27
28,cellular_er,20,0.5,111,3,2,90,0,True,28
29,cellular_er,20,0.5,92,3,1,72,0,True,29
30,cellular_er,20,0.5,97,3,1,77,0,True,30
31,cellular_er,20,0.5,96,3,3,74,0,True,31
32,cellular_er,20,0.5,72,3,0,53,0,True,32
33,cellular_er,20,0.5,93,3,3,71,0,True,33
34,cellular_er,20,0.5,106,3,3,84,0,True,34
35,cellular_er,20,0.5,103,3,5,79,0,False,35
36,cellular_er,20,0.5,90,3,4,67,0,True,36
37,cellular_er,20,0.5,96,3,5,72,0,True,37
38,cellular_er,20,0.5,106,3,1,86,0,True,38
39,cellular_er,20,0.5,94,3,4,71,0,True,39
40,cellular_er,20,0.5,91,3,2,70,0,True,40
41,cellular_er,20,0.5,111,3,0,92,0,True,41
42,cellular_er,20,0.5,92,3,4,69,0,True,42
43,cellular_er,20,0.5,95,3,4,72,0,True,43
44,cellular_er,20,0.5,95,3,5,71,0,True,44
45,cellular_er,20,0.5,99,3,3,77,0,True,45
46,cellular_er,20,0.5,100,3,1,80,0,True,46
47,cellular_er,20,0.5,95,3,4,72,0,False,47
48,cellular_er,20,0.5,98,3,3,76,0,True,48
49,cellular_er,20,0.5,92,3,2,71,0,True,49
