,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,70,87,0,1,False,0
1,cellular_er,20,0.5,100,70,81,0,0,False,1
2,cellular_er,20,0.5,82,70,69,0,6,False,2
3,cellular_er,20,0.5,93,70,73,1,0,False,3
4,cellular_er,20,0.5,98,70,52,27,0,False,4
5,cellular_er,20,0.5,81,70,71,1,10,False,5
6,cellular_er,20,0.5,105,70,84,2,0,False,6
7,cellular_er,20,0.5,100,70,53,28,0,False,7
8,cellular_er,20,0.5,84,70,67,0,2,False,8
9,cellular_er,20,0.5,101,70,51,31,0,False,9
10,cellular_er,20,0.5,97,70,66,12,0,False,10
11,cellular_er,20,0.5,90,70,63,8,0,False,11
12,cellular_er,20,0.5,97,70,77,1,0,False,12
13,cellular_er,20,0.5,92,70,84,0,11,False,13
14,cellular_er,20,0.5,85,70,81,0,15,False,14
15,cellular_er,20,0.5,100,70,73,8,0,False,15
16,cellular_er,20,0.5,95,70,51,25,0,False,16
17,cellular_er,20,0.5,92,70,75,0,2,False,17
18,cellular_er,20,0.5,108,70,70,19,0,False,18
19,cellular_er,20,0.5,110,70,66,25,0,False,19
20,cellular_er,20,0.5,84,70,57,8,0,False,20
21,cellular_er,20,0.5,118,70,63,36,0,False,21
22,cellular_er,20,0.5,97,70,74,4,0,False,22
23,cellular_er,20,0.5,94,70,78,0,3,False,23
24,cellular_er,20,0.5,93,70,76,0,2,False,24
25,cellular_er,20,0.5,86,70,79,0,12,False,25
26,cellular_er,20,0.5,105,70,69,17,0,False,26
27,cellular_er,20,0.5,87,70,80,0,12,False,27
28,cellular_er,20,0.5,111,70,74,18,0,False,28
29,cellular_er,20,0.5,92,70,62,11,0,False,29
30,cellular_er,20,0.5,97,70,63,15,0,False,30
31,cellular_er,20,0.5,96,70,64,13,0,False,31
32,cellular_er,20,0.5,72,70,57,0,4,False,32
33,cellular_er,20,0.5,93,70,90,0,16,False,33
34,cellular_er,20,0.5,106,70,81,6,0,False,34
35,cellular_er,20,0.5,103,70,91,0,7,False,35
36,cellular_er,20,0.5,90,70,89,0,18,False,36
37,cellular_er,20,0.5,96,70,78,0,1,False,37
38,cellular_er,20,0.5,106,70,71,16,0,False,38
39,cellular_er,20,0.5,94,70,65,10,0,False,39
40,cellular_er,20,0.5,91,70,65,7,0,False,40
41,cellular_er,20,0.5,111,70,77,15,0,False,41
42,cellular_er,20,0.5,92,70,80,1,8,False,42
43,cellular_er,20,0.5,95,70,57,19,0,False,43
44,cellular_er,20,0.5,95,70,76,0,0,False,44
45,cellular_er,20,0.5,99,70,54,26,0,False,45
46,cellular_er,20,0.5,100,70,77,4,0,False,46
47,cellular_er,20,0.5,95,70,47,29,0,False,47
48,cellular_er,20,0.5,98,70,70,9,0,False,48
49,cellular_er,20,0.5,92,70,64,9,0,False,49
