,estimated,correct,approx_estimated,approx_estimated2,same_cluster,len
0,0.009392827042180809,0.011689408060811798,0.013129337424209221,0.011764471356308091,0.0,4
1,0.0003815144282284146,0.0004984100744273106,0.0007184469241321094,0.0004230953386846923,0.0,6
2,0.001976866818465239,0.0025186504879674506,0.00324039886039886,0.0022746004152783814,0.0,5
3,0.016453544192084092,0.020185378875810928,0.027442274819197903,0.019371271585557303,1.0,4
4,0.016453544192084092,0.0202286331811299,0.027442274819197903,0.019371271585557303,1.0,4
5,0.0002757824725298577,0.0003669393719174703,0.0005190442955008483,0.00032654281267716,0.0,6
6,0.002134211630667811,0.0028034211702100717,0.003711879246110015,0.0026113863537592353,0.0,5
7,0.03769766551856104,0.04204646811096786,0.0829541772330234,0.04511942139493161,0.0,4
8,5.793856609234788e-05,7.658491214958878e-05,0.00011556224583314169,6.496509358258114e-05,0.0,7
9,0.018806606221546802,0.023595474662198516,0.03286673476096553,0.020754933841668537,0.0,4
10,0.0008458879635542151,0.0011489606055496793,0.001819695684288277,0.0009340643246346669,0.0,6
11,0.03646173762945916,0.03961021719323871,0.0731361682849778,0.03641383991238219,0.0,4
12,0.0004717245393274735,0.0006102752197984847,0.0009738823107619404,0.0005430874122044379,0.0,6
13,0.0003335950716846908,0.0004561682037156102,0.0006488213727972987,0.0003812197487533356,0.0,6
14,0.00937337708556896,0.01202632399780427,0.013137175834611733,0.011684259051605991,0.0,4
15,0.002171046491053689,0.002762243737634511,0.003664435960747072,0.002535946303539524,0.0,5
16,0.1520791245791246,0.16751880134604688,0.2907900289745528,0.15174560959135427,0.0,3
17,0.07799242424242424,0.08600141155225041,0.10841361416361417,0.09338191359467955,1.0,3
18,0.0023636340326340325,0.0029671783921981763,0.004224135042735043,0.002755012603215993,1.0,5
19,0.0023636340326340325,0.0029877597187663164,0.004224135042735043,0.002755012603215993,1.0,5
20,3.392285049078225e-05,4.6276172992222634e-05,6.909767036758243e-05,3.934926164606707e-05,0.0,7
21,0.0027559899658286756,0.003650149347770565,0.005096749999999999,0.003117342459800087,0.0,5
22,0.00952501594303654,0.011356407682319223,0.013481098815714203,0.011813084874309366,0.0,4
23,0.06514189514189514,0.07256390749849714,0.0849442736496308,0.08205761437144415,0.0,3
24,0.002540140916757832,0.003424216929087753,0.004610265590376701,0.0029160480950311462,0.0,5
25,0.07981879400061218,0.08913264560569314,0.10795502383051987,0.09134934706743217,0.0,3
26,0.002540140916757832,0.0032208264177273826,0.004610265590376701,0.0029160480950311462,0.0,5
27,0.027533048249396997,0.03277176069569608,0.04891168091168091,0.02919727891156463,1.0,4
28,0.01762801892421286,0.022371496209775008,0.030177880049674925,0.01998623258827341,0.0,4
29,7.3408842075996115e-06,1.053362361426029e-05,1.3359996402466272e-05,8.08789019880245e-06,0.0,8
30,0.0034088370238695292,0.004172927522370089,0.006085064373897707,0.0035923833437957733,0.0,5
31,4.335016569592014e-06,6.471811527069306e-06,8.140025840071377e-06,4.927818333675498e-06,0.0,8
32,0.00151492114024274,0.0019389417230136039,0.00238936957898069,0.001791701192718142,0.0,5
33,0.07981879400061218,0.08970509671992691,0.10795502383051987,0.09134934706743217,0.0,3
34,6.480254169932123e-06,9.515557231437985e-06,1.1819638526022067e-05,7.155386551627708e-06,0.0,8
35,4.895814349563127e-05,7.103107015450451e-05,9.70011222491881e-05,5.453067253151859e-05,0.0,7
36,0.0006518615043445303,0.0008296334282948369,0.0013536760578242062,0.0006948527293013985,1.0,6
37,7.151916095844863e-05,9.448594228055088e-05,0.0001380798893226877,7.762373314095173e-05,0.0,7
38,0.0007699177516504328,0.0009209686678636356,0.001605046621645387,0.0008690932740503224,0.0,6
39,0.003317274719582411,0.004275328827973514,0.006553757644824311,0.003590656236418948,1.0,5
40,0.003317274719582411,0.004387288954968477,0.006553757644824311,0.003590656236418948,1.0,5
41,0.0005260090124787137,0.0007117724313505278,0.0011206662445921705,0.0005752469316347644,0.0,6
42,0.01575740791542022,0.019269450040220293,0.02435054447610003,0.017611057121261205,0.0,4
43,8.802313345015008e-06,1.3149855914413816e-05,1.5894529482033827e-05,9.622248789572045e-06,0.0,8
44,1.536624448085277e-08,2.462098017782469e-08,2.3428326765078888e-08,1.662258253518497e-08,0.0,11
45,1.3739363186318066e-07,2.2318353770133096e-07,2.190337229255913e-07,1.485907165575619e-07,0.0,10
46,1.1100835421062357e-06,1.6982432806741552e-06,1.8550126545371175e-06,1.1944040144475876e-06,0.0,9
47,1.5764919469547775e-05,2.250637617332306e-05,2.8889381288291214e-05,1.7489087326992437e-05,0.0,8
48,1.6280149062004112e-06,2.4241784593072933e-06,2.8014613062582144e-06,1.8038025898800903e-06,0.0,9
49,7.759802883990884e-06,1.180831084092079e-05,1.4038122081139914e-05,8.498414712797705e-06,0.0,8
50,1.206275401295342e-06,1.8968248630996529e-06,2.022103268081138e-06,1.3019901805609867e-06,0.0,9
51,0.0977570145903479,0.10817838272452401,0.13936655846200915,0.10299719769704573,0.0,3
52,1.9409039516829554e-06,2.797232267503499e-06,3.264822271985327e-06,2.102151065427754e-06,0.0,9
53,8.845355169590116e-06,1.1979370971601548e-05,1.6004714444220616e-05,9.688952690447459e-06,0.0,8
54,0.030112853513585107,0.03323046768074997,0.055134818884818894,0.02979314174649452,0.0,4
55,2.335589679277013e-06,3.5982071173091505e-06,3.893085768403555e-06,2.5066768461103973e-06,0.0,9
56,0.06590909090909092,0.07513138807355295,0.08515873015873016,0.08153495440729483,1.0,3
57,0.0012862880752930505,0.0017064600392953761,0.0019744015194681857,0.0015581271910763436,0.0,5
58,0.0003367970494540554,0.0004916626621456136,0.0006603493783993784,0.00038367054576180057,0.0,6
59,0.07010330578512397,0.08155802146838445,0.0918610376249265,0.08455476753349092,0.0,3
60,0.00019602617589436106,0.0002529885493942542,0.00039611668249446027,0.0002226830844481053,0.0,7
61,0.0012862880752930505,0.0017842992067066688,0.0019744015194681857,0.0015581271910763436,0.0,5
62,0.0003367970494540554,0.0004882052023780748,0.0006603493783993784,0.00038367054576180057,0.0,6
63,1.3020023872812316e-05,2.0901293541053832e-05,2.3285290426689603e-05,1.409647626727846e-05,0.0,8
64,0.001517639502945901,0.0020674679300570304,0.002386482431149098,0.0018025819691921386,0.0,5
65,4.3934238989345e-06,6.684447462419351e-06,8.234904355060523e-06,4.985255999700316e-06,0.0,8
66,2.6320164158268442e-06,3.274605881272472e-06,4.662409083379856e-06,3.002028106150781e-06,0.0,9
67,0.0003956630185466911,0.0005938407517519861,0.0008015251176292844,0.0004388134784522618,0.0,6
68,0.015332580993346546,0.018649673014546456,0.023376539333682188,0.01709381507705123,0.0,4
69,0.00022882600213425245,0.00030267607083811775,0.00045145651313706873,0.00025379322124600235,0.0,7
70,0.00039346944189550356,0.0005559312383809526,0.000786903463648834,0.00044045309616919256,0.0,6
71,0.08543771043771044,0.09395941924241,0.11760015117157975,0.09512411347517731,0.0,3
72,1.5574467177421555e-05,2.486156546795881e-05,2.7459068899398122e-05,1.662320314537554e-05,0.0,8
73,0.0003227472277561031,0.0004560281966013314,0.000631963673691772,0.0003702084213491058,0.0,6
74,5.1638750518724745e-06,7.977607215025914e-06,9.569211703060905e-06,5.793020537727454e-06,0.0,8
75,0.0016673108265567024,0.0023923958959656674,0.0026928597657486547,0.0019398870056497172,0.0,5
76,3.6712126677181294e-05,5.5956639549162094e-05,7.505881163181997e-05,4.219546519456863e-05,0.0,7
77,0.08714646464646465,0.09788012408458543,0.12719220594220593,0.10244135297326785,0.0,3
78,6.524417362448081e-06,1.0435363459878206e-05,1.1922399146063458e-05,7.2175958955989524e-06,0.0,8
79,0.0036905753476512587,0.004865068553453659,0.00731891975308642,0.004231413073220983,0.0,5
80,0.0003632284763489006,0.0005529262665194657,0.0007228464793950905,0.00040817851584644995,0.0,6
81,5.4606456051516435e-05,7.966800043507332e-05,0.00010712399205732539,6.0221399461137716e-05,0.0,7
82,0.04066784162192988,0.04492142600554532,0.09298976023976024,0.04621322554996025,1.0,4
83,0.0017913112581693514,0.002272112456818914,0.0028799299620132952,0.002085482157516056,0.0,5
