,estimated,correct,approx_estimated,approx_estimated2,same_cluster,len
0,0.00646230637636133,0.0068538187391513905,0.009021910042620101,0.00594039110649521,1.0,4
1,0.04864718614718615,0.05007294052742151,0.06288461538461539,0.04421836228287841,1.0,3
2,0.0051763633454996304,0.005560252899855424,0.007022882443000785,0.005023336940196062,1.0,4
3,2.4431979434063467e-07,3.039821397078357e-07,4.2177108910213865e-07,2.5536116409076664e-07,1.0,8
4,2.8999635120493993e-06,3.5292701730295093e-06,4.655346188391563e-06,3.049831001315977e-06,1.0,7
5,0.0006125787542046096,0.000680762531123429,0.0009090896987627757,0.0005882235298006678,1.0,5
6,3.8774287350639256e-07,4.6982204443728686e-07,6.965349083750963e-07,3.8880666046575505e-07,1.0,8
7,0.0005053569330216574,0.0005832103672167118,0.0007301990317374933,0.0005023713716451146,1.0,5
8,4.289333665946062e-05,4.976843941524176e-05,6.579774072081764e-05,4.3598219961856324e-05,1.0,6
9,3.4864381494095026e-05,4.196215624086962e-05,5.246628177179407e-05,3.6546449501915086e-05,1.0,6
10,0.007897841311352306,0.007949572036891188,0.011365043240782887,0.006970058898287713,1.0,4
11,3.49968089297744e-08,4.2890638142796765e-08,6.843408443408444e-08,3.498833115450326e-08,1.0,9
12,4.151897427609757e-07,5.071581580127406e-07,7.515621181529238e-07,4.1426607473438605e-07,1.0,8
13,4.7462830977969155e-05,5.452643022467601e-05,7.349634980404211e-05,4.747252747252747e-05,1.0,6
14,4.651468803834919e-05,5.680800517298577e-05,7.168341444627288e-05,4.651916131206072e-05,1.0,6
15,6.520521552801168e-05,7.242317985140309e-05,0.00010401613770844538,6.30351466715103e-05,1.0,6
16,2.571985015403137e-09,3.261413571487269e-09,4.980951305737631e-09,2.586263177979154e-09,1.0,10
17,3.9657432333530626e-05,4.571131421797295e-05,6.0249203459262633e-05,4.059786367478675e-05,1.0,6
18,0.037918650793650796,0.03923096748365375,0.04688292476754016,0.038284296348812474,1.0,3
19,0.029063885971055088,0.03015407260732618,0.03470668429315046,0.033223381033228236,1.0,3
20,3.21417114275403e-07,3.938060295541039e-07,5.684124733075784e-07,3.268986275096255e-07,1.0,8
21,5.337903035795126e-08,6.913680798532236e-08,1.0717902450066143e-07,5.2003038370042746e-08,1.0,9
22,0.000497791334719306,0.0005573224232061215,0.0007164335664335664,0.0004950580146110872,1.0,5
23,6.695819629175073e-07,8.319434675888895e-07,1.2558861335678207e-06,6.496467286594909e-07,1.0,8
24,3.5621923427331033e-09,4.530983671594279e-09,6.802116688840336e-09,3.5318682807440207e-09,1.0,10
