,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,24,22.047257617728533,3.8474999999999997,23.19767003735118,5734,18.131682585543512,5743,23.19767003735118,32,barabasialbert,0.15,0.26842105263157895
1,4,72,75.4538382417262,7.3583437499999995,77.20671418372218,5730,67.8516846068518,5838,77.20671418372218,32,barabasialbert,0.15,0.26842105263157895
2,5,233,259.24350317999404,14.128019999999998,286.23212194455886,5591,250.60373263447485,5395,286.23212194455886,32,barabasialbert,0.15,0.26842105263157895
3,6,698,869.830175143401,26.490037499999996,917.3987802654069,4903,895.4632329981779,4990,917.3987802654069,32,barabasialbert,0.15,0.26842105263157895
4,7,1964,2801.7687746724287,47.682067499999995,2768.6538763215185,3833,2698.5057851168526,3853,2768.6538763215185,32,barabasialbert,0.15,0.26842105263157895
5,8,4985,8554.611107404435,81.35752767187498,7158.747090375917,2641,7198.421980839078,2641,7158.747090375917,32,barabasialbert,0.15,0.26842105263157895
6,9,11592,24493.202328568488,130.17204427499996,16772.426612204654,1684,18336.321479643208,1744,16772.426612204654,32,barabasialbert,0.15,0.26842105263157895
7,10,24585,65087.46239839068,193.3054857483749,36609.41962439284,1009,37465.95905778533,946,36609.41962439284,32,barabasialbert,0.15,0.26842105263157895
8,11,46536,158825.86518267586,263.5983896568749,65804.41832689903,521,80388.35384095562,514,65804.41832689903,32,barabasialbert,0.15,0.26842105263157895
9,12,77672,351715.69881900446,326.2030072003827,94726.2513592732,207,105501.12499837941,210,94726.2513592732,32,barabasialbert,0.15,0.26842105263157895
10,13,113403,697166.0167683586,361.3325618219623,164297.1790711636,102,140336.82904325973,79,164297.1790711636,32,barabasialbert,0.15,0.26842105263157895
11,14,142597,1216371.2345195313,352.29924777641327,172128.81153436683,31,224849.091034264,36,172128.81153436683,32,barabasialbert,0.15,0.26842105263157895
12,15,151745,1828398.0240988322,295.9313681321871,143311.6267602194,9,147204.47687187124,8,143311.6267602194,32,barabasialbert,0.15,0.26842105263157895
13,16,133425,2300533.698084879,208.07674321794406,238238.40189060682,4,200945.1788448882,3,238238.40189060682,32,barabasialbert,0.15,0.26842105263157895
14,17,91573,2324749.8422752465,117.50216087601545,218626.31229101022,1,0.0,0,218626.31229101022,32,barabasialbert,0.15,0.26842105263157895
15,18,42959,1768033.432677753,49.93841837230657,0.0,0,0.0,0,1768033.432677753,32,barabasialbert,0.15,0.26842105263157895
16,19,11036,899199.2749020373,14.193024168971341,0.0,0,0.0,0,899199.2749020373,32,barabasialbert,0.15,0.26842105263157895
17,20,996,229295.8151000195,2.022505944078416,0.0,0,0.0,0,229295.8151000195,32,barabasialbert,0.15,0.26842105263157895
