,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,36,22.047257617728533,3.8474999999999997,33.33445108996282,8533,25.69067276849982,8466,33.33445108996282,15,barabasialbert,0.15,0.26842105263157895
1,4,99,75.4538382417262,7.3583437499999995,102.61388860801837,6922,85.59282010598403,6755,102.61388860801837,15,barabasialbert,0.15,0.26842105263157895
2,5,288,259.24350317999404,14.128019999999998,320.69739779445655,5619,287.0431212361254,5581,320.69739779445655,15,barabasialbert,0.15,0.26842105263157895
3,6,788,869.830175143401,26.490037499999996,946.1462738875259,4372,903.3958294237746,4436,946.1462738875259,15,barabasialbert,0.15,0.26842105263157895
4,7,1913,2801.7687746724287,47.682067499999995,2488.874587155778,3099,2393.3094323366613,3110,2488.874587155778,15,barabasialbert,0.15,0.26842105263157895
5,8,4032,8554.611107404435,81.35752767187498,5090.81478180153,1814,5479.536856954281,1881,5090.81478180153,15,barabasialbert,0.15,0.26842105263157895
6,9,7531,24493.202328568488,130.17204427499996,9742.442443299467,940,11155.602450493,991,9742.442443299467,15,barabasialbert,0.15,0.26842105263157895
7,10,12442,65087.46239839068,193.3054857483749,16134.941849559225,440,20736.94607777495,498,16134.941849559225,15,barabasialbert,0.15,0.26842105263157895
8,11,18120,158825.86518267586,263.5983896568749,21080.555548526518,186,25533.448307135375,184,21080.555548526518,15,barabasialbert,0.15,0.26842105263157895
9,12,22965,351715.69881900446,326.2030072003827,20429.010193222657,52,34215.39601728394,69,20429.010193222657,15,barabasialbert,0.15,0.26842105263157895
10,13,24518,697166.0167683586,361.3325618219623,21948.72427352249,16,43141.43760720937,24,21948.72427352249,15,barabasialbert,0.15,0.26842105263157895
11,14,21196,1216371.2345195313,352.29924777641327,25865.992182063128,6,19262.49053698096,5,25865.992182063128,15,barabasialbert,0.15,0.26842105263157895
12,15,14093,1828398.0240988322,295.9313681321871,17832.14400243732,1,0.0,0,17832.14400243732,15,barabasialbert,0.15,0.26842105263157895
13,16,6749,2300533.698084879,208.07674321794406,0.0,0,0.0,0,2300533.698084879,15,barabasialbert,0.15,0.26842105263157895
14,17,2111,2324749.8422752465,117.50216087601545,0.0,0,0.0,0,2324749.8422752465,15,barabasialbert,0.15,0.26842105263157895
15,18,384,1768033.432677753,49.93841837230657,0.0,0,0.0,0,1768033.432677753,15,barabasialbert,0.15,0.26842105263157895
16,19,34,899199.2749020373,14.193024168971341,0.0,0,0.0,0,899199.2749020373,15,barabasialbert,0.15,0.26842105263157895
17,20,0,229295.8151000195,2.022505944078416,0.0,0,0.0,0,229295.8151000195,15,barabasialbert,0.15,0.26842105263157895
