,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,161700.0,161700.0,161700.0,161648.88888879822,145484,161534.4444443527,145381,161648.88888879822,18,full,1,1.0
1,4,11763675.0,11763675.0,11763675.0,11771812.499943169,188349,11742499.999943443,187880,11771812.499943169,18,full,1,1.0
2,5,903450240.0,903450240.0,903450240.0,903480000.0040932,225870,901200000.0041271,225300,903480000.0040932,18,full,1,1.0
3,6,71523144000.0,71523144000.0,71523144000.0,71405277778.10811,257059,71444166666.99728,257199,71405277778.10811,18,full,1,1.0
4,7,5762721888000.0,5762721888000.0,5762721888000.0,5755673469431.404,282028,5761204081676.382,282299,5755673469431.404,18,full,1,1.0
5,8,468941493636000.0,468941493636000.0,468941493636000.0,468546874998504.0,299870,470481249998492.56,301108,468546874998504.0,18,full,1,1.0
6,9,3.8348993257344e+16,3.8348993257344e+16,3.8348993257344e+16,3.835246913562508e+16,310655,3.8564814814633096e+16,312375,3.835246913562508e+16,18,full,1,1.0
7,10,3.1407825477764736e+18,3.1407825477764736e+18,3.1407825477764736e+18,3.147669999983564e+18,314767,3.1615699999834373e+18,316157,3.147669999983564e+18,18,full,1,1.0
8,11,2.5697311754534784e+20,2.5697311754534784e+20,2.5697311754534784e+20,2.5809256198440377e+20,312292,2.581619834720087e+20,312376,2.5809256198440377e+20,18,full,1,1.0
9,12,2.096472350640796e+22,2.096472350640796e+22,2.096472350640796e+22,2.1032500000039664e+22,302868,2.1039652777817425e+22,302971,2.1032500000039664e+22,18,full,1,1.0
10,13,1.7029806171359082e+24,1.7029806171359082e+24,1.7029806171359082e+24,1.7086390532533754e+24,288760,1.7042958579870902e+24,288026,1.7086390532533754e+24,18,full,1,1.0
11,14,1.3757650557005087e+26,1.3757650557005087e+26,1.3757650557005087e+26,1.3819999999928331e+26,270872,1.3706275510134584e+26,268643,1.3819999999928331e+26,18,full,1,1.0
12,15,1.1042807513756085e+28,1.1042807513756085e+28,1.1042807513756085e+28,1.1132888888852294e+28,250490,1.0978444444408558e+28,247015,1.1132888888852294e+28,18,full,1,1.0
13,16,8.799737237524379e+29,8.799737237524379e+29,8.799737237524379e+29,8.886015624979452e+29,227482,8.735703124979829e+29,223634,8.886015624979452e+29,18,full,1,1.0
14,17,6.956968733666333e+31,6.956968733666333e+31,6.956968733666333e+31,7.034394463688566e+31,203294,6.912837370261787e+31,199781,7.034394463688566e+31,18,full,1,1.0
15,18,5.453490490668443e+33,5.453490490668443e+33,5.453490490668443e+33,5.51367283949956e+33,178643,5.431111111104624e+33,175968,5.51367283949956e+33,18,full,1,1.0
16,19,4.236501033803484e+35,4.236501033803484e+35,4.236501033803484e+35,4.280997229922009e+35,154544,4.228947368426784e+35,152665,4.280997229922009e+35,18,full,1,1.0
17,20,3.259987545511781e+37,3.259987545511781e+37,3.259987545511781e+37,3.279375000010725e+37,131175,3.27152500001079e+37,130861,3.279375000010725e+37,18,full,1,1.0
18,21,2.483800034675643e+39,2.483800034675643e+39,2.483800034675643e+39,2.4803401360521585e+39,109383,2.5004761904738865e+39,110271,2.4803401360521585e+39,18,full,1,1.0
19,22,1.873011026148587e+41,1.873011026148587e+41,1.873011026148587e+41,1.8549173553738206e+41,89778,1.889834710745823e+41,91468,1.8549173553738206e+41,18,full,1,1.0
20,23,1.397429096030859e+43,1.397429096030859e+43,1.397429096030859e+43,1.376729678639335e+43,72829,1.415708884688583e+43,74891,1.376729678639335e+43,18,full,1,1.0
