,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,161700.0,161700.0,161700.0,161116.66666657059,145005,161895.55555546744,145706,161116.66666657059,20,full,1,1.0
1,4,11763675.0,11763675.0,11763675.0,11718062.49994368,187489,11798749.999942934,188780,11718062.49994368,20,full,1,1.0
2,5,903450240.0,903450240.0,903450240.0,899500000.0041502,224875,906952000.0040451,226738,899500000.0041502,20,full,1,1.0
3,6,71523144000.0,71523144000.0,71523144000.0,71201388889.21692,256325,71936666667.00343,258972,71201388889.21692,20,full,1,1.0
4,7,5762721888000.0,5762721888000.0,5762721888000.0,5727000000043.147,280623,5805306122493.511,284460,5727000000043.147,20,full,1,1.0
5,8,468941493636000.0,468941493636000.0,468941493636000.0,465460937498522.44,297895,472521874998481.5,302414,465460937498522.44,20,full,1,1.0
6,9,3.8348993257344e+16,3.8348993257344e+16,3.8348993257344e+16,3.806962962945827e+16,308364,3.862012345660721e+16,312823,3.806962962945827e+16,20,full,1,1.0
7,10,3.1407825477764736e+18,3.1407825477764736e+18,3.1407825477764736e+18,3.119959999983827e+18,311996,3.163119999983422e+18,316312,3.119959999983827e+18,20,full,1,1.0
8,11,2.5697311754534784e+20,2.5697311754534784e+20,2.5697311754534784e+20,2.5508842975298227e+20,308657,2.5917520661250834e+20,313602,2.5508842975298227e+20,20,full,1,1.0
9,12,2.096472350640796e+22,2.096472350640796e+22,2.096472350640796e+22,2.0838750000039256e+22,300078,2.1125138888928623e+22,304202,2.0838750000039256e+22,20,full,1,1.0
10,13,1.7029806171359082e+24,1.7029806171359082e+24,1.7029806171359082e+24,1.700443786981177e+24,287375,1.7100828402356134e+24,289004,1.700443786981177e+24,20,full,1,1.0
11,14,1.3757650557005087e+26,1.3757650557005087e+26,1.3757650557005087e+26,1.3787448979520808e+26,270234,1.375163265299097e+26,269532,1.3787448979520808e+26,20,full,1,1.0
12,15,1.1042807513756085e+28,1.1042807513756085e+28,1.1042807513756085e+28,1.111297777774131e+28,250042,1.0982044444408509e+28,247096,1.111297777774131e+28,20,full,1,1.0
