,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,161700.0,161700.0,161700.0,162147.7777776919,145933,161621.11111102044,145459,162147.7777776919,2,full,1,1.0
1,4,11763675.0,11763675.0,11763675.0,11833062.499942599,189329,11765249.999943227,188244,11833062.499942599,2,full,1,1.0
2,5,903450240.0,903450240.0,903450240.0,911368000.0039834,227842,902916000.0041028,225729,911368000.0039834,2,full,1,1.0
3,6,71523144000.0,71523144000.0,71523144000.0,72245000000.3404,260082,71476388889.22003,257315,72245000000.3404,2,full,1,1.0
4,7,5762721888000.0,5762721888000.0,5762721888000.0,5837244898004.3,286025,5763551020451.962,282414,5837244898004.3,2,full,1,1.0
5,8,468941493636000.0,468941493636000.0,468941493636000.0,475765624998463.75,304490,469646874998496.6,300574,475765624998463.75,2,full,1,1.0
6,9,3.8348993257344e+16,3.8348993257344e+16,3.8348993257344e+16,3.886456790104647e+16,314803,3.836567901216802e+16,310762,3.886456790104647e+16,2,full,1,1.0
7,10,3.1407825477764736e+18,3.1407825477764736e+18,3.1407825477764736e+18,3.1805599999832576e+18,318056,3.140389999983642e+18,314039,3.1805599999832576e+18,2,full,1,1.0
8,11,2.5697311754534784e+20,2.5697311754534784e+20,2.5697311754534784e+20,2.60411570248879e+20,315098,2.5653388429844575e+20,310406,2.60411570248879e+20,2,full,1,1.0
9,12,2.096472350640796e+22,2.096472350640796e+22,2.096472350640796e+22,2.1232708333373328e+22,305751,2.0886319444483792e+22,300763,2.1232708333373328e+22,2,full,1,1.0
10,13,1.7029806171359082e+24,1.7029806171359082e+24,1.7029806171359082e+24,1.7198520710048426e+24,290655,1.697940828401296e+24,286952,1.7198520710048426e+24,2,full,1,1.0
11,14,1.3757650557005087e+26,1.3757650557005087e+26,1.3757650557005087e+26,1.384153061217277e+26,271294,1.3713877550950884e+26,268792,1.384153061217277e+26,2,full,1,1.0
12,15,1.1042807513756085e+28,1.1042807513756085e+28,1.1042807513756085e+28,1.1040755555519418e+28,248417,1.0999733333297404e+28,247494,1.1040755555519418e+28,2,full,1,1.0
13,16,8.799737237524379e+29,8.799737237524379e+29,8.799737237524379e+29,8.74660156247982e+29,223913,8.781171874979712e+29,224798,8.74660156247982e+29,2,full,1,1.0
14,17,6.956968733666333e+31,6.956968733666333e+31,6.956968733666333e+31,6.869377162649052e+31,198525,6.953148788947669e+31,200946,6.869377162649052e+31,2,full,1,1.0
15,18,5.453490490668443e+33,5.453490490668443e+33,5.453490490668443e+33,5.324567901228203e+33,172516,5.454413580240398e+33,176723,5.324567901228203e+33,2,full,1,1.0
16,19,4.236501033803484e+35,4.236501033803484e+35,4.236501033803484e+35,4.098559556793999e+35,147958,4.2520498615013095e+35,153499,4.098559556793999e+35,2,full,1,1.0
17,20,3.259987545511781e+37,3.259987545511781e+37,3.259987545511781e+37,3.1342000000096033e+37,125368,3.278350000010711e+37,131134,3.1342000000096033e+37,2,full,1,1.0
18,21,2.483800034675643e+39,2.483800034675643e+39,2.483800034675643e+39,2.3813832199525023e+39,105019,2.5024943310634357e+39,110360,2.3813832199525023e+39,2,full,1,1.0
19,22,1.873011026148587e+41,1.873011026148587e+41,1.873011026148587e+41,1.7987396694232463e+41,87059,1.8932231404978944e+41,91632,1.7987396694232463e+41,2,full,1,1.0
20,23,1.397429096030859e+43,1.397429096030859e+43,1.397429096030859e+43,1.3469943289228137e+43,71256,1.4175425330817907e+43,74988,1.3469943289228137e+43,2,full,1,1.0
21,24,1.0311862204461046e+45,1.0311862204461046e+45,1.0311862204461046e+45,9.962326388888913e+44,57383,1.0432118055557382e+45,60089,9.962326388888913e+44,2,full,1,1.0
22,25,7.523534664374779e+46,7.523534664374779e+46,7.523534664374779e+46,7.284480000002352e+46,45528,7.576960000002559e+46,47356,7.284480000002352e+46,2,full,1,1.0
23,26,5.4256259598856575e+48,5.4256259598856575e+48,5.4256259598856575e+48,5.2803254437848155e+48,35695,5.425887573962337e+48,36679,5.2803254437848155e+48,2,full,1,1.0
24,27,3.866260869192595e+50,3.866260869192595e+50,3.866260869192595e+50,3.763648834020539e+50,27437,3.866392318245562e+50,28186,3.763648834020539e+50,2,full,1,1.0
25,28,2.72157149042093e+52,2.72157149042093e+52,2.72157149042093e+52,2.6533163265304156e+52,20802,2.706760204081363e+52,21221,2.6533163265304156e+52,2,full,1,1.0
26,29,1.891961422306412e+54,1.891961422306412e+54,1.891961422306412e+54,1.843638525565329e+54,15505,1.86302021403146e+54,15668,1.843638525565329e+54,2,full,1,1.0
27,30,1.298516189509634e+56,1.298516189509634e+56,1.298516189509634e+56,1.2681111111110025e+56,11413,1.2758888888887625e+56,11483,1.2681111111110025e+56,2,full,1,1.0
28,31,8.79639999345236e+57,8.79639999345236e+57,8.79639999345236e+57,8.642039542142502e+57,8305,8.663891779395348e+57,8326,8.642039542142502e+57,2,full,1,1.0
29,32,5.879843620623312e+59,5.879843620623312e+59,5.879843620623312e+59,5.812499999999796e+59,5952,5.832031249999869e+59,5972,5.812499999999796e+59,2,full,1,1.0
30,33,3.8771332480231296e+61,3.8771332480231296e+61,3.8771332480231296e+61,3.9210284664826823e+61,4270,3.9522497704313044e+61,4304,3.9210284664826823e+61,2,full,1,1.0
31,34,2.5212769445232764e+63,2.5212769445232764e+63,2.5212769445232764e+63,2.6807958477508217e+63,3099,2.6211072664359143e+63,3030,2.6807958477508217e+63,2,full,1,1.0
32,35,1.6164987038600663e+65,1.6164987038600663e+65,1.6164987038600663e+65,1.7526530612244093e+65,2147,1.6783673469387243e+65,2056,1.7526530612244093e+65,2,full,1,1.0
33,36,1.021537375356014e+67,1.021537375356014e+67,1.021537375356014e+67,1.1265432098764962e+67,1460,1.0532407407407094e+67,1365,1.1265432098764962e+67,2,full,1,1.0
34,37,6.361140845460152e+68,6.361140845460152e+68,6.361140845460152e+68,7.560262965668074e+68,1035,6.3623082541999345e+68,871,7.560262965668074e+68,2,full,1,1.0
35,38,3.902057713359899e+70,3.902057713359899e+70,3.902057713359899e+70,4.750692520775543e+70,686,3.87119113573393e+70,559,4.750692520775543e+70,2,full,1,1.0
36,39,2.3572430699169028e+72,2.3572430699169028e+72,2.3572430699169028e+72,2.7218934911241867e+72,414,2.268244575936824e+72,345,2.7218934911241867e+72,2,full,1,1.0
37,40,1.401970315833078e+74,1.401970315833078e+74,1.401970315833078e+74,1.4187499999999413e+74,227,1.3062499999999394e+74,209,1.4187499999999413e+74,2,full,1,1.0
38,41,8.206655507315578e+75,8.206655507315578e+75,8.206655507315578e+75,7.555026769779783e+75,127,7.733491969065865e+75,130,7.555026769779783e+75,2,full,1,1.0
39,42,4.726642779094378e+77,4.726642779094378e+77,4.726642779094378e+77,3.6281179138321344e+77,64,3.3446712018139767e+77,59,3.6281179138321344e+77,2,full,1,1.0
40,43,2.6776980953195124e+79,2.6776980953195124e+79,2.6776980953195124e+79,1.622498647917747e+79,30,1.7847485127094776e+79,33,1.622498647917747e+79,2,full,1,1.0
41,44,1.4915995526427557e+81,1.4915995526427557e+81,1.4915995526427557e+81,6.198347107437798e+80,12,1.0330578512396135e+81,20,6.198347107437798e+80,2,full,1,1.0
42,45,8.167336217137222e+82,8.167336217137222e+82,8.167336217137222e+82,3.95061728395048e+82,8,5.4320987654318e+82,11,3.95061728395048e+82,2,full,1,1.0
43,46,4.394381986394483e+84,4.394381986394483e+84,4.394381986394483e+84,3.3081285444234718e+84,7,1.890359168241861e+84,4,3.3081285444234718e+84,2,full,1,1.0
44,47,2.3224776285540205e+86,2.3224776285540205e+86,2.3224776285540205e+86,1.8107741059301583e+86,4,4.526935264825218e+85,1,1.8107741059301583e+86,2,full,1,1.0
45,48,1.205269119318347e+88,1.205269119318347e+88,1.205269119318347e+88,4.340277777777644e+87,1,0.0,0,4.340277777777644e+87,2,full,1,1.0
46,49,6.139493309833865e+89,6.139493309833865e+89,6.139493309833865e+89,0.0,0,0.0,0,6.139493309833865e+89,2,full,1,1.0
47,50,3.068518756254966e+91,3.068518756254966e+91,3.068518756254966e+91,0.0,0,0.0,0,3.068518756254966e+91,2,full,1,1.0
48,51,1.504175860909297e+93,1.504175860909297e+93,1.504175860909297e+93,0.0,0,0.0,0,1.504175860909297e+93,2,full,1,1.0
49,52,7.228722070023719e+94,7.228722070023719e+94,7.228722070023719e+94,0.0,0,0.0,0,7.228722070023719e+94,2,full,1,1.0
50,53,3.404318922033811e+96,3.404318922033811e+96,3.404318922033811e+96,0.0,0,0.0,0,3.404318922033811e+96,2,full,1,1.0
51,54,1.570399710145597e+98,1.570399710145597e+98,1.570399710145597e+98,0.0,0,0.0,0,1.570399710145597e+98,2,full,1,1.0
52,55,7.09249614545757e+99,7.09249614545757e+99,7.09249614545757e+99,0.0,0,0.0,0,7.09249614545757e+99,2,full,1,1.0
53,56,3.134629992858479e+101,3.134629992858479e+101,3.134629992858479e+101,0.0,0,0.0,0,3.134629992858479e+101,2,full,1,1.0
54,57,1.3550400530532093e+103,1.3550400530532093e+103,1.3550400530532093e+103,0.0,0,0.0,0,1.3550400530532093e+103,2,full,1,1.0
