,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,161700.0,161700.0,161700.0,161766.66666657708,145590,161457.77777768497,145312,161766.66666657708,4,full,1,1.0
1,4,11763675.0,11763675.0,11763675.0,11766624.999943214,188266,11715437.499943707,187447,11766624.999943214,4,full,1,1.0
2,5,903450240.0,903450240.0,903450240.0,902540000.0041075,225635,899224000.0041541,224806,902540000.0041075,4,full,1,1.0
3,6,71523144000.0,71523144000.0,71523144000.0,71390000000.3301,257004,71057222222.54834,255806,71390000000.3301,4,full,1,1.0
4,7,5762721888000.0,5762721888000.0,5762721888000.0,5744081632696.508,281460,5713102040859.214,279942,5744081632696.508,4,full,1,1.0
5,8,468941493636000.0,468941493636000.0,468941493636000.0,467359374998510.75,299110,464614062498526.6,297353,467359374998510.75,4,full,1,1.0
6,9,3.8348993257344e+16,3.8348993257344e+16,3.8348993257344e+16,3.833049382698364e+16,310477,3.800283950600263e+16,307823,3.833049382698364e+16,4,full,1,1.0
7,10,3.1407825477764736e+18,3.1407825477764736e+18,3.1407825477764736e+18,3.1416999999836247e+18,314170,3.114979999983884e+18,311498,3.1416999999836247e+18,4,full,1,1.0
8,11,2.5697311754534784e+20,2.5697311754534784e+20,2.5697311754534784e+20,2.5658842975299e+20,310472,2.5529173553810912e+20,308903,2.5658842975299e+20,4,full,1,1.0
9,12,2.096472350640796e+22,2.096472350640796e+22,2.096472350640796e+22,2.0961805555595114e+22,301850,2.0869097222261434e+22,300515,2.0961805555595114e+22,4,full,1,1.0
10,13,1.7029806171359082e+24,1.7029806171359082e+24,1.7029806171359082e+24,1.7017041420107574e+24,287588,1.695142011833246e+24,286479,1.7017041420107574e+24,4,full,1,1.0
11,14,1.3757650557005087e+26,1.3757650557005087e+26,1.3757650557005087e+26,1.3750306122378655e+26,269506,1.3719081632583335e+26,268894,1.3750306122378655e+26,4,full,1,1.0
12,15,1.1042807513756085e+28,1.1042807513756085e+28,1.1042807513756085e+28,1.1020933333297285e+28,247971,1.1053555555519403e+28,248705,1.1020933333297285e+28,4,full,1,1.0
13,16,8.799737237524379e+29,8.799737237524379e+29,8.799737237524379e+29,8.772890624979684e+29,224586,8.831953124979544e+29,226098,8.772890624979684e+29,4,full,1,1.0
14,17,6.956968733666333e+31,6.956968733666333e+31,6.956968733666333e+31,6.942975778566767e+31,200652,7.020761245695538e+31,202900,6.942975778566767e+31,4,full,1,1.0
15,18,5.453490490668443e+33,5.453490490668443e+33,5.453490490668443e+33,5.437746913573726e+33,176183,5.504197530857609e+33,178336,5.437746913573726e+33,4,full,1,1.0
16,19,4.236501033803484e+35,4.236501033803484e+35,4.236501033803484e+35,4.227673130199637e+35,152619,4.264459833800302e+35,153947,4.227673130199637e+35,4,full,1,1.0
17,20,3.259987545511781e+37,3.259987545511781e+37,3.259987545511781e+37,3.2734000000106523e+37,130936,3.28927500001093e+37,131571,3.2734000000106523e+37,4,full,1,1.0
18,21,2.483800034675643e+39,2.483800034675643e+39,2.483800034675643e+39,2.5102267573672875e+39,110701,2.5167573696121613e+39,110989,2.5102267573672875e+39,4,full,1,1.0
19,22,1.873011026148587e+41,1.873011026148587e+41,1.873011026148587e+41,1.8968801652912888e+41,91809,1.902520661159086e+41,92082,1.8968801652912888e+41,4,full,1,1.0
20,23,1.397429096030859e+43,1.397429096030859e+43,1.397429096030859e+43,1.4151606805297958e+43,74862,1.4275047258984401e+43,75515,1.4151606805297958e+43,4,full,1,1.0
21,24,1.0311862204461046e+45,1.0311862204461046e+45,1.0311862204461046e+45,1.0459027777779757e+45,60244,1.0563541666669121e+45,60846,1.0459027777779757e+45,4,full,1,1.0
22,25,7.523534664374779e+46,7.523534664374779e+46,7.523534664374779e+46,7.616160000002576e+46,47601,7.705760000002527e+46,48161,7.616160000002576e+46,4,full,1,1.0
23,26,5.4256259598856575e+48,5.4256259598856575e+48,5.4256259598856575e+48,5.497633136092474e+48,37164,5.5644970414178425e+48,37616,5.497633136092474e+48,4,full,1,1.0
24,27,3.866260869192595e+50,3.866260869192595e+50,3.866260869192595e+50,3.893141289438934e+50,28381,3.962551440330591e+50,28887,3.893141289438934e+50,4,full,1,1.0
25,28,2.72157149042093e+52,2.72157149042093e+52,2.72157149042093e+52,2.729081632652757e+52,21396,2.8124999999996386e+52,22050,2.729081632652757e+52,4,full,1,1.0
26,29,1.891961422306412e+54,1.891961422306412e+54,1.891961422306412e+54,1.8852556480386052e+54,15855,1.9656361474441366e+54,16531,1.8852556480386052e+54,4,full,1,1.0
27,30,1.298516189509634e+56,1.298516189509634e+56,1.298516189509634e+56,1.2954444444442933e+56,11659,1.3697777777775928e+56,12328,1.2954444444442933e+56,4,full,1,1.0
28,31,8.79639999345236e+57,8.79639999345236e+57,8.79639999345236e+57,8.914672216439866e+57,8567,9.34651404786536e+57,8982,8.914672216439866e+57,4,full,1,1.0
29,32,5.879843620623312e+59,5.879843620623312e+59,5.879843620623312e+59,6.023437499999682e+59,6168,6.298828124999604e+59,6450,6.023437499999682e+59,4,full,1,1.0
30,33,3.8771332480231296e+61,3.8771332480231296e+61,3.8771332480231296e+61,3.99999999999968e+61,4356,4.2561983471070646e+61,4635,3.99999999999968e+61,4,full,1,1.0
31,34,2.5212769445232764e+63,2.5212769445232764e+63,2.5212769445232764e+63,2.5579584775086252e+63,2957,2.814013840830334e+63,3253,2.5579584775086252e+63,4,full,1,1.0
32,35,1.6164987038600663e+65,1.6164987038600663e+65,1.6164987038600663e+65,1.599183673469331e+65,1959,1.8424489795918088e+65,2257,1.599183673469331e+65,4,full,1,1.0
33,36,1.021537375356014e+67,1.021537375356014e+67,1.021537375356014e+67,1.0138888888888493e+67,1314,1.1952160493826783e+67,1549,1.0138888888888493e+67,4,full,1,1.0
34,37,6.361140845460152e+68,6.361140845460152e+68,6.361140845460152e+68,6.165084002921546e+68,844,7.41417092768411e+68,1015,6.165084002921546e+68,4,full,1,1.0
35,38,3.902057713359899e+70,3.902057713359899e+70,3.902057713359899e+70,3.4418282548474436e+70,497,4.383656509695113e+70,633,3.4418282548474436e+70,4,full,1,1.0
36,39,2.3572430699169028e+72,2.3572430699169028e+72,2.3572430699169028e+72,1.9000657462194852e+72,289,2.452333990795427e+72,373,1.9000657462194852e+72,4,full,1,1.0
37,40,1.401970315833078e+74,1.401970315833078e+74,1.401970315833078e+74,9.624999999999422e+73,154,1.4312499999999009e+74,229,9.624999999999422e+73,4,full,1,1.0
