,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,161700.0,161700.0,161700.0,161375.55555546234,145238,161543.33333324123,145389,161375.55555546234,16,full,1,1.0
1,4,11763675.0,11763675.0,11763675.0,11717312.499943668,187477,11757999.999943303,188128,11717312.499943668,16,full,1,1.0
2,5,903450240.0,903450240.0,903450240.0,897388000.0041801,224347,905204000.0040694,226301,897388000.0041801,16,full,1,1.0
3,6,71523144000.0,71523144000.0,71523144000.0,71066944444.77066,255841,71873055555.89148,258743,71066944444.77066,16,full,1,1.0
4,7,5762721888000.0,5762721888000.0,5762721888000.0,5726918367390.0625,280619,5802816326575.098,284338,5726918367390.0625,16,full,1,1.0
5,8,468941493636000.0,468941493636000.0,468941493636000.0,466353124998518.3,298466,473123437498479.1,302799,466353124998518.3,16,full,1,1.0
6,9,3.8348993257344e+16,3.8348993257344e+16,3.8348993257344e+16,3.8143580246740584e+16,308963,3.870024691339561e+16,313472,3.8143580246740584e+16,16,full,1,1.0
7,10,3.1407825477764736e+18,3.1407825477764736e+18,3.1407825477764736e+18,3.1263599999837783e+18,312636,3.170449999983343e+18,317045,3.1263599999837783e+18,16,full,1,1.0
8,11,2.5697311754534784e+20,2.5697311754534784e+20,2.5697311754534784e+20,2.5556611570339827e+20,309235,2.588520661166385e+20,313211,2.5556611570339827e+20,16,full,1,1.0
9,12,2.096472350640796e+22,2.096472350640796e+22,2.096472350640796e+22,2.0868402777817126e+22,300505,2.1105625000039753e+22,303921,2.0868402777817126e+22,16,full,1,1.0
10,13,1.7029806171359082e+24,1.7029806171359082e+24,1.7029806171359082e+24,1.6970473372770414e+24,286801,1.713402366862831e+24,289565,1.6970473372770414e+24,16,full,1,1.0
11,14,1.3757650557005087e+26,1.3757650557005087e+26,1.3757650557005087e+26,1.3730714285644373e+26,269122,1.3839693877478958e+26,271258,1.3730714285644373e+26,16,full,1,1.0
12,15,1.1042807513756085e+28,1.1042807513756085e+28,1.1042807513756085e+28,1.1031422222186133e+28,248207,1.10881777777415e+28,249484,1.1031422222186133e+28,16,full,1,1.0
13,16,8.799737237524379e+29,8.799737237524379e+29,8.799737237524379e+29,8.820664062479604e+29,225809,8.81371093747959e+29,225631,8.820664062479604e+29,16,full,1,1.0
