,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,161700.0,161700.0,161700.0,161952.22222213465,145757,161931.11111102326,145738,161952.22222213465,38,full,1,1.0
1,4,11763675.0,11763675.0,11763675.0,11807124.999942832,188914,11793937.499942971,188703,11807124.999942832,38,full,1,1.0
2,5,903450240.0,903450240.0,903450240.0,908324000.0040257,227081,907940000.0040313,226985,908324000.0040257,38,full,1,1.0
3,6,71523144000.0,71523144000.0,71523144000.0,72040555555.89378,259346,72031666667.00485,259314,72040555555.89378,38,full,1,1.0
4,7,5762721888000.0,5762721888000.0,5762721888000.0,5810265306167.077,284703,5813224489840.597,284848,5810265306167.077,38,full,1,1.0
5,8,468941493636000.0,468941493636000.0,468941493636000.0,473407812498477.5,302981,474289062498472.6,303545,473407812498477.5,38,full,1,1.0
6,9,3.8348993257344e+16,3.8348993257344e+16,3.8348993257344e+16,3.878358024672733e+16,314147,3.881148148129468e+16,314373,3.878358024672733e+16,38,full,1,1.0
7,10,3.1407825477764736e+18,3.1407825477764736e+18,3.1407825477764736e+18,3.174759999983307e+18,317476,3.182219999983251e+18,318222,3.174759999983307e+18,38,full,1,1.0
8,11,2.5697311754534784e+20,2.5697311754534784e+20,2.5697311754534784e+20,2.5900413223234113e+20,313395,2.6037685950507473e+20,315056,2.5900413223234113e+20,38,full,1,1.0
9,12,2.096472350640796e+22,2.096472350640796e+22,2.096472350640796e+22,2.1053055555595275e+22,303164,2.125055555559568e+22,306008,2.1053055555595275e+22,38,full,1,1.0
10,13,1.7029806171359082e+24,1.7029806171359082e+24,1.7029806171359082e+24,1.7069940828391692e+24,288482,1.7224674556202286e+24,291097,1.7069940828391692e+24,38,full,1,1.0
11,14,1.3757650557005087e+26,1.3757650557005087e+26,1.3757650557005087e+26,1.3738163265236146e+26,269268,1.3852908163193002e+26,271517,1.3738163265236146e+26,38,full,1,1.0
12,15,1.1042807513756085e+28,1.1042807513756085e+28,1.1042807513756085e+28,1.1007999999964037e+28,247680,1.1054844444408222e+28,248734,1.1007999999964037e+28,38,full,1,1.0
13,16,8.799737237524379e+29,8.799737237524379e+29,8.799737237524379e+29,8.75722656247978e+29,224185,8.738437499979809e+29,223704,8.75722656247978e+29,38,full,1,1.0
14,17,6.956968733666333e+31,6.956968733666333e+31,6.956968733666333e+31,6.925951557113249e+31,200160,6.867197231853114e+31,198462,6.925951557113249e+31,38,full,1,1.0
15,18,5.453490490668443e+33,5.453490490668443e+33,5.453490490668443e+33,5.425216049376223e+33,175777,5.35592592591951e+33,173532,5.425216049376223e+33,38,full,1,1.0
16,19,4.236501033803484e+35,4.236501033803484e+35,4.236501033803484e+35,4.206759002776069e+35,151864,4.1508587257684605e+35,149846,4.206759002776069e+35,38,full,1,1.0
17,20,3.259987545511781e+37,3.259987545511781e+37,3.259987545511781e+37,3.223825000010173e+37,128953,3.184450000009995e+37,127378,3.223825000010173e+37,38,full,1,1.0
18,21,2.483800034675643e+39,2.483800034675643e+39,2.483800034675643e+39,2.4414739229002364e+39,107669,2.4192970521519683e+39,106691,2.4414739229002364e+39,38,full,1,1.0
