,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,0.0,20831.207699894574,0.0,0.0,0,0.0,0,20831.207699894574,3,fullbip,0.0,0.5050505050505051
1,4,1500625.0,765389.0707915808,0.0,1532180.8028792646,188484,,187995,1532180.8028792646,3,fullbip,0.0,0.5050505050505051
2,5,0.0,29687818.503431015,0.0,0.0,0,0.0,0,29687818.503431015,3,fullbip,0.0,0.5050505050505051
3,6,2304960000.0,1187012945.2129407,0.0,2375158837.098674,257907,,256019,2375158837.098674,3,fullbip,0.0,0.5050505050505051
4,7,0.0,48302691277.06339,0.0,0.0,0,0.0,0,48302691277.06339,3,fullbip,0.0,0.5050505050505051
5,8,3818742480000.0,1985167425591.4312,0.0,3945859956666.089,298933,,297038,3945859956666.089,3,fullbip,0.0,0.5050505050505051
6,9,0.0,81991202313989.53,0.0,0.0,0,0.0,0,81991202313989.53,3,fullbip,0.0,0.5050505050505051
7,10,6464367270144000.0,3391454277533203.5,0.0,6718972749373430.0,312244,,310902,6718972749373430.0,3,fullbip,0.0,0.5050505050505051
8,11,0.0,1.401427387410415e+17,0.0,0.0,0,0.0,0,1.401427387410415e+17,3,fullbip,0.0,0.5050505050505051
9,12,1.0908619768367999e+19,5.774399883311431e+18,0.0,1.1449528796430113e+19,300905,,300179,1.1449528796430113e+19,3,fullbip,0.0,0.5050505050505051
10,13,0.0,2.3689845675123822e+20,0.0,0.0,0,0.0,0,2.3689845675123822e+20,3,fullbip,0.0,0.5050505050505051
11,14,1.8102075318480384e+22,9.665662142339483e+21,0.0,1.924828749935839e+22,270495,,270100,1.924828749935839e+22,3,fullbip,0.0,0.5050505050505051
12,15,0.0,3.918335764099912e+23,0.0,0.0,0,0.0,0,3.918335764099912e+23,3,fullbip,0.0,0.5050505050505051
13,16,2.9286895105886452e+25,1.5769817232409683e+25,0.0,3.1446295828376376e+25,226825,,227065,3.1446295828376376e+25,3,fullbip,0.0,0.5050505050505051
14,17,0.0,6.296682816505828e+26,0.0,0.0,0,0.0,0,6.296682816505828e+26,3,fullbip,0.0,0.5050505050505051
15,18,4.592185152602996e+28,2.4928786347053095e+28,0.0,4.959669790695386e+28,177985,,180146,4.959669790695386e+28,3,fullbip,0.0,0.5050505050505051
16,19,0.0,9.78067215530313e+29,0.0,0.0,0,0.0,0,9.78067215530313e+29,3,fullbip,0.0,0.5050505050505051
17,20,6.947516917373072e+31,3.801124860356444e+31,0.0,7.519844632756567e+31,131005,,134197,7.519844632756567e+31,3,fullbip,0.0,0.5050505050505051
18,21,0.0,1.4626743089394688e+33,0.0,0.0,0,0.0,0,1.4626743089394688e+33,3,fullbip,0.0,0.5050505050505051
