,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,38,39.61130193905817,0.0,35.26936902506922,6225,,6063,35.26936902506922,42,config,0.0,0.3263157894736842
1,4,185,164.80386412013416,0.0,196.12442704190624,8700,,8686,196.12442704190624,42,config,0.0,0.3263157894736842
2,5,678,688.3597187670446,0.0,762.8537316981354,7548,,7459,762.8537316981354,42,config,0.0,0.3263157894736842
3,6,2698,2807.783063391893,0.0,3260.243202486495,6931,,6966,3260.243202486495,42,config,0.0,0.3263157894736842
4,7,9460,10994.68736401878,0.0,11513.320829234603,5100,,5287,11513.320829234603,42,config,0.0,0.3263157894736842
5,8,31645,40810.543491969715,0.0,40141.92201929873,3627,,3642,40141.92201929873,42,config,0.0,0.3263157894736842
6,9,95448,142049.3303299437,0.0,119861.26604982701,2266,,2410,119861.26604982701,42,config,0.0,0.3263157894736842
7,10,260213,458894.09977115504,0.0,349160.2367685473,1382,,1398,349160.2367685473,42,config,0.0,0.3263157894736842
8,11,631889,1361312.6404694552,0.0,922055.8351507665,749,,640,922055.8351507665,42,config,0.0,0.3263157894736842
9,12,1341219,3664796.924211191,0.0,1810087.8562362345,298,,296,1810087.8562362345,42,config,0.0,0.3263157894736842
10,13,2436387,8831121.980933202,0.0,3718035.762398444,138,,108,3718035.762398444,42,config,0.0,0.3263157894736842
11,14,3681551,18731274.517453056,0.0,2929621.6517811096,29,,39,2929621.6517811096,42,config,0.0,0.3263157894736842
12,15,4480130,34228939.53926159,0.0,3061830.655715442,6,,5,3061830.655715442,42,config,0.0,0.3263157894736842
13,16,4196342,52356766.071567886,0.0,3335729.2443532385,1,,1,3335729.2443532385,42,config,0.0,0.3263157894736842
14,17,2848720,64319395.59504069,0.0,0.0,0,0.0,0,64319395.59504069,42,config,0.0,0.3263157894736842
15,18,1285121,59467230.66418674,0.0,0.0,0,0.0,0,59467230.66418674,42,config,0.0,0.3263157894736842
16,19,333300,36767550.92589053,0.0,0.0,0,0.0,0,36767550.92589053,42,config,0.0,0.3263157894736842
17,20,34136,11397940.787026064,0.0,0.0,0,0.0,0,11397940.787026064,42,config,0.0,0.3263157894736842
