,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,37,35.90027700831025,0.0,34.76387103835504,6264,,6178,34.76387103835504,32,config,0.0,0.3157894736842105
1,4,159,144.5458521650386,0.0,164.9525870235376,7511,,7470,164.9525870235376,32,config,0.0,0.3157894736842105
2,5,634,584.2695498039454,0.0,712.2527717765153,7866,,7813,712.2527717765153,32,config,0.0,0.3157894736842105
3,6,2261,2306.327170278732,0.0,2617.754259352737,6506,,6591,2617.754259352737,32,config,0.0,0.3157894736842105
4,7,7584,8739.766118950984,0.0,9504.62050460637,5104,,5011,9504.62050460637,32,config,0.0,0.3157894736842105
5,8,23322,31394.159874652876,0.0,29835.17495267714,3487,,3429,29835.17495267714,32,config,0.0,0.3157894736842105
6,9,65497,105748.7490514623,0.0,80740.76355668511,2055,,2188,80740.76355668511,32,config,0.0,0.3157894736842105
7,10,166474,330603.9838766769,0.0,210689.7526072499,1244,,1262,210689.7526072499,32,config,0.0,0.3157894736842105
8,11,377797,949102.3460574455,0.0,436144.54420547094,582,,631,436144.54420547094,32,config,0.0,0.3157894736842105
9,12,759379,2472661.375254924,0.0,881847.0941436762,254,,280,881847.0941436762,32,config,0.0,0.3157894736842105
10,13,1334809,5766206.2839952875,0.0,1201922.8505557263,85,,104,1201922.8505557263,32,config,0.0,0.3157894736842105
11,14,2009844,11835897.109253483,0.0,2065362.7131398777,30,,30,2065362.7131398777,32,config,0.0,0.3157894736842105
12,15,2528198,20930849.62478511,0.0,2296829.074539558,9,,8,2296829.074539558,32,config,0.0,0.3157894736842105
13,16,2574909,30983165.56300427,0.0,2495761.4375383803,3,,4,2495761.4375383803,32,config,0.0,0.3157894736842105
14,17,2035224,36834475.46809176,0.0,0.0,0,,1,36834475.46809176,32,config,0.0,0.3157894736842105
15,18,1172696,32957162.260924205,0.0,0.0,0,0.0,0,32957162.260924205,32,config,0.0,0.3157894736842105
16,19,433770,19719520.909583457,0.0,0.0,0,0.0,0,19719520.909583457,32,config,0.0,0.3157894736842105
17,20,62131,5915856.272875037,0.0,0.0,0,0.0,0,5915856.272875037,32,config,0.0,0.3157894736842105
