,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,40,34.13501385041552,0.0,37.77655371267902,7160,,7246,37.77655371267902,35,config,0.0,0.3105263157894737
1,4,144,135.1477061525004,0.0,151.18783697835818,7528,,7458,151.18783697835818,35,config,0.0,0.3105263157894737
2,5,529,537.1765667703595,0.0,597.3635952155943,6850,,6845,597.3635952155943,35,config,0.0,0.3105263157894737
3,6,1842,2085.0932525954745,0.0,2268.4619616817117,5915,,6031,2268.4619616817117,35,config,0.0,0.3105263157894737
4,7,6033,7769.7159096715595,0.0,7604.9369629735575,4642,,4748,7604.9369629735575,35,config,0.0,0.3105263157894737
5,8,18301,27444.47678883329,0.0,24505.860983007628,3360,,3318,24505.860983007628,35,config,0.0,0.3105263157894737
6,9,50850,90903.81083739869,0.0,69466.44026906417,2156,,2072,69466.44026906417,35,config,0.0,0.3105263157894737
7,10,128689,279457.4521585504,0.0,183264.05498411614,1269,,1181,183264.05498411614,35,config,0.0,0.3105263157894737
8,11,294656,788899.027624616,0.0,389512.9767218814,646,,624,389512.9767218814,35,config,0.0,0.3105263157894737
9,12,602184,2021034.745769905,0.0,804498.4042891989,314,,300,804498.4042891989,35,config,0.0,0.3105263157894737
10,13,1077829,4634469.959530666,0.0,1372595.2747155037,114,,120,1372595.2747155037,35,config,0.0,0.3105263157894737
11,14,1650499,9354311.734105315,0.0,1671555.1788450908,33,,44,1671555.1788450908,35,config,0.0,0.3105263157894737
12,15,2096139,16266655.773412613,0.0,1665885.1972483585,8,,13,1665885.1972483585,35,config,0.0,0.3105263157894737
13,16,2101209,23677615.722812768,0.0,3851412.0458919103,5,0.0,0,3851412.0458919103,35,config,0.0,0.3105263157894737
14,17,1551259,27680085.74902199,0.0,0.0,0,0.0,0,27680085.74902199,35,config,0.0,0.3105263157894737
15,18,771550,24353619.303744785,0.0,0.0,0,0.0,0,24353619.303744785,35,config,0.0,0.3105263157894737
16,19,226936,14328833.07511189,0.0,0.0,0,0.0,0,14328833.07511189,35,config,0.0,0.3105263157894737
17,20,29560,4227005.757158009,0.0,0.0,0,0.0,0,4227005.757158009,35,config,0.0,0.3105263157894737
