,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,49,37.72537396121884,0.0,43.84656287010561,7363,,7309,43.84656287010561,19,config,0.0,0.32105263157894737
1,4,215,154.4258399912524,0.0,209.7523508887489,8253,,8414,209.7523508887489,19,config,0.0,0.32105263157894737
2,5,851,634.6089256061571,0.0,897.514854748164,7879,,8000,897.514854748164,19,config,0.0,0.32105263157894737
3,6,3207,2546.785819866815,0.0,3668.2274900045204,6713,,6670,3668.2274900045204,19,config,0.0,0.32105263157894737
4,7,10926,9811.827474434253,0.0,13228.643396653573,4944,,4831,13228.643396653573,19,config,0.0,0.32105263157894737
5,8,33927,35832.53573064772,0.0,40285.35116656065,3149,,3183,40285.35116656065,19,config,0.0,0.32105263157894737
6,9,94783,122710.7188530252,0.0,117904.4088653074,1932,,1874,117904.4088653074,19,config,0.0,0.32105263157894737
7,10,234263,390026.3321860101,0.0,291632.31661367335,1010,,975,291632.31661367335,19,config,0.0,0.32105263157894737
8,11,505201,1138354.366667302,0.0,658886.6304640948,482,,465,658886.6304640948,19,config,0.0,0.32105263157894737
9,12,937975,3015141.2369753676,0.0,1055833.203393856,187,,198,1055833.203393856,19,config,0.0,0.32105263157894737
10,13,1469447,7148448.212035527,0.0,1773674.7060016412,68,,58,1773674.7060016412,19,config,0.0,0.32105263157894737
11,14,1902636,14917682.716168875,0.0,1373705.092563077,16,,20,1373705.092563077,19,config,0.0,0.32105263157894737
12,15,1986601,26820423.241280463,0.0,981042.277692791,3,,1,981042.277692791,19,config,0.0,0.32105263157894737
13,16,1604658,40362972.47659806,0.0,1391326.697365114,1,,2,1391326.697365114,19,config,0.0,0.32105263157894737
14,17,928050,48785462.70855692,0.0,0.0,0,0.0,0,48785462.70855692,19,config,0.0,0.32105263157894737
15,18,337036,44377653.358573265,0.0,0.0,0,0.0,0,44377653.358573265,19,config,0.0,0.32105263157894737
16,19,57200,26995381.378234595,0.0,0.0,0,0.0,0,26995381.378234595,19,config,0.0,0.32105263157894737
17,20,2528,8233591.320361552,0.0,0.0,0,0.0,0,8233591.320361552,19,config,0.0,0.32105263157894737
