,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,25,26.171301939058168,0.0,24.149182627993053,5407,,5490,24.149182627993053,22,config,0.0,0.28421052631578947
1,4,79,94.83653360548185,0.0,86.27683524867732,5647,,5794,86.27683524867732,22,config,0.0,0.28421052631578947
2,5,287,345.0053264637319,0.0,349.9244306986978,6353,,6202,349.9244306986978,22,config,0.0,0.28421052631578947
3,6,914,1225.6768177000997,0.0,1167.001305132608,5356,,5497,1167.001305132608,22,config,0.0,0.28421052631578947
4,7,2785,4180.203041419288,0.0,3696.0718693085064,4273,,4337,3696.0718693085064,22,config,0.0,0.28421052631578947
5,8,8033,13514.156411535778,0.0,11237.518256565409,3225,,3216,11237.518256565409,22,config,0.0,0.28421052631578947
6,9,21192,40969.23206865583,0.0,30225.67071564424,2094,,2085,30225.67071564424,22,config,0.0,0.28421052631578947
7,10,51065,115274.4813889653,0.0,81803.70401648099,1347,,1233,81803.70401648099,22,config,0.0,0.28421052631578947
8,11,112159,297838.3729667046,0.0,188914.57871078997,746,,631,188914.57871078997,22,config,0.0,0.28421052631578947
9,12,221351,698352.6060877205,0.0,342231.3183777775,358,,324,342231.3183777775,22,config,0.0,0.28421052631578947
10,13,386476,1465692.2712383573,0.0,567645.6300853036,134,,139,567645.6300853036,22,config,0.0,0.28421052631578947
11,14,587575,2707673.6168666496,0.0,614456.5236459855,42,,35,614456.5236459855,22,config,0.0,0.28421052631578947
12,15,760288,4309476.324949867,0.0,453715.3460966257,9,,12,453715.3460966257,22,config,0.0,0.28421052631578947
13,16,809233,5741243.130278607,0.0,695012.9072507701,4,,5,695012.9072507701,22,config,0.0,0.28421052631578947
14,17,670006,6142952.401932775,0.0,951190.3605046219,3,0.0,0,951190.3605046219,22,config,0.0,0.28421052631578947
15,18,394175,4946693.249977445,0.0,2522978.340878009,2,0.0,0,2522978.340878009,22,config,0.0,0.28421052631578947
16,19,140655,2663814.869239932,0.0,0.0,0,0.0,0,2663814.869239932,22,config,0.0,0.28421052631578947
17,20,21228,719230.0146947816,0.0,0.0,0,0.0,0,719230.0146947816,22,config,0.0,0.28421052631578947
