,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,83,35.91836734693877,0.0,72.37690369635474,11622,,11620,72.37690369635474,12,november17,0.0,0.2857142857142857
1,4,318,146.23906705539355,0.0,299.7051124392848,9645,,9651,299.7051124392848,12,november17,0.0,0.2857142857142857
2,5,1260,601.6693044564763,0.0,1326.3496878150474,7804,,7889,1326.3496878150474,12,november17,0.0,0.2857142857142857
3,6,4899,2435.328137085737,0.0,5776.533103956165,6025,,6154,5776.533103956165,12,november17,0.0,0.2857142857142857
4,7,17807,9542.510251437989,0.0,23590.87208537682,4317,,4382,23590.87208537682,12,november17,0.0,0.2857142857142857
5,8,58905,35784.41344289246,0.0,83156.92633195779,2777,,2686,83156.92633195779,12,november17,0.0,0.2857142857142857
6,9,173552,127233.47001917318,0.0,261190.01803540907,1574,,1462,261190.01803540907,12,november17,0.0,0.2857142857142857
7,10,446719,425323.3140640932,0.0,673676.5584249682,766,,737,673676.5584249682,12,november17,0.0,0.2857142857142857
8,11,983732,1325683.0568231477,0.0,1359148.1952331804,304,,290,1359148.1952331804,12,november17,0.0,0.2857142857142857
9,12,1815071,3819229.758942878,0.0,2863775.2497254913,116,,89,2863775.2497254913,12,november17,0.0,0.2857142857142857
10,13,2741698,10072693.869739456,0.0,3875769.279839617,34,,29,3875769.279839617,12,november17,0.0,0.2857142857142857
11,14,3275954,24051126.178765636,0.0,4926128.886953255,12,,7,4926128.886953255,12,november17,0.0,0.2857142857142857
12,15,2917036,51309069.1813667,0.0,6715217.992558776,4,,3,6715217.992558776,12,november17,0.0,0.2857142857142857
13,16,1724264,96204504.71506256,0.0,0.0,0,,1,96204504.71506256,12,november17,0.0,0.2857142857142857
14,17,533656,155220713.48984882,0.0,0.0,0,0.0,0,155220713.48984882,12,november17,0.0,0.2857142857142857
15,18,51424,209424772.16884363,0.0,0.0,0,0.0,0,209424772.16884363,12,november17,0.0,0.2857142857142857
16,19,0,226745617.98731938,0.0,0.0,0,0.0,0,226745617.98731938,12,november17,0.0,0.2857142857142857
17,20,0,184635717.50396007,0.0,0.0,0,0.0,0,184635717.50396007,12,november17,0.0,0.2857142857142857
18,21,0,100482023.13140684,0.0,0.0,0,0.0,0,100482023.13140684,12,november17,0.0,0.2857142857142857
19,22,0,27404188.126747314,0.0,0.0,0,0.0,0,27404188.126747314,12,november17,0.0,0.2857142857142857
