,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,83,35.91836734693877,0.0,72.41557837232035,11650,,11561,72.41557837232035,18,november17,0.0,0.2857142857142857
1,4,318,146.23906705539355,0.0,300.1859049789618,9658,,9517,300.1859049789618,18,november17,0.0,0.2857142857142857
2,5,1260,601.6693044564763,0.0,1326.1303597673934,7732,,7838,1326.1303597673934,18,november17,0.0,0.2857142857142857
3,6,4899,2435.328137085737,0.0,5875.227090299635,6123,,6099,5875.227090299635,18,november17,0.0,0.2857142857142857
4,7,17807,9542.510251437989,0.0,23527.479568240044,4332,,4433,23527.479568240044,18,november17,0.0,0.2857142857142857
5,8,58905,35784.41344289246,0.0,82189.34069836223,2740,,2787,82189.34069836223,18,november17,0.0,0.2857142857142857
6,9,173552,127233.47001917318,0.0,264673.4648189665,1576,,1558,264673.4648189665,18,november17,0.0,0.2857142857142857
7,10,446719,425323.3140640932,0.0,678559.6054137726,725,,730,678559.6054137726,18,november17,0.0,0.2857142857142857
8,11,983732,1325683.0568231477,0.0,1600262.610788117,308,,327,1600262.610788117,18,november17,0.0,0.2857142857142857
9,12,1815071,3819229.758942878,0.0,2932494.3615485947,115,,108,2932494.3615485947,18,november17,0.0,0.2857142857142857
10,13,2741698,10072693.869739456,0.0,3909951.279204215,32,,31,3909951.279204215,18,november17,0.0,0.2857142857142857
11,14,3275954,24051126.178765636,0.0,5413015.090572645,9,,8,5413015.090572645,18,november17,0.0,0.2857142857142857
12,15,2917036,51309069.1813667,0.0,0.0,0,,3,51309069.1813667,18,november17,0.0,0.2857142857142857
13,16,1724264,96204504.71506256,0.0,0.0,0,0.0,0,96204504.71506256,18,november17,0.0,0.2857142857142857
14,17,533656,155220713.48984882,0.0,0.0,0,0.0,0,155220713.48984882,18,november17,0.0,0.2857142857142857
15,18,51424,209424772.16884363,0.0,0.0,0,0.0,0,209424772.16884363,18,november17,0.0,0.2857142857142857
16,19,0,226745617.98731938,0.0,0.0,0,0.0,0,226745617.98731938,18,november17,0.0,0.2857142857142857
17,20,0,184635717.50396007,0.0,0.0,0,0.0,0,184635717.50396007,18,november17,0.0,0.2857142857142857
18,21,0,100482023.13140684,0.0,0.0,0,0.0,0,100482023.13140684,18,november17,0.0,0.2857142857142857
19,22,0,27404188.126747314,0.0,0.0,0,0.0,0,27404188.126747314,18,november17,0.0,0.2857142857142857
