,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,83,35.91836734693877,0.0,72.89316998028833,11690,,11621,72.89316998028833,21,november17,0.0,0.2857142857142857
1,4,318,146.23906705539355,0.0,300.34212056164847,9651,,9629,300.34212056164847,21,november17,0.0,0.2857142857142857
2,5,1260,601.6693044564763,0.0,1363.7662061464132,7931,,7753,1363.7662061464132,21,november17,0.0,0.2857142857142857
3,6,4899,2435.328137085737,0.0,5879.591727177813,6167,,6089,5879.591727177813,21,november17,0.0,0.2857142857142857
4,7,17807,9542.510251437989,0.0,23439.716807371955,4378,,4297,23439.716807371955,21,november17,0.0,0.2857142857142857
5,8,58905,35784.41344289246,0.0,80794.16898327455,2590,,2741,80794.16898327455,21,november17,0.0,0.2857142857142857
6,9,173552,127233.47001917318,0.0,248895.13392975778,1422,,1567,248895.13392975778,21,november17,0.0,0.2857142857142857
7,10,446719,425323.3140640932,0.0,676415.5190656575,727,,798,676415.5190656575,21,november17,0.0,0.2857142857142857
8,11,983732,1325683.0568231477,0.0,1447128.0393941044,294,,324,1447128.0393941044,21,november17,0.0,0.2857142857142857
9,12,1815071,3819229.758942878,0.0,2373377.8462143675,104,,128,2373377.8462143675,21,november17,0.0,0.2857142857142857
10,13,2741698,10072693.869739456,0.0,4419058.285858219,37,,43,4419058.285858219,21,november17,0.0,0.2857142857142857
11,14,3275954,24051126.178765636,0.0,4319391.61248753,7,,9,4319391.61248753,21,november17,0.0,0.2857142857142857
12,15,2917036,51309069.1813667,0.0,5254541.344350231,2,,1,5254541.344350231,21,november17,0.0,0.2857142857142857
13,16,1724264,96204504.71506256,0.0,0.0,0,0.0,0,96204504.71506256,21,november17,0.0,0.2857142857142857
14,17,533656,155220713.48984882,0.0,0.0,0,0.0,0,155220713.48984882,21,november17,0.0,0.2857142857142857
15,18,51424,209424772.16884363,0.0,0.0,0,0.0,0,209424772.16884363,21,november17,0.0,0.2857142857142857
16,19,0,226745617.98731938,0.0,0.0,0,0.0,0,226745617.98731938,21,november17,0.0,0.2857142857142857
17,20,0,184635717.50396007,0.0,0.0,0,0.0,0,184635717.50396007,21,november17,0.0,0.2857142857142857
18,21,0,100482023.13140684,0.0,0.0,0,0.0,0,100482023.13140684,21,november17,0.0,0.2857142857142857
19,22,0,27404188.126747314,0.0,0.0,0,0.0,0,27404188.126747314,21,november17,0.0,0.2857142857142857
