,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,83,35.91836734693877,0.0,72.25917771470563,11586,,11585,72.25917771470563,48,november17,0.0,0.2857142857142857
1,4,318,146.23906705539355,0.0,301.80010929381325,9681,,9623,301.80010929381325,48,november17,0.0,0.2857142857142857
2,5,1260,601.6693044564763,0.0,1360.8121286030107,7871,,7847,1360.8121286030107,48,november17,0.0,0.2857142857142857
3,6,4899,2435.328137085737,0.0,5869.627227556259,6112,,6273,5869.627227556259,48,november17,0.0,0.2857142857142857
4,7,17807,9542.510251437989,0.0,23718.96641593421,4355,,4350,23718.96641593421,48,november17,0.0,0.2857142857142857
5,8,58905,35784.41344289246,0.0,84077.35327929333,2755,,2702,84077.35327929333,48,november17,0.0,0.2857142857142857
6,9,173552,127233.47001917318,0.0,257690.40627385545,1524,,1484,257690.40627385545,48,november17,0.0,0.2857142857142857
7,10,446719,425323.3140640932,0.0,655748.7499874142,713,,713,655748.7499874142,48,november17,0.0,0.2857142857142857
8,11,983732,1325683.0568231477,0.0,1394893.2977115775,278,,285,1394893.2977115775,48,november17,0.0,0.2857142857142857
9,12,1815071,3819229.758942878,0.0,2567075.901669447,92,,107,2567075.901669447,48,november17,0.0,0.2857142857142857
10,13,2741698,10072693.869739456,0.0,4867823.545199321,29,,22,4867823.545199321,48,november17,0.0,0.2857142857142857
11,14,3275954,24051126.178765636,0.0,4013276.5993355345,4,,7,4013276.5993355345,48,november17,0.0,0.2857142857142857
12,15,2917036,51309069.1813667,0.0,0.0,0,,1,51309069.1813667,48,november17,0.0,0.2857142857142857
13,16,1724264,96204504.71506256,0.0,0.0,0,,1,96204504.71506256,48,november17,0.0,0.2857142857142857
14,17,533656,155220713.48984882,0.0,0.0,0,0.0,0,155220713.48984882,48,november17,0.0,0.2857142857142857
15,18,51424,209424772.16884363,0.0,0.0,0,0.0,0,209424772.16884363,48,november17,0.0,0.2857142857142857
16,19,0,226745617.98731938,0.0,0.0,0,0.0,0,226745617.98731938,48,november17,0.0,0.2857142857142857
17,20,0,184635717.50396007,0.0,0.0,0,0.0,0,184635717.50396007,48,november17,0.0,0.2857142857142857
18,21,0,100482023.13140684,0.0,0.0,0,0.0,0,100482023.13140684,48,november17,0.0,0.2857142857142857
19,22,0,27404188.126747314,0.0,0.0,0,0.0,0,27404188.126747314,48,november17,0.0,0.2857142857142857
