,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,83,35.91836734693877,0.0,72.10074809413706,11577,,11614,72.10074809413706,35,november17,0.0,0.2857142857142857
1,4,318,146.23906705539355,0.0,297.17787747438547,9544,,9633,297.17787747438547,35,november17,0.0,0.2857142857142857
2,5,1260,601.6693044564763,0.0,1332.5210052711955,7758,,7859,1332.5210052711955,35,november17,0.0,0.2857142857142857
3,6,4899,2435.328137085737,0.0,5979.985639639648,6183,,6212,5979.985639639648,35,november17,0.0,0.2857142857142857
4,7,17807,9542.510251437989,0.0,23932.860570343906,4365,,4360,23932.860570343906,35,november17,0.0,0.2857142857142857
5,8,58905,35784.41344289246,0.0,85907.61707268038,2826,,2705,85907.61707268038,35,november17,0.0,0.2857142857142857
6,9,173552,127233.47001917318,0.0,255202.0606808851,1549,,1475,255202.0606808851,35,november17,0.0,0.2857142857142857
7,10,446719,425323.3140640932,0.0,663620.5933484024,734,,705,663620.5933484024,35,november17,0.0,0.2857142857142857
8,11,983732,1325683.0568231477,0.0,1562171.3801306447,323,,311,1562171.3801306447,35,november17,0.0,0.2857142857142857
9,12,1815071,3819229.758942878,0.0,2541205.8835258554,104,,88,2541205.8835258554,35,november17,0.0,0.2857142857142857
10,13,2741698,10072693.869739456,0.0,4222714.688600719,30,,31,4222714.688600719,35,november17,0.0,0.2857142857142857
11,14,3275954,24051126.178765636,0.0,4966188.185989629,6,,7,4966188.185989629,35,november17,0.0,0.2857142857142857
12,15,2917036,51309069.1813667,0.0,2208514.3465508274,1,0.0,0,2208514.3465508274,35,november17,0.0,0.2857142857142857
13,16,1724264,96204504.71506256,0.0,0.0,0,0.0,0,96204504.71506256,35,november17,0.0,0.2857142857142857
14,17,533656,155220713.48984882,0.0,0.0,0,0.0,0,155220713.48984882,35,november17,0.0,0.2857142857142857
15,18,51424,209424772.16884363,0.0,0.0,0,0.0,0,209424772.16884363,35,november17,0.0,0.2857142857142857
16,19,0,226745617.98731938,0.0,0.0,0,0.0,0,226745617.98731938,35,november17,0.0,0.2857142857142857
17,20,0,184635717.50396007,0.0,0.0,0,0.0,0,184635717.50396007,35,november17,0.0,0.2857142857142857
18,21,0,100482023.13140684,0.0,0.0,0,0.0,0,100482023.13140684,35,november17,0.0,0.2857142857142857
19,22,0,27404188.126747314,0.0,0.0,0,0.0,0,27404188.126747314,35,november17,0.0,0.2857142857142857
