,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,17,34.13501385041552,1.1400000000000003,17.70070967596254,3474,12.966767163161546,3455,17.70070967596254,30,sbm,0.1,0.3105263157894737
1,4,104,135.1477061525004,1.4535000000000002,121.23913526532847,6900,108.44872659699698,6963,121.23913526532847,30,sbm,0.1,0.3105263157894737
2,5,395,537.1765667703595,1.8604800000000004,501.88139952352714,7187,491.53739845171197,6958,501.88139952352714,30,sbm,0.1,0.3105263157894737
3,6,1410,2085.0932525954745,2.325600000000001,1916.5112867088972,6553,2105.2232678972427,6439,1916.5112867088972,30,sbm,0.1,0.3105263157894737
4,7,4882,7769.7159096715595,2.7907200000000008,6762.540978774013,5220,8331.17015412401,5355,6762.540978774013,30,sbm,0.1,0.3105263157894737
5,8,16546,27444.47678883329,3.1744440000000016,25171.1682897221,4277,31595.98078212276,4218,25171.1682897221,30,sbm,0.1,0.3105263157894737
6,9,50750,90903.81083739869,3.3860736000000013,73747.2255922638,2740,101186.90876762437,2821,73747.2255922638,30,sbm,0.1,0.3105263157894737
7,10,148096,279457.4521585504,3.352212864000002,214314.63501094453,1742,309723.91298002645,1798,214314.63501094453,30,sbm,0.1,0.3105263157894737
8,11,395239,788899.027624616,3.0474662400000017,577712.4606927782,1003,872675.7563252912,1076,577712.4606927782,30,sbm,0.1,0.3105263157894737
9,12,962068,2021034.745769905,2.5141596480000015,1419337.9942937142,519,2206952.742613677,549,1419337.9942937142,30,sbm,0.1,0.3105263157894737
10,13,2107985,4634469.959530666,1.8566102016000012,3146992.8105209316,240,4367289.353456679,237,3146992.8105209316,30,sbm,0.1,0.3105263157894737
11,14,4098991,9354311.734105315,1.206796631040001,6493208.114080176,106,7557398.058902876,86,6493208.114080176,30,sbm,0.1,0.3105263157894737
12,15,6943502,16266655.773412613,0.6758061133824006,5241628.293029519,22,13991313.662728904,36,5241628.293029519,30,sbm,0.1,0.3105263157894737
13,16,9994722,23677615.722812768,0.31678411564800024,15450524.453310905,13,14437636.685623758,7,15450524.453310905,30,sbm,0.1,0.3105263157894737
14,17,11786560,27680085.74902199,0.11925990236160011,12295022.302383201,3,6114523.7484405,1,12295022.302383201,30,sbm,0.1,0.3105263157894737
15,18,10723000,24353619.303744785,0.03379030566912003,27398866.547380917,1,52425398.20998829,1,27398866.547380917,30,sbm,0.1,0.3105263157894737
16,19,6691778,14328833.07511189,0.006402373705728007,0.0,0,0.0,0,14328833.07511189,30,sbm,0.1,0.3105263157894737
17,20,2136627,4227005.757158009,0.0006082255020441607,0.0,0,0.0,0,4227005.757158009,30,sbm,0.1,0.3105263157894737
