,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,19,26.171301939058168,1.1400000000000003,18.434961698012696,3859,14.407340224144393,3868,18.434961698012696,22,sbm,0.1,0.28421052631578947
1,4,86,94.83653360548185,1.4535000000000002,94.04515174313094,6488,89.36033579806329,6624,94.04515174313094,22,sbm,0.1,0.28421052631578947
2,5,261,345.0053264637319,1.8604800000000004,324.9274497569893,5842,341.54051816025185,5803,324.9274497569893,22,sbm,0.1,0.28421052631578947
3,6,936,1225.6768177000997,2.325600000000001,1232.9510646177805,5791,1419.9783619225984,5705,1232.9510646177805,22,sbm,0.1,0.28421052631578947
4,7,2778,4180.203041419288,2.7907200000000008,3795.202205217991,4458,4835.66973008866,4453,3795.202205217991,22,sbm,0.1,0.28421052631578947
5,8,8392,13514.156411535778,3.1744440000000016,11587.61935275183,3440,15565.77037003808,3426,11587.61935275183,22,sbm,0.1,0.28421052631578947
6,9,22168,40969.23206865583,3.3860736000000013,31987.75687381953,2241,45529.361720429166,2293,31987.75687381953,22,sbm,0.1,0.28421052631578947
7,10,55908,115274.4813889653,3.352212864000002,77941.57848902179,1408,111406.35209385578,1378,77941.57848902179,22,sbm,0.1,0.28421052631578947
8,11,126202,297838.3729667046,3.0474662400000017,180310.59301017312,786,276524.69895836257,787,180310.59301017312,22,sbm,0.1,0.28421052631578947
9,12,259047,698352.6060877205,2.5141596480000015,384644.484751067,402,642031.7890042827,421,384644.484751067,22,sbm,0.1,0.28421052631578947
10,13,470716,1465692.2712383573,1.8566102016000012,717196.715716875,186,1050982.0080460557,171,717196.715716875,22,sbm,0.1,0.28421052631578947
11,14,750938,2707673.6168666496,1.206796631040001,983609.5909748212,71,1214633.9004010477,48,983609.5909748212,22,sbm,0.1,0.28421052631578947
12,15,1030328,4309476.324949867,0.6758061133824006,885477.2921904331,21,1701854.3498953383,19,885477.2921904331,22,sbm,0.1,0.28421052631578947
13,16,1182669,5741243.130278607,0.31678411564800024,707217.5757117246,4,1115579.7394232359,3,707217.5757117246,22,sbm,0.1,0.28421052631578947
14,17,1086429,6142952.401932775,0.11925990236160011,0.0,0,1991397.1526479358,1,6142952.401932775,22,sbm,0.1,0.28421052631578947
15,18,760682,4946693.249977445,0.03379030566912003,5292670.580613397,3,0.0,0,5292670.580613397,22,sbm,0.1,0.28421052631578947
16,19,353845,2663814.869239932,0.006402373705728007,0.0,0,0.0,0,2663814.869239932,22,sbm,0.1,0.28421052631578947
17,20,82577,719230.0146947816,0.0006082255020441607,0.0,0,0.0,0,719230.0146947816,22,sbm,0.1,0.28421052631578947
